holder_id,household_id,parcel_id,field_id,crop_id,ea_id,saq14,pw_w4,saq01,saq02,saq03,saq04,saq05,saq06,saq07,saq08,saq09,saq15,s9q01,s9q00b,s10q01a,s10q01b,s10q01c,s10q01d,s10q01e,s10q01f,s10q01g,s10q01h,s10q01i,s10q02,s10q02a,s10q02b,s10q02c,s10q02d,s10q02e,s10q02f,s10q02g,s10q02h,s10q02i,s10q02j,s10q02k,s10q02l,s10q02m,s10q02n,s10q02o,s10q02p,s10q03a,s10q03b,s10q03c,s10q03d,s10q03e,s10q03f,s10q04,s10q05,s10q06
01010108880091003801,010101088800910038,4,1,2,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,38,1,3. Both livestock and crop production,áˆ°áˆŠáŒ¥,27. SESAME,4,1,130,0,,,0,,,9,1,3,2,10,2,2,2,8,3,3,2,10,4,2,2,8,0,,0,,0,,3. No,,0
01010108880091003801,010101088800910038,4,2,1,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,38,1,3. Both livestock and crop production,á“á“á‹«,48. PAPAYA,0,,,0,,,0,,,2,1,3,1,2,3,2,1,2,,,,,,,,,0,,0,,0,,3. No,,0
01010108880091003801,010101088800910038,4,2,2,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,38,1,3. Both livestock and crop production,á‰¡áŠ“,72. COFFEE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01010108880091003801,010101088800910038,4,3,1,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,38,1,3. Both livestock and crop production,á‰ áˆ­á‰ áˆ¬,38. RED PEPPER,0,,,0,,,0,,,2,1,2,2,3,2,2,1,4,,,,,,,,,0,,0,,0,,3. No,,0
01010108880091005401,010101088800910054,2,1,1,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,54,1,3. Both livestock and crop production,áˆ›áˆ½áˆ‹,6. SORGHUM,0,,,0,,,0,,,1,1,2,2,10,,,,,,,,,,,,,2,3,0,,0,,3. No,,0
01010108880091005401,010101088800910054,2,2,1,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,54,1,3. Both livestock and crop production,áˆ°áˆŠáŒ¥,27. SESAME,0,,,0,,,0,,,1,1,2,1,8,,,,,,,,,,,,,0,,0,,0,,3. No,,0
01010108880091006201,010101088800910062,1,2,1,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,62,1,3. Both livestock and crop production,á‹³áŒ‰áˆ³,3. MILLET,0,,,0,,,0,,,5,1,2,2,10,2,2,1,8,3,2,2,8,4,2,1,8,0,,0,,0,,3. No,,0
01010108880091006201,010101088800910062,1,3,1,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,62,1,3. Both livestock and crop production,áˆ›áˆ½áˆ‹,6. SORGHUM,0,,,0,,,0,,,5,1,2,2,8,2,2,1,8,3,2,1,6,6,2,1,8,0,,0,,0,,3. No,,0
01010108880091006201,010101088800910062,1,4,1,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,62,1,3. Both livestock and crop production,á‰ áˆ­á‰ áˆ¬,38. RED PEPPER,0,,,0,,,0,,,2,2,3,3,2,4,4,2,2,,,,,,,,,0,,0,,0,,3. No,,0
01010108880091006201,010101088800910062,1,5,1,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,62,1,3. Both livestock and crop production,áˆ›áˆ½áˆ‹,6. SORGHUM,0,,,0,,,0,,,2,2,1,1,6,3,1,1,6,,,,,,,,,0,,0,,0,,3. No,,0
01010108880091006201,010101088800910062,1,6,1,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,62,1,3. Both livestock and crop production,á‰ á‰†áˆŽ,2. MAIZE,0,,,0,,,0,,,4,2,3,2,4,3,3,2,2,4,3,2,1,5,3,2,2,0,,0,,0,,3. No,,0
01010108880091006201,010101088800910062,2,1,1,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,62,1,3. Both livestock and crop production,áˆ°áˆŠáŒ¥,27. SESAME,0,,,0,,,0,,,3,1,2,1,8,3,2,1,6,6,1,2,8,,,,,0,,0,,0,,3. No,,0
01010108880091006201,010101088800910062,2,2,1,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,62,1,3. Both livestock and crop production,áˆ›áˆ½áˆ‹,6. SORGHUM,0,,,0,,,0,,,3,1,3,1,8,2,3,1,6,6,2,2,8,,,,,0,,0,,0,,3. No,,0
01010108880091006201,010101088800910062,3,1,1,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,62,1,3. Both livestock and crop production,áˆ°áˆŠáŒ¥,27. SESAME,0,,,0,,,0,,,4,1,1,1,8,2,1,1,8,3,1,1,6,6,1,1,8,0,,0,,0,,3. No,,0
01010108880091006201,010101088800910062,4,1,1,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,62,1,3. Both livestock and crop production,áˆ°áˆŠáŒ¥,27. SESAME,0,,,0,,,0,,,5,1,1,1,8,2,1,1,6,4,1,1,8,6,1,1,8,0,,0,,0,,3. No,,0
01010108880091007001,010101088800910070,1,2,1,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,70,1,3. Both livestock and crop production,á‹³áŒ‰áˆ³,3. MILLET,0,,,0,,,0,,,3,1,1,2,8,3,1,2,8,4,1,2,6,,,,,2,2,0,,0,,3. No,,0
01010108880091007001,010101088800910070,1,3,1,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,70,1,3. Both livestock and crop production,áˆ›áˆ½áˆ‹,6. SORGHUM,0,,,0,,,0,,,3,1,2,2,8,3,2,2,8,4,2,3,8,,,,,1,2,0,,0,,3. No,,0
01010108880091007001,010101088800910070,1,4,1,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,70,1,3. Both livestock and crop production,á‰ áˆ­á‰ áˆ¬,38. RED PEPPER,0,,,0,,,0,,,2,1,3,2,2,4,4,3,2,,,,,,,,,0,,0,,0,,3. No,,0
01010108880091007001,010101088800910070,1,6,1,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,70,1,3. Both livestock and crop production,á‰ á‰†áˆŽ,2. MAIZE,0,,,0,,,0,,,2,1,3,2,2,4,3,3,2,,,,,,,,,0,,0,,0,,3. No,,0
01010108880091007001,010101088800910070,2,1,1,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,70,1,3. Both livestock and crop production,áˆ°áˆŠáŒ¥,27. SESAME,0,,,0,,,0,,,2,1,2,2,8,4,2,2,8,,,,,,,,,0,,0,,0,,3. No,,0
01010108880091008201,010101088800910082,1,2,1,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,82,1,3. Both livestock and crop production,á‰ áˆ­á‰ áˆ¬,38. RED PEPPER,0,,,0,,,0,,,1,2,2,3,2,,,,,,,,,,,,,0,,0,,0,,3. No,,0
01010108880091008201,010101088800910082,2,1,1,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,82,1,3. Both livestock and crop production,áˆ›áˆ½áˆ‹,6. SORGHUM,8,1,120,0,,,0,,,2,1,2,1,10,2,2,1,8,,,,,,,,,6,1,0,,0,,3. No,,0
01010108880091008201,010101088800910082,3,1,1,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,82,1,3. Both livestock and crop production,á‹³áŒ‰áˆ³,3. MILLET,0,,,0,,,0,,,2,1,1,2,10,2,1,2,8,,,,,,,,,3,1,0,,0,,3. No,,0
01010108880091008201,010101088800910082,3,2,1,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,82,1,3. Both livestock and crop production,áˆµáˆŠáŒ¥,27. SESAME,0,,,0,,,0,,,2,1,2,2,8,2,1,2,6,,,,,,,,,2,2,0,,0,,3. No,,0
01010108880091009301,010101088800910093,1,2,1,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,93,1,3. Both livestock and crop production,áˆ›áˆ½áˆ‹,6. SORGHUM,0,,,0,,,0,,,3,1,2,2,8,2,2,2,6,3,2,2,6,,,,,2,1,0,,0,,3. No,,0
01010108880091009301,010101088800910093,1,3,1,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,93,1,3. Both livestock and crop production,á‹³áŒ‰áˆ³,3. MILLET,0,,,0,,,0,,,3,1,2,1,8,2,2,1,6,3,2,1,6,,,,,2,2,0,,0,,3. No,,0
01010108880091009301,010101088800910093,1,4,1,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,93,1,3. Both livestock and crop production,á‰ áˆ­á‰ áˆ¬,38. RED PEPPER,0,,,0,,,0,,,2,1,3,2,2,2,3,2,2,,,,,,,,,0,,0,,0,,3. No,,0
01010108880091009301,010101088800910093,1,5,1,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,93,1,3. Both livestock and crop production,á‰ á‰†áˆŽ,2. MAIZE,0,,,0,,,0,,,2,1,3,2,2,2,3,2,2,,,,,,,,,0,,0,,0,,3. No,,0
01010208880101003501,010102088801010035,1,2,1,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,35,1,3. Both livestock and crop production,á‰ á‰†áˆŽ,2. MAIZE,0,,,0,,,0,,,1,1,1,1,3,,,,,,,,,,,,,0,,0,,0,,3. No,,0
01010208880101004801,010102088801010048,1,2,1,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,48,1,1. Crop production only,á‰ á‰†áˆŽ,2. MAIZE,0,,,0,,,0,,,1,1,1,1,5,,,,,,,,,,,,,0,,0,,0,,3. No,,0
01010208880101006801,010102088801010068,1,2,1,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,68,1,3. Both livestock and crop production,á‰ á‰†áˆŽ,2. MAIZE,0,,,0,,,0,,,2,1,3,4,10,2,2,4,8,,,,,,,,,0,,0,,0,,3. No,,0
01010208880101006801,010102088801010068,1,3,1,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,68,1,3. Both livestock and crop production,á‹³áŒ‰áˆ³,3. MILLET,0,,,0,,,0,,,1,1,1,3,8,,,,,,,,,,,,,0,,0,,0,,3. No,,0
01010208880101006801,010102088801010068,1,4,1,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,68,1,3. Both livestock and crop production,áˆŽáˆšáŠ•,44. LEMONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01010208880101006801,010102088801010068,2,1,1,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,68,1,3. Both livestock and crop production,áŒ¤á,7. TEFF,0,,,0,,,0,,,2,1,3,3,8,2,3,3,8,,,,,,,,,0,,0,,0,,3. No,,0
01010208880101006801,010102088801010068,3,1,1,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,68,1,3. Both livestock and crop production,áŒ¤á,7. TEFF,0,,,0,,,0,,,2,1,2,3,8,2,2,3,6,,,,,,,,,0,,0,,0,,3. No,,0
01010208880101006801,010102088801010068,4,1,1,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,68,1,3. Both livestock and crop production,á‹³áŒ‰áˆ³,3. MILLET,1,4,250,0,,,0,,,0,,,,,,,,,,,,,,,,,0,,0,,0,,3. No,,1000
01010208880101006801,010102088801010068,5,1,1,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,68,1,3. Both livestock and crop production,áŠ‘áŒ,25. NUEG,0,,,0,,,0,,,2,1,2,3,8,2,2,3,6,,,,,,,,,0,,0,,0,,3. No,,0
01010208880101006801,010102088801010068,6,1,1,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,68,1,3. Both livestock and crop production,á‰°áˆá‰£,23. LINESEED,0,,,0,,,0,,,2,1,2,3,8,2,2,3,6,,,,,,,,,0,,0,,0,,3. No,,0
01010208880101006801,010102088801010068,7,1,1,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,68,1,3. Both livestock and crop production,á‰ á‰†áˆŽ,2. MAIZE,0,,,0,,,0,,,1,1,2,3,10,,,,,,,,,,,,,0,,0,,0,,3. No,,0
01010208880101006801,010102088801010068,7,2,1,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,68,1,3. Both livestock and crop production,á‹˜á‹­á‰±áˆ…áŠ•,65. GUAVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01010208880101006801,010102088801010068,7,3,1,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,68,1,3. Both livestock and crop production,áˆŽáˆšáŠ•,44. LEMONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01010208880101009001,010102088801010090,1,2,1,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,90,1,1. Crop production only,á‰ á‰†áˆŽ,2. MAIZE,0,,,0,,,0,,,1,1,1,1,5,,,,,,,,,,,,,0,,0,,0,,3. No,,0
01010208880101013601,010102088801010136,1,2,1,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,136,1,3. Both livestock and crop production,á‰ á‰†áˆŽ,2. MAIZE,0,,,0,,,0,,,1,1,1,4,8,,,,,,,,,,,,,0,,0,,0,,3. No,,0
01010208880101014801,010102088801010148,1,2,1,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,148,1,3. Both livestock and crop production,á‰ á‰†áˆŽ,2. MAIZE,0,,,0,,,0,,,3,1,3,3,10,2,3,3,10,3,2,1,4,,,,,0,,0,,0,,3. No,,0
01010208880101014801,010102088801010148,1,3,1,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,148,1,3. Both livestock and crop production,á‰£á‰„áˆ‹,13. HORSE BEANS,0,,,0,,,0,,,2,1,1,2,5,2,1,2,4,,,,,,,,,0,,0,,0,,3. No,,0
01010208880101014801,010102088801010148,1,4,1,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,148,1,3. Both livestock and crop production,á‰ á‰†áˆŽ,2. MAIZE,0,,,0,,,0,,,3,1,3,4,10,2,3,4,6,3,2,2,4,,,,,0,,0,,0,,3. No,,0
01010208880101014801,010102088801010148,1,5,1,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,148,1,3. Both livestock and crop production,áˆŽáˆšáŠ•,44. LEMONS,0,,,0,,,0,,,1,9,2,2,1,,,,,,,,,,,,,0,,0,,0,,3. No,,0
01010208880101014801,010102088801010148,1,6,1,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,148,1,3. Both livestock and crop production,áŒ¤áˆ,7. TEFF,0,,,0,,,0,,,2,1,1,2,10,2,1,3,5,,,,,,,,,0,,0,,0,,3. No,,0
01010208880101014801,010102088801010148,1,7,1,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,148,1,3. Both livestock and crop production,áŒŒáˆ¾,75. GESHO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01010208880101014801,010102088801010148,2,1,1,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,148,1,3. Both livestock and crop production,á‹³áŒ‰áˆ³,3. MILLET,0,,,0,,,0,,,4,1,3,2,8,2,3,2,8,3,2,3,5,6,4,3,8,0,,0,,0,,3. No,,0
01010208880101014801,010102088801010148,3,1,1,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,148,1,3. Both livestock and crop production,áŠ‘áŒ,25. NUEG,0,,,0,,,0,,,2,1,2,2,8,6,2,3,8,,,,,,,,,0,,0,,0,,3. No,,0
01010208880101014801,010102088801010148,3,2,1,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,148,1,3. Both livestock and crop production,á‹°áŒ‰áˆ³,3. MILLET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01010208880101014801,010102088801010148,4,1,1,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,148,1,3. Both livestock and crop production,áŒ¤á,7. TEFF,0,,,0,,,0,,,3,1,3,2,7,2,2,3,7,6,3,3,8,,,,,0,,0,,0,,3. No,,0
01010208880101016101,010102088801010161,1,2,1,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,161,1,3. Both livestock and crop production,á‰ á‰†áˆŽ,2. MAIZE,0,,,0,,,0,,,1,1,2,2,8,,,,,,,,,,,,,0,,0,,0,,3. No,,0
01010208880101016101,010102088801010161,1,3,1,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,161,1,3. Both livestock and crop production,á‹³áŒ‰áˆ³,3. MILLET,0,,,0,,,0,,,2,1,3,3,8,2,2,2,4,,,,,,,,,0,,0,,0,,3. No,,0
01010208880101016101,010102088801010161,1,4,1,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,161,1,3. Both livestock and crop production,á‰ áˆ­á‰ áˆ¬,38. RED PEPPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01010208880101016101,010102088801010161,2,1,1,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,161,1,3. Both livestock and crop production,áŒ¤á,7. TEFF,0,,,0,,,0,,,2,1,1,3,9,2,1,2,6,,,,,,,,,0,,0,,0,,3. No,,0
01010208880101017301,010102088801010173,1,2,1,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,173,1,3. Both livestock and crop production,á‰ á‰†áˆŽ,2. MAIZE,0,,,0,,,0,,,2,1,3,4,10,2,4,3,9,,,,,,,,,0,,0,,0,,3. No,,0
01010208880101017301,010102088801010173,1,3,1,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,173,1,3. Both livestock and crop production,á‰ áˆ­á‰ áˆ¬,38. RED PEPPER,0,,,0,,,0,,,1,3,2,3,4,,,,,,,,,,,,,0,,0,,0,,3. No,,0
01010208880101017301,010102088801010173,1,4,1,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,173,1,3. Both livestock and crop production,áŠáŒ­ áˆ½áŠ•áŒ‰áˆ¨á‰µ,55. GARLIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01010208880101017301,010102088801010173,2,1,1,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,173,1,3. Both livestock and crop production,áŒ¤á,7. TEFF,0,,,0,,,0,,,2,1,2,3,8,2,2,3,8,,,,,,,,,0,,0,,0,,3. No,,0
01010208880101017301,010102088801010173,3,1,1,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,173,1,3. Both livestock and crop production,á‹³áŒ‰áˆ³,3. MILLET,0,,,0,,,0,,,2,1,2,3,10,2,2,3,10,,,,,,,,,0,,0,,0,,3. No,,0
01010208880101017301,010102088801010173,4,1,1,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,173,1,3. Both livestock and crop production,á‰ á‰†áˆŽ,2. MAIZE,0,,,0,,,0,,,3,1,2,3,10,2,2,2,10,3,2,3,10,,,,,0,,0,,0,,3. No,,0
01010208880101017301,010102088801010173,5,1,1,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,173,1,3. Both livestock and crop production,á‹³áŒ‰áˆ³,3. MILLET,0,,,0,,,0,,,1,1,1,2,8,,,,,,,,,,,,,0,,0,,0,,3. No,,0
01010208880101017301,010102088801010173,5,2,1,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,173,1,3. Both livestock and crop production,áŠáŒ­ áˆ¸áŒ‰áˆ­á‰µ,55. GARLIC,0,,,0,,,0,,,1,1,1,1,10,,,,,,,,,,,,,0,,0,,0,,3. No,,0
01010308880070900801,010103088800709008,1,2,1,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,8,1,3. Both livestock and crop production,bekolo,2. MAIZE,0,,,0,,,0,,,2,1,4,2,6,2,3,2,6,,,,,,,,,0,,0,,0,,3. No,,0
01010308880070900801,010103088800709008,1,3,1,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,8,1,3. Both livestock and crop production,tef,7. TEFF,0,,,0,,,0,,,2,1,3,1,7,2,3,1,8,,,,,,,,,1,1,0,,0,,3. No,,140
01010308880070900801,010103088800709008,1,4,1,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,8,1,3. Both livestock and crop production,bakela,13. HORSE BEANS,0,,,0,,,0,,,2,1,1,1,6,2,2,1,6,,,,,,,,,0,,0,,0,,3. No,,0
01010308880070900801,010103088800709008,1,5,1,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,8,1,3. Both livestock and crop production,tef,7. TEFF,0,,,0,,,0,,,2,1,3,1,8,2,3,1,7,,,,,,,,,1,1,0,,0,,3. No,,120
01010308880070900801,010103088800709008,2,1,1,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,8,1,3. Both livestock and crop production,tef,7. TEFF,0,,,0,,,0,,,2,1,3,2,6,2,3,1,8,,,,,,,,,1,1,0,,0,,3. No,,80
01010308880070900801,010103088800709008,3,1,1,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,8,1,3. Both livestock and crop production,tef,7. TEFF,0,,,0,,,0,,,2,1,3,2,6,2,3,1,7,,,,,,,,,1,1,0,,0,,3. No,,70
01010308880070900801,010103088800709008,4,1,1,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,8,1,3. Both livestock and crop production,bekolo,2. MAIZE,0,,,0,,,0,,,2,1,3,2,6,2,3,2,6,,,,,,,,,0,,0,,0,,3. No,,0
01010308880070901601,010103088800709016,1,2,1,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,16,1,3. Both livestock and crop production,bekolo,2. MAIZE,0,,,0,,,0,,,2,1,3,2,6,2,3,2,7,,,,,,,,,0,,0,,0,,3. No,,0
01010308880070901601,010103088800709016,1,3,1,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,16,1,3. Both livestock and crop production,gesho,75. GESHO,0,,,0,,,0,,,2,1,3,1,6,2,3,1,6,,,,,,,,,0,,0,,0,,3. No,,0
01010308880070901601,010103088800709016,2,1,1,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,16,1,3. Both livestock and crop production,tef,7. TEFF,0,,,0,,,0,,,2,1,2,3,10,2,2,3,7,,,,,,,,,0,,0,,0,,3. No,,150
