household_id,assistance_cd,ea_id,saq14,pw_w4,saq01,saq02,saq03,saq04,saq05,saq06,saq07,saq08,s14q01,s14q01_os,s14q02a,s14q02b_1,s14q02b_2,s14q02b_3,s14q02b_os,s14q03,s14q04_1,s14q04_2,s14q04_os,s14q05,s14q06,s14q07,s14q08_1,s14q08_2,s14q08_3
010101088800910054,2. Free food ,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,54,2. NO,,,,,,,,,,,,,,,,
010101088800910054,3. Other non food assistance,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,54,2. NO,,,,,,,,,,,,,,,,
010101088800910062,1. Direct support through PSNP ,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,62,2. NO,,,,,,,,,,,,,,,,
010101088800910062,2. Free food ,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,62,2. NO,,,,,,,,,,,,,,,,
010101088800910062,3. Other non food assistance,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,62,2. NO,,,,,,,,,,,,,,,,
010101088800910070,1. Direct support through PSNP ,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,70,2. NO,,,,,,,,,,,,,,,,
010101088800910070,2. Free food ,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,70,2. NO,,,,,,,,,,,,,,,,
010101088800910070,3. Other non food assistance,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,70,1. YES,,áˆ˜áŠ•áŒáˆµá‰µ,1. GOVERNMENT,,,,500,1. CASH,,,,500,2. TO A PERSON,2,,
010101088800910082,1. Direct support through PSNP ,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,82,2. NO,,,,,,,,,,,,,,,,
010101088800910082,2. Free food ,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,82,2. NO,,,,,,,,,,,,,,,,
010101088800910082,3. Other non food assistance,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,82,2. NO,,,,,,,,,,,,,,,,
010101088800910093,1. Direct support through PSNP ,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,93,2. NO,,,,,,,,,,,,,,,,
010101088800910093,2. Free food ,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,93,2. NO,,,,,,,,,,,,,,,,
010101088800910093,3. Other non food assistance,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,93,2. NO,,,,,,,,,,,,,,,,
010102088801010034,1. Direct support through PSNP ,010102088801010,1. RURAL,4968.359214830971,1. TIGRAY,01,02,8,88,010,10,34,2. NO,,,,,,,,,,,,,,,,
010102088801010034,2. Free food ,010102088801010,1. RURAL,4968.359214830971,1. TIGRAY,01,02,8,88,010,10,34,2. NO,,,,,,,,,,,,,,,,
010102088801010034,3. Other non food assistance,010102088801010,1. RURAL,4968.359214830971,1. TIGRAY,01,02,8,88,010,10,34,2. NO,,,,,,,,,,,,,,,,
010102088801010035,1. Direct support through PSNP ,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,35,2. NO,,,,,,,,,,,,,,,,
010102088801010035,2. Free food ,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,35,2. NO,,,,,,,,,,,,,,,,
010102088801010035,3. Other non food assistance,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,35,2. NO,,,,,,,,,,,,,,,,
010102088801010048,1. Direct support through PSNP ,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,48,2. NO,,,,,,,,,,,,,,,,
010102088801010048,2. Free food ,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,48,2. NO,,,,,,,,,,,,,,,,
010102088801010048,3. Other non food assistance,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,48,2. NO,,,,,,,,,,,,,,,,
010102088801010068,1. Direct support through PSNP ,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,68,2. NO,,,,,,,,,,,,,,,,
010102088801010068,2. Free food ,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,68,2. NO,,,,,,,,,,,,,,,,
010102088801010068,3. Other non food assistance,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,68,2. NO,,,,,,,,,,,,,,,,
010102088801010090,1. Direct support through PSNP ,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,90,2. NO,,,,,,,,,,,,,,,,
010102088801010090,2. Free food ,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,90,2. NO,,,,,,,,,,,,,,,,
010102088801010090,3. Other non food assistance,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,90,2. NO,,,,,,,,,,,,,,,,
010102088801010104,1. Direct support through PSNP ,010102088801010,1. RURAL,4968.359214830971,1. TIGRAY,01,02,8,88,010,10,104,2. NO,,,,,,,,,,,,,,,,
010102088801010104,2. Free food ,010102088801010,1. RURAL,4968.359214830971,1. TIGRAY,01,02,8,88,010,10,104,,,,,,,,,,,,,,,,,
010102088801010104,3. Other non food assistance,010102088801010,1. RURAL,4968.359214830971,1. TIGRAY,01,02,8,88,010,10,104,2. NO,,,,,,,,,,,,,,,,
010102088801010113,1. Direct support through PSNP ,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,113,2. NO,,,,,,,,,,,,,,,,
010102088801010113,2. Free food ,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,113,2. NO,,,,,,,,,,,,,,,,
010102088801010113,3. Other non food assistance,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,113,2. NO,,,,,,,,,,,,,,,,
010102088801010136,1. Direct support through PSNP ,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,136,2. NO,,,,,,,,,,,,,,,,
010102088801010136,2. Free food ,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,136,2. NO,,,,,,,,,,,,,,,,
010102088801010136,3. Other non food assistance,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,136,2. NO,,,,,,,,,,,,,,,,
010102088801010148,1. Direct support through PSNP ,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,148,2. NO,,,,,,,,,,,,,,,,
010102088801010148,2. Free food ,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,148,2. NO,,,,,,,,,,,,,,,,
010102088801010148,3. Other non food assistance,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,148,2. NO,,,,,,,,,,,,,,,,
010102088801010161,1. Direct support through PSNP ,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,161,2. NO,,,,,,,,,,,,,,,,
010102088801010161,2. Free food ,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,161,2. NO,,,,,,,,,,,,,,,,
010102088801010161,3. Other non food assistance,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,161,2. NO,,,,,,,,,,,,,,,,
010102088801010173,1. Direct support through PSNP ,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,173,2. NO,,,,,,,,,,,,,,,,
010102088801010173,2. Free food ,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,173,2. NO,,,,,,,,,,,,,,,,
010102088801010173,3. Other non food assistance,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,173,2. NO,,,,,,,,,,,,,,,,
010103088800709008,1. Direct support through PSNP ,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,8,2. NO,,,,,,,,,,,,,,,,
010103088800709008,2. Free food ,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,8,2. NO,,,,,,,,,,,,,,,,
010103088800709008,3. Other non food assistance,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,8,2. NO,,,,,,,,,,,,,,,,
010103088800709016,1. Direct support through PSNP ,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,16,2. NO,,,,,,,,,,,,,,,,
010103088800709016,2. Free food ,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,16,2. NO,,,,,,,,,,,,,,,,
010103088800709016,3. Other non food assistance,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,16,2. NO,,,,,,,,,,,,,,,,
010103088800709024,1. Direct support through PSNP ,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,24,2. NO,,,,,,,,,,,,,,,,
010103088800709024,2. Free food ,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,24,2. NO,,,,,,,,,,,,,,,,
010103088800709024,3. Other non food assistance,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,24,2. NO,,,,,,,,,,,,,,,,
010103088800709032,1. Direct support through PSNP ,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,32,2. NO,,,,,,,,,,,,,,,,
010103088800709032,2. Free food ,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,32,2. NO,,,,,,,,,,,,,,,,
010103088800709032,3. Other non food assistance,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,32,2. NO,,,,,,,,,,,,,,,,
010103088800709040,1. Direct support through PSNP ,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,40,2. NO,,,,,,,,,,,,,,,,
010103088800709040,2. Free food ,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,40,2. NO,,,,,,,,,,,,,,,,
010103088800709040,3. Other non food assistance,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,40,2. NO,,,,,,,,,,,,,,,,
010103088800709048,1. Direct support through PSNP ,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,48,1. YES,,,,,,,3000,1. CASH,,,0,0,2. TO A PERSON,1,2,
010103088800709048,2. Free food ,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,48,2. NO,,,,,,,,,,,,,,,,
010103088800709048,3. Other non food assistance,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,48,2. NO,,,,,,,,,,,,,,,,
010103088800709056,1. Direct support through PSNP ,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,56,2. NO,,,,,,,,,,,,,,,,
010103088800709056,2. Free food ,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,56,2. NO,,,,,,,,,,,,,,,,
010103088800709056,3. Other non food assistance,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,56,2. NO,,,,,,,,,,,,,,,,
010103088800709064,1. Direct support through PSNP ,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,64,2. NO,,,,,,,,,,,,,,,,
010103088800709064,2. Free food ,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,64,2. NO,,,,,,,,,,,,,,,,
010103088800709064,3. Other non food assistance,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,64,2. NO,,,,,,,,,,,,,,,,
010103088800709072,1. Direct support through PSNP ,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,72,2. NO,,,,,,,,,,,,,,,,
010103088800709072,2. Free food ,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,72,2. NO,,,,,,,,,,,,,,,,
010103088800709072,3. Other non food assistance,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,72,2. NO,,,,,,,,,,,,,,,,
010103088800709080,1. Direct support through PSNP ,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,80,2. NO,,,,,,,,,,,,,,,,
010103088800709080,2. Free food ,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,80,2. NO,,,,,,,,,,,,,,,,
010103088800709080,3. Other non food assistance,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,80,2. NO,,,,,,,,,,,,,,,,
010104010100101012,1. Direct support through PSNP ,010104010100101,2. URBAN,2407.01259885465,1. TIGRAY,01,04,1,1,001,01,12,2. NO,,,,,,,,,,,,,,,,
010104010100101012,2. Free food ,010104010100101,2. URBAN,2407.01259885465,1. TIGRAY,01,04,1,1,001,01,12,,,,,,,,,,,,,,,,,
010104010100101012,3. Other non food assistance,010104010100101,2. URBAN,2407.01259885465,1. TIGRAY,01,04,1,1,001,01,12,2. NO,,,,,,,,,,,,,,,,
010104010100101028,1. Direct support through PSNP ,010104010100101,2. URBAN,2407.01259885465,1. TIGRAY,01,04,1,1,001,01,28,2. NO,,,,,,,,,,,,,,,,
010104010100101028,2. Free food ,010104010100101,2. URBAN,2407.01259885465,1. TIGRAY,01,04,1,1,001,01,28,2. NO,,,,,,,,,,,,,,,,
010104010100101028,3. Other non food assistance,010104010100101,2. URBAN,2407.01259885465,1. TIGRAY,01,04,1,1,001,01,28,2. NO,,,,,,,,,,,,,,,,
010104010100101044,1. Direct support through PSNP ,010104010100101,2. URBAN,2407.01259885465,1. TIGRAY,01,04,1,1,001,01,44,2. NO,,,,,,,,,,,,,,,,
010104010100101044,2. Free food ,010104010100101,2. URBAN,2407.01259885465,1. TIGRAY,01,04,1,1,001,01,44,2. NO,,,,,,,,,,,,,,,,
010104010100101044,3. Other non food assistance,010104010100101,2. URBAN,2407.01259885465,1. TIGRAY,01,04,1,1,001,01,44,2. NO,,,,,,,,,,,,,,,,
010104010100101060,1. Direct support through PSNP ,010104010100101,2. URBAN,2407.01259885465,1. TIGRAY,01,04,1,1,001,01,60,2. NO,,,,,,,,,,,,,,,,
010104010100101060,2. Free food ,010104010100101,2. URBAN,2407.01259885465,1. TIGRAY,01,04,1,1,001,01,60,2. NO,,,,,,,,,,,,,,,,
010104010100101060,3. Other non food assistance,010104010100101,2. URBAN,2407.01259885465,1. TIGRAY,01,04,1,1,001,01,60,2. NO,,,,,,,,,,,,,,,,
010104010100101076,1. Direct support through PSNP ,010104010100101,2. URBAN,2407.01259885465,1. TIGRAY,01,04,1,1,001,01,76,2. NO,,,,,,,,,,,,,,,,
010104010100101076,2. Free food ,010104010100101,2. URBAN,2407.01259885465,1. TIGRAY,01,04,1,1,001,01,76,2. NO,,,,,,,,,,,,,,,,
010104010100101076,3. Other non food assistance,010104010100101,2. URBAN,2407.01259885465,1. TIGRAY,01,04,1,1,001,01,76,2. NO,,,,,,,,,,,,,,,,
010104010100101092,1. Direct support through PSNP ,010104010100101,2. URBAN,2407.01259885465,1. TIGRAY,01,04,1,1,001,01,92,2. NO,,,,,,,,,,,,,,,,
010104010100101092,2. Free food ,010104010100101,2. URBAN,2407.01259885465,1. TIGRAY,01,04,1,1,001,01,92,2. NO,,,,,,,,,,,,,,,,
010104010100101092,3. Other non food assistance,010104010100101,2. URBAN,2407.01259885465,1. TIGRAY,01,04,1,1,001,01,92,2. NO,,,,,,,,,,,,,,,,
010104010100101108,1. Direct support through PSNP ,010104010100101,2. URBAN,2407.01259885465,1. TIGRAY,01,04,1,1,001,01,108,2. NO,,,,,,,,,,,,,,,,
010104010100101108,2. Free food ,010104010100101,2. URBAN,2407.01259885465,1. TIGRAY,01,04,1,1,001,01,108,2. NO,,,,,,,,,,,,,,,,
010104010100101108,3. Other non food assistance,010104010100101,2. URBAN,2407.01259885465,1. TIGRAY,01,04,1,1,001,01,108,2. NO,,,,,,,,,,,,,,,,
010104010100101124,1. Direct support through PSNP ,010104010100101,2. URBAN,2407.01259885465,1. TIGRAY,01,04,1,1,001,01,124,2. NO,,,,,,,,,,,,,,,,
010104010100101124,2. Free food ,010104010100101,2. URBAN,2407.01259885465,1. TIGRAY,01,04,1,1,001,01,124,2. NO,,,,,,,,,,,,,,,,
010104010100101124,3. Other non food assistance,010104010100101,2. URBAN,2407.01259885465,1. TIGRAY,01,04,1,1,001,01,124,2. NO,,,,,,,,,,,,,,,,
010104010100101140,1. Direct support through PSNP ,010104010100101,2. URBAN,2407.01259885465,1. TIGRAY,01,04,1,1,001,01,140,2. NO,,,,,,,,,,,,,,,,
010104010100101140,2. Free food ,010104010100101,2. URBAN,2407.01259885465,1. TIGRAY,01,04,1,1,001,01,140,2. NO,,,,,,,,,,,,,,,,
010104010100101140,3. Other non food assistance,010104010100101,2. URBAN,2407.01259885465,1. TIGRAY,01,04,1,1,001,01,140,2. NO,,,,,,,,,,,,,,,,
010104010100101156,1. Direct support through PSNP ,010104010100101,2. URBAN,2407.01259885465,1. TIGRAY,01,04,1,1,001,01,156,2. NO,,,,,,,,,,,,,,,,
010104010100101156,2. Free food ,010104010100101,2. URBAN,2407.01259885465,1. TIGRAY,01,04,1,1,001,01,156,2. NO,,,,,,,,,,,,,,,,
010104010100101156,3. Other non food assistance,010104010100101,2. URBAN,2407.01259885465,1. TIGRAY,01,04,1,1,001,01,156,2. NO,,,,,,,,,,,,,,,,
010104010100101172,1. Direct support through PSNP ,010104010100101,2. URBAN,2407.01259885465,1. TIGRAY,01,04,1,1,001,01,172,2. NO,,,,,,,,,,,,,,,,
010104010100101172,2. Free food ,010104010100101,2. URBAN,2407.01259885465,1. TIGRAY,01,04,1,1,001,01,172,2. NO,,,,,,,,,,,,,,,,
010104010100101172,3. Other non food assistance,010104010100101,2. URBAN,2407.01259885465,1. TIGRAY,01,04,1,1,001,01,172,2. NO,,,,,,,,,,,,,,,,
010104010100101188,1. Direct support through PSNP ,010104010100101,2. URBAN,2407.01259885465,1. TIGRAY,01,04,1,1,001,01,188,2. NO,,,,,,,,,,,,,,,,
010104010100101188,2. Free food ,010104010100101,2. URBAN,2407.01259885465,1. TIGRAY,01,04,1,1,001,01,188,2. NO,,,,,,,,,,,,,,,,
010104010100101188,3. Other non food assistance,010104010100101,2. URBAN,2407.01259885465,1. TIGRAY,01,04,1,1,001,01,188,2. NO,,,,,,,,,,,,,,,,
010104010100101204,1. Direct support through PSNP ,010104010100101,2. URBAN,2407.01259885465,1. TIGRAY,01,04,1,1,001,01,204,2. NO,,,,,,,,,,,,,,,,
010104010100101204,2. Free food ,010104010100101,2. URBAN,2407.01259885465,1. TIGRAY,01,04,1,1,001,01,204,2. NO,,,,,,,,,,,,,,,,
010104010100101204,3. Other non food assistance,010104010100101,2. URBAN,2407.01259885465,1. TIGRAY,01,04,1,1,001,01,204,2. NO,,,,,,,,,,,,,,,,
010104010100101220,1. Direct support through PSNP ,010104010100101,2. URBAN,2407.01259885465,1. TIGRAY,01,04,1,1,001,01,220,2. NO,,,,,,,,,,,,,,,,
010104010100101220,2. Free food ,010104010100101,2. URBAN,2407.01259885465,1. TIGRAY,01,04,1,1,001,01,220,2. NO,,,,,,,,,,,,,,,,
010104010100101220,3. Other non food assistance,010104010100101,2. URBAN,2407.01259885465,1. TIGRAY,01,04,1,1,001,01,220,2. NO,,,,,,,,,,,,,,,,
010104010100101236,1. Direct support through PSNP ,010104010100101,2. URBAN,2407.01259885465,1. TIGRAY,01,04,1,1,001,01,236,2. NO,,,,,,,,,,,,,,,,
010104010100101236,2. Free food ,010104010100101,2. URBAN,2407.01259885465,1. TIGRAY,01,04,1,1,001,01,236,2. NO,,,,,,,,,,,,,,,,
010104010100101236,3. Other non food assistance,010104010100101,2. URBAN,2407.01259885465,1. TIGRAY,01,04,1,1,001,01,236,2. NO,,,,,,,,,,,,,,,,
010104088800405010,1. Direct support through PSNP ,010104088800405,1. RURAL,1548.398081334724,1. TIGRAY,01,04,8,88,004,05,10,2. NO,,,,,,,,,,,,,,,,
010104088800405010,2. Free food ,010104088800405,1. RURAL,1548.398081334724,1. TIGRAY,01,04,8,88,004,05,10,2. NO,,,,,,,,,,,,,,,,
010104088800405010,3. Other non food assistance,010104088800405,1. RURAL,1548.398081334724,1. TIGRAY,01,04,8,88,004,05,10,2. NO,,,,,,,,,,,,,,,,
010104088800405019,1. Direct support through PSNP ,010104088800405,1. RURAL,1548.398081334724,1. TIGRAY,01,04,8,88,004,05,19,2. NO,,,,,,,,,,,,,,,,
010104088800405019,2. Free food ,010104088800405,1. RURAL,1548.398081334724,1. TIGRAY,01,04,8,88,004,05,19,2. NO,,,,,,,,,,,,,,,,
010104088800405019,3. Other non food assistance,010104088800405,1. RURAL,1548.398081334724,1. TIGRAY,01,04,8,88,004,05,19,2. NO,,,,,,,,,,,,,,,,
010104088800405028,1. Direct support through PSNP ,010104088800405,1. RURAL,1548.398081334724,1. TIGRAY,01,04,8,88,004,05,28,2. NO,,,,,,,,,,,,,,,,
010104088800405028,2. Free food ,010104088800405,1. RURAL,1548.398081334724,1. TIGRAY,01,04,8,88,004,05,28,2. NO,,,,,,,,,,,,,,,,
010104088800405028,3. Other non food assistance,010104088800405,1. RURAL,1548.398081334724,1. TIGRAY,01,04,8,88,004,05,28,2. NO,,,,,,,,,,,,,,,,
010104088800405030,1. Direct support through PSNP ,010104088800405,1. RURAL,5014.698331595412,1. TIGRAY,01,04,8,88,004,05,30,2. NO,,,,,,,,,,,,,,,,
010104088800405030,2. Free food ,010104088800405,1. RURAL,5014.698331595412,1. TIGRAY,01,04,8,88,004,05,30,2. NO,,,,,,,,,,,,,,,,
010104088800405030,3. Other non food assistance,010104088800405,1. RURAL,5014.698331595412,1. TIGRAY,01,04,8,88,004,05,30,2. NO,,,,,,,,,,,,,,,,
010104088800405043,1. Direct support through PSNP ,010104088800405,1. RURAL,1548.398081334724,1. TIGRAY,01,04,8,88,004,05,43,2. NO,,,,,,,,,,,,,,,,
010104088800405043,2. Free food ,010104088800405,1. RURAL,1548.398081334724,1. TIGRAY,01,04,8,88,004,05,43,2. NO,,,,,,,,,,,,,,,,
010104088800405043,3. Other non food assistance,010104088800405,1. RURAL,1548.398081334724,1. TIGRAY,01,04,8,88,004,05,43,2. NO,,,,,,,,,,,,,,,,
010104088800405056,1. Direct support through PSNP ,010104088800405,1. RURAL,1548.398081334724,1. TIGRAY,01,04,8,88,004,05,56,2. NO,,,,,,,,,,,,,,,,
010104088800405056,2. Free food ,010104088800405,1. RURAL,1548.398081334724,1. TIGRAY,01,04,8,88,004,05,56,2. NO,,,,,,,,,,,,,,,,
010104088800405056,3. Other non food assistance,010104088800405,1. RURAL,1548.398081334724,1. TIGRAY,01,04,8,88,004,05,56,2. NO,,,,,,,,,,,,,,,,
010104088800405069,1. Direct support through PSNP ,010104088800405,1. RURAL,1548.398081334724,1. TIGRAY,01,04,8,88,004,05,69,2. NO,,,,,,,,,,,,,,,,
010104088800405069,2. Free food ,010104088800405,1. RURAL,1548.398081334724,1. TIGRAY,01,04,8,88,004,05,69,2. NO,,,,,,,,,,,,,,,,
010104088800405069,3. Other non food assistance,010104088800405,1. RURAL,1548.398081334724,1. TIGRAY,01,04,8,88,004,05,69,2. NO,,,,,,,,,,,,,,,,
010104088800405080,1. Direct support through PSNP ,010104088800405,1. RURAL,1548.398081334724,1. TIGRAY,01,04,8,88,004,05,80,2. NO,,,,,,,,,,,,,,,,
010104088800405080,2. Free food ,010104088800405,1. RURAL,1548.398081334724,1. TIGRAY,01,04,8,88,004,05,80,2. NO,,,,,,,,,,,,,,,,
010104088800405080,3. Other non food assistance,010104088800405,1. RURAL,1548.398081334724,1. TIGRAY,01,04,8,88,004,05,80,2. NO,,,,,,,,,,,,,,,,
