household_id,Age_Group,ea_id,saq14,pw_w4,saq01,saq02,saq03,saq04,saq05,saq06,saq07,saq08,s6bq04,s6bq05
010105088802215146,1. Children 0-5 years,010105088802215,1. RURAL,3111.083052503052,1. TIGRAY,01,05,8,88,022,15,146,0,
010105088802215146,2. Children 6-15 years,010105088802215,1. RURAL,3111.083052503052,1. TIGRAY,01,05,8,88,022,15,146,0,
010105088802215146,3. Adults 16-65 years,010105088802215,1. RURAL,3111.083052503052,1. TIGRAY,01,05,8,88,022,15,146,4,2
010105088802215146,4. People over 65 years old,010105088802215,1. RURAL,3111.083052503052,1. TIGRAY,01,05,8,88,022,15,146,1,1
010105088802215167,1. Children 0-5 years,010105088802215,1. RURAL,3111.083052503052,1. TIGRAY,01,05,8,88,022,15,167,0,
010105088802215167,2. Children 6-15 years,010105088802215,1. RURAL,3111.083052503052,1. TIGRAY,01,05,8,88,022,15,167,0,
010105088802215167,3. Adults 16-65 years,010105088802215,1. RURAL,3111.083052503052,1. TIGRAY,01,05,8,88,022,15,167,2,1
010105088802215167,4. People over 65 years old,010105088802215,1. RURAL,3111.083052503052,1. TIGRAY,01,05,8,88,022,15,167,1,1
010106088801204010,1. Children 0-5 years,010106088801204,1. RURAL,3321.888954703833,1. TIGRAY,01,06,8,88,012,04,10,0,
010106088801204010,2. Children 6-15 years,010106088801204,1. RURAL,3321.888954703833,1. TIGRAY,01,06,8,88,012,04,10,0,
010106088801204010,3. Adults 16-65 years,010106088801204,1. RURAL,3321.888954703833,1. TIGRAY,01,06,8,88,012,04,10,1,1
010106088801204010,4. People over 65 years old,010106088801204,1. RURAL,3321.888954703833,1. TIGRAY,01,06,8,88,012,04,10,0,
010106088801204060,1. Children 0-5 years,010106088801204,1. RURAL,3321.888954703833,1. TIGRAY,01,06,8,88,012,04,60,0,
010106088801204060,2. Children 6-15 years,010106088801204,1. RURAL,3321.888954703833,1. TIGRAY,01,06,8,88,012,04,60,0,
010106088801204060,3. Adults 16-65 years,010106088801204,1. RURAL,3321.888954703833,1. TIGRAY,01,06,8,88,012,04,60,0,
010106088801204060,4. People over 65 years old,010106088801204,1. RURAL,3321.888954703833,1. TIGRAY,01,06,8,88,012,04,60,0,
010107010100213002,1. Children 0-5 years,010107010100213,2. URBAN,1490.528251663642,1. TIGRAY,01,07,1,1,002,13,2,0,
010107010100213002,2. Children 6-15 years,010107010100213,2. URBAN,1490.528251663642,1. TIGRAY,01,07,1,1,002,13,2,0,
010107010100213002,3. Adults 16-65 years,010107010100213,2. URBAN,1490.528251663642,1. TIGRAY,01,07,1,1,002,13,2,0,
010107010100213002,4. People over 65 years old,010107010100213,2. URBAN,1490.528251663642,1. TIGRAY,01,07,1,1,002,13,2,0,
010107010100213010,1. Children 0-5 years,010107010100213,2. URBAN,1490.528251663642,1. TIGRAY,01,07,1,1,002,13,10,3,3
010107010100213010,2. Children 6-15 years,010107010100213,2. URBAN,1490.528251663642,1. TIGRAY,01,07,1,1,002,13,10,0,
010107010100213010,3. Adults 16-65 years,010107010100213,2. URBAN,1490.528251663642,1. TIGRAY,01,07,1,1,002,13,10,2,3
010107010100213010,4. People over 65 years old,010107010100213,2. URBAN,1490.528251663642,1. TIGRAY,01,07,1,1,002,13,10,2,3
010107010100213050,1. Children 0-5 years,010107010100213,2. URBAN,1490.528251663642,1. TIGRAY,01,07,1,1,002,13,50,0,
010107010100213050,2. Children 6-15 years,010107010100213,2. URBAN,1490.528251663642,1. TIGRAY,01,07,1,1,002,13,50,0,
010107010100213050,3. Adults 16-65 years,010107010100213,2. URBAN,1490.528251663642,1. TIGRAY,01,07,1,1,002,13,50,0,
010107010100213050,4. People over 65 years old,010107010100213,2. URBAN,1490.528251663642,1. TIGRAY,01,07,1,1,002,13,50,0,
010107010100213066,1. Children 0-5 years,010107010100213,2. URBAN,1490.528251663642,1. TIGRAY,01,07,1,1,002,13,66,0,
010107010100213066,2. Children 6-15 years,010107010100213,2. URBAN,1490.528251663642,1. TIGRAY,01,07,1,1,002,13,66,0,
010107010100213066,3. Adults 16-65 years,010107010100213,2. URBAN,1490.528251663642,1. TIGRAY,01,07,1,1,002,13,66,0,
010107010100213066,4. People over 65 years old,010107010100213,2. URBAN,1490.528251663642,1. TIGRAY,01,07,1,1,002,13,66,0,
010107010100213074,1. Children 0-5 years,010107010100213,2. URBAN,1490.528251663642,1. TIGRAY,01,07,1,1,002,13,74,3,4
010107010100213074,2. Children 6-15 years,010107010100213,2. URBAN,1490.528251663642,1. TIGRAY,01,07,1,1,002,13,74,3,3
010107010100213074,3. Adults 16-65 years,010107010100213,2. URBAN,1490.528251663642,1. TIGRAY,01,07,1,1,002,13,74,0,
010107010100213074,4. People over 65 years old,010107010100213,2. URBAN,1490.528251663642,1. TIGRAY,01,07,1,1,002,13,74,0,
010107010100213082,1. Children 0-5 years,010107010100213,2. URBAN,1490.528251663642,1. TIGRAY,01,07,1,1,002,13,82,3,2
010107010100213082,2. Children 6-15 years,010107010100213,2. URBAN,1490.528251663642,1. TIGRAY,01,07,1,1,002,13,82,0,
010107010100213082,3. Adults 16-65 years,010107010100213,2. URBAN,1490.528251663642,1. TIGRAY,01,07,1,1,002,13,82,0,
010107010100213082,4. People over 65 years old,010107010100213,2. URBAN,1490.528251663642,1. TIGRAY,01,07,1,1,002,13,82,0,
010108010100218143,1. Children 0-5 years,010108010100218,2. URBAN,1330.009824561403,1. TIGRAY,01,08,1,1,002,18,143,1,3
010108010100218143,2. Children 6-15 years,010108010100218,2. URBAN,1330.009824561403,1. TIGRAY,01,08,1,1,002,18,143,0,
010108010100218143,3. Adults 16-65 years,010108010100218,2. URBAN,1330.009824561403,1. TIGRAY,01,08,1,1,002,18,143,0,
010108010100218143,4. People over 65 years old,010108010100218,2. URBAN,1330.009824561403,1. TIGRAY,01,08,1,1,002,18,143,0,
010201088801806037,1. Children 0-5 years,010201088801806,1. RURAL,1751.077547169811,1. TIGRAY,02,01,8,88,018,06,37,0,
010201088801806037,2. Children 6-15 years,010201088801806,1. RURAL,1751.077547169811,1. TIGRAY,02,01,8,88,018,06,37,0,
010201088801806037,3. Adults 16-65 years,010201088801806,1. RURAL,1751.077547169811,1. TIGRAY,02,01,8,88,018,06,37,3,9
010201088801806037,4. People over 65 years old,010201088801806,1. RURAL,1751.077547169811,1. TIGRAY,02,01,8,88,018,06,37,0,
010202088801509076,1. Children 0-5 years,010202088801509,1. RURAL,2483.181944922548,1. TIGRAY,02,02,8,88,015,09,76,0,
010202088801509076,2. Children 6-15 years,010202088801509,1. RURAL,2483.181944922548,1. TIGRAY,02,02,8,88,015,09,76,1,3
010202088801509076,3. Adults 16-65 years,010202088801509,1. RURAL,2483.181944922548,1. TIGRAY,02,02,8,88,015,09,76,0,
010202088801509076,4. People over 65 years old,010202088801509,1. RURAL,2483.181944922548,1. TIGRAY,02,02,8,88,015,09,76,0,
010203020100103005,1. Children 0-5 years,010203020100103,2. URBAN,1338.407676650189,1. TIGRAY,02,03,2,1,001,03,5,0,
010203020100103005,2. Children 6-15 years,010203020100103,2. URBAN,1338.407676650189,1. TIGRAY,02,03,2,1,001,03,5,0,
010203020100103005,3. Adults 16-65 years,010203020100103,2. URBAN,1338.407676650189,1. TIGRAY,02,03,2,1,001,03,5,2,4
010203020100103005,4. People over 65 years old,010203020100103,2. URBAN,1338.407676650189,1. TIGRAY,02,03,2,1,001,03,5,0,
010203020100103027,1. Children 0-5 years,010203020100103,2. URBAN,1338.407676650189,1. TIGRAY,02,03,2,1,001,03,27,0,
010203020100103027,2. Children 6-15 years,010203020100103,2. URBAN,1338.407676650189,1. TIGRAY,02,03,2,1,001,03,27,0,
010203020100103027,3. Adults 16-65 years,010203020100103,2. URBAN,1338.407676650189,1. TIGRAY,02,03,2,1,001,03,27,3,6
010203020100103027,4. People over 65 years old,010203020100103,2. URBAN,1338.407676650189,1. TIGRAY,02,03,2,1,001,03,27,0,
010203020100103049,1. Children 0-5 years,010203020100103,2. URBAN,1338.407676650189,1. TIGRAY,02,03,2,1,001,03,49,0,
010203020100103049,2. Children 6-15 years,010203020100103,2. URBAN,1338.407676650189,1. TIGRAY,02,03,2,1,001,03,49,0,
010203020100103049,3. Adults 16-65 years,010203020100103,2. URBAN,1338.407676650189,1. TIGRAY,02,03,2,1,001,03,49,2,4
010203020100103049,4. People over 65 years old,010203020100103,2. URBAN,1338.407676650189,1. TIGRAY,02,03,2,1,001,03,49,0,
010203020100103093,1. Children 0-5 years,010203020100103,2. URBAN,1338.407676650189,1. TIGRAY,02,03,2,1,001,03,93,0,
010203020100103093,2. Children 6-15 years,010203020100103,2. URBAN,1338.407676650189,1. TIGRAY,02,03,2,1,001,03,93,0,
010203020100103093,3. Adults 16-65 years,010203020100103,2. URBAN,1338.407676650189,1. TIGRAY,02,03,2,1,001,03,93,3,6
010203020100103093,4. People over 65 years old,010203020100103,2. URBAN,1338.407676650189,1. TIGRAY,02,03,2,1,001,03,93,0,
010203020100103137,1. Children 0-5 years,010203020100103,2. URBAN,1338.407676650189,1. TIGRAY,02,03,2,1,001,03,137,0,
010203020100103137,2. Children 6-15 years,010203020100103,2. URBAN,1338.407676650189,1. TIGRAY,02,03,2,1,001,03,137,0,
010203020100103137,3. Adults 16-65 years,010203020100103,2. URBAN,1338.407676650189,1. TIGRAY,02,03,2,1,001,03,137,7,21
010203020100103137,4. People over 65 years old,010203020100103,2. URBAN,1338.407676650189,1. TIGRAY,02,03,2,1,001,03,137,0,
010203020100103159,1. Children 0-5 years,010203020100103,2. URBAN,1338.407676650189,1. TIGRAY,02,03,2,1,001,03,159,0,
010203020100103159,2. Children 6-15 years,010203020100103,2. URBAN,1338.407676650189,1. TIGRAY,02,03,2,1,001,03,159,0,
010203020100103159,3. Adults 16-65 years,010203020100103,2. URBAN,1338.407676650189,1. TIGRAY,02,03,2,1,001,03,159,1,3
010203020100103159,4. People over 65 years old,010203020100103,2. URBAN,1338.407676650189,1. TIGRAY,02,03,2,1,001,03,159,0,
010204088800713069,1. Children 0-5 years,010204088800713,1. RURAL,2689.693413533834,1. TIGRAY,02,04,8,88,007,13,69,0,
010204088800713069,2. Children 6-15 years,010204088800713,1. RURAL,2689.693413533834,1. TIGRAY,02,04,8,88,007,13,69,0,
010204088800713069,3. Adults 16-65 years,010204088800713,1. RURAL,2689.693413533834,1. TIGRAY,02,04,8,88,007,13,69,1,1
010204088800713069,4. People over 65 years old,010204088800713,1. RURAL,2689.693413533834,1. TIGRAY,02,04,8,88,007,13,69,0,
010205088801106010,1. Children 0-5 years,010205088801106,1. RURAL,2538.286830652791,1. TIGRAY,02,05,8,88,011,06,10,0,
010205088801106010,2. Children 6-15 years,010205088801106,1. RURAL,2538.286830652791,1. TIGRAY,02,05,8,88,011,06,10,0,
010205088801106010,3. Adults 16-65 years,010205088801106,1. RURAL,2538.286830652791,1. TIGRAY,02,05,8,88,011,06,10,1,2
010205088801106010,4. People over 65 years old,010205088801106,1. RURAL,2538.286830652791,1. TIGRAY,02,05,8,88,011,06,10,1,1
010205088801106100,1. Children 0-5 years,010205088801106,1. RURAL,2538.286830652791,1. TIGRAY,02,05,8,88,011,06,100,0,
010205088801106100,2. Children 6-15 years,010205088801106,1. RURAL,2538.286830652791,1. TIGRAY,02,05,8,88,011,06,100,0,
010205088801106100,3. Adults 16-65 years,010205088801106,1. RURAL,2538.286830652791,1. TIGRAY,02,05,8,88,011,06,100,2,1
010205088801106100,4. People over 65 years old,010205088801106,1. RURAL,2538.286830652791,1. TIGRAY,02,05,8,88,011,06,100,0,
010205088801106148,1. Children 0-5 years,010205088801106,1. RURAL,2538.286830652791,1. TIGRAY,02,05,8,88,011,06,148,0,
010205088801106148,2. Children 6-15 years,010205088801106,1. RURAL,2538.286830652791,1. TIGRAY,02,05,8,88,011,06,148,0,
010205088801106148,3. Adults 16-65 years,010205088801106,1. RURAL,2538.286830652791,1. TIGRAY,02,05,8,88,011,06,148,1,4
010205088801106148,4. People over 65 years old,010205088801106,1. RURAL,2538.286830652791,1. TIGRAY,02,05,8,88,011,06,148,0,
010205088801106203,1. Children 0-5 years,010205088801106,1. RURAL,3991.017029328287,1. TIGRAY,02,05,8,88,011,06,203,2,2
010205088801106203,2. Children 6-15 years,010205088801106,1. RURAL,3991.017029328287,1. TIGRAY,02,05,8,88,011,06,203,0,
010205088801106203,3. Adults 16-65 years,010205088801106,1. RURAL,3991.017029328287,1. TIGRAY,02,05,8,88,011,06,203,3,4
010205088801106203,4. People over 65 years old,010205088801106,1. RURAL,3991.017029328287,1. TIGRAY,02,05,8,88,011,06,203,0,
010207088802009036,1. Children 0-5 years,010207088802009,1. RURAL,2948.471027154664,1. TIGRAY,02,07,8,88,020,09,36,3,18
010207088802009036,2. Children 6-15 years,010207088802009,1. RURAL,2948.471027154664,1. TIGRAY,02,07,8,88,020,09,36,0,
010207088802009036,3. Adults 16-65 years,010207088802009,1. RURAL,2948.471027154664,1. TIGRAY,02,07,8,88,020,09,36,2,12
010207088802009036,4. People over 65 years old,010207088802009,1. RURAL,2948.471027154664,1. TIGRAY,02,07,8,88,020,09,36,0,
010210088801507080,1. Children 0-5 years,010210088801507,1. RURAL,2482.531727078891,1. TIGRAY,02,10,8,88,015,07,80,3,0
010210088801507080,2. Children 6-15 years,010210088801507,1. RURAL,2482.531727078891,1. TIGRAY,02,10,8,88,015,07,80,0,
010210088801507080,3. Adults 16-65 years,010210088801507,1. RURAL,2482.531727078891,1. TIGRAY,02,10,8,88,015,07,80,0,
010210088801507080,4. People over 65 years old,010210088801507,1. RURAL,2482.531727078891,1. TIGRAY,02,10,8,88,015,07,80,0,
010211010100302022,1. Children 0-5 years,010211010100302,2. URBAN,1332.803962848297,1. TIGRAY,02,11,1,1,003,02,22,0,
010211010100302022,2. Children 6-15 years,010211010100302,2. URBAN,1332.803962848297,1. TIGRAY,02,11,1,1,003,02,22,0,
010211010100302022,3. Adults 16-65 years,010211010100302,2. URBAN,1332.803962848297,1. TIGRAY,02,11,1,1,003,02,22,1,1
010211010100302022,4. People over 65 years old,010211010100302,2. URBAN,1332.803962848297,1. TIGRAY,02,11,1,1,003,02,22,0,
010211010100302122,1. Children 0-5 years,010211010100302,2. URBAN,1332.803962848297,1. TIGRAY,02,11,1,1,003,02,122,0,
010211010100302122,2. Children 6-15 years,010211010100302,2. URBAN,1332.803962848297,1. TIGRAY,02,11,1,1,003,02,122,0,
010211010100302122,3. Adults 16-65 years,010211010100302,2. URBAN,1332.803962848297,1. TIGRAY,02,11,1,1,003,02,122,2,6
010211010100302122,4. People over 65 years old,010211010100302,2. URBAN,1332.803962848297,1. TIGRAY,02,11,1,1,003,02,122,0,
010302088800603008,1. Children 0-5 years,010302088800603,1. RURAL,1854.287912087912,1. TIGRAY,03,02,8,88,006,03,8,0,
010302088800603008,2. Children 6-15 years,010302088800603,1. RURAL,1854.287912087912,1. TIGRAY,03,02,8,88,006,03,8,0,
010302088800603008,3. Adults 16-65 years,010302088800603,1. RURAL,1854.287912087912,1. TIGRAY,03,02,8,88,006,03,8,1,3
010302088800603008,4. People over 65 years old,010302088800603,1. RURAL,1854.287912087912,1. TIGRAY,03,02,8,88,006,03,8,0,
010302088800603016,1. Children 0-5 years,010302088800603,1. RURAL,1854.287912087912,1. TIGRAY,03,02,8,88,006,03,16,0,
010302088800603016,2. Children 6-15 years,010302088800603,1. RURAL,1854.287912087912,1. TIGRAY,03,02,8,88,006,03,16,1,3
010302088800603016,3. Adults 16-65 years,010302088800603,1. RURAL,1854.287912087912,1. TIGRAY,03,02,8,88,006,03,16,2,1
010302088800603016,4. People over 65 years old,010302088800603,1. RURAL,1854.287912087912,1. TIGRAY,03,02,8,88,006,03,16,0,
010302088800603024,1. Children 0-5 years,010302088800603,1. RURAL,1854.287912087912,1. TIGRAY,03,02,8,88,006,03,24,0,
010302088800603024,2. Children 6-15 years,010302088800603,1. RURAL,1854.287912087912,1. TIGRAY,03,02,8,88,006,03,24,1,2
010302088800603024,3. Adults 16-65 years,010302088800603,1. RURAL,1854.287912087912,1. TIGRAY,03,02,8,88,006,03,24,1,1
010302088800603024,4. People over 65 years old,010302088800603,1. RURAL,1854.287912087912,1. TIGRAY,03,02,8,88,006,03,24,0,
010302088800603040,1. Children 0-5 years,010302088800603,1. RURAL,1854.287912087912,1. TIGRAY,03,02,8,88,006,03,40,0,
010302088800603040,2. Children 6-15 years,010302088800603,1. RURAL,1854.287912087912,1. TIGRAY,03,02,8,88,006,03,40,0,
010302088800603040,3. Adults 16-65 years,010302088800603,1. RURAL,1854.287912087912,1. TIGRAY,03,02,8,88,006,03,40,0,
010302088800603040,4. People over 65 years old,010302088800603,1. RURAL,1854.287912087912,1. TIGRAY,03,02,8,88,006,03,40,0,
010302088800603056,1. Children 0-5 years,010302088800603,1. RURAL,1854.287912087912,1. TIGRAY,03,02,8,88,006,03,56,0,
010302088800603056,2. Children 6-15 years,010302088800603,1. RURAL,1854.287912087912,1. TIGRAY,03,02,8,88,006,03,56,0,
010302088800603056,3. Adults 16-65 years,010302088800603,1. RURAL,1854.287912087912,1. TIGRAY,03,02,8,88,006,03,56,4,16
010302088800603056,4. People over 65 years old,010302088800603,1. RURAL,1854.287912087912,1. TIGRAY,03,02,8,88,006,03,56,1,2
010302088800603072,1. Children 0-5 years,010302088800603,1. RURAL,1854.287912087912,1. TIGRAY,03,02,8,88,006,03,72,0,
010302088800603072,2. Children 6-15 years,010302088800603,1. RURAL,1854.287912087912,1. TIGRAY,03,02,8,88,006,03,72,2,6
010302088800603072,3. Adults 16-65 years,010302088800603,1. RURAL,1854.287912087912,1. TIGRAY,03,02,8,88,006,03,72,1,2
010302088800603072,4. People over 65 years old,010302088800603,1. RURAL,1854.287912087912,1. TIGRAY,03,02,8,88,006,03,72,1,1
010302088800603080,1. Children 0-5 years,010302088800603,1. RURAL,1854.287912087912,1. TIGRAY,03,02,8,88,006,03,80,0,
010302088800603080,2. Children 6-15 years,010302088800603,1. RURAL,1854.287912087912,1. TIGRAY,03,02,8,88,006,03,80,0,
010302088800603080,3. Adults 16-65 years,010302088800603,1. RURAL,1854.287912087912,1. TIGRAY,03,02,8,88,006,03,80,0,
010302088800603080,4. People over 65 years old,010302088800603,1. RURAL,1854.287912087912,1. TIGRAY,03,02,8,88,006,03,80,1,3
010303088802005100,1. Children 0-5 years,010303088802005,1. RURAL,2088.230049833887,1. TIGRAY,03,03,8,88,020,05,100,0,
010303088802005100,2. Children 6-15 years,010303088802005,1. RURAL,2088.230049833887,1. TIGRAY,03,03,8,88,020,05,100,0,
010303088802005100,3. Adults 16-65 years,010303088802005,1. RURAL,2088.230049833887,1. TIGRAY,03,03,8,88,020,05,100,1,9
010303088802005100,4. People over 65 years old,010303088802005,1. RURAL,2088.230049833887,1. TIGRAY,03,03,8,88,020,05,100,0,
010306088801803023,1. Children 0-5 years,010306088801803,1. RURAL,2379.866333030027,1. TIGRAY,03,06,8,88,018,03,23,0,
010306088801803023,2. Children 6-15 years,010306088801803,1. RURAL,2379.866333030027,1. TIGRAY,03,06,8,88,018,03,23,1,1
010306088801803023,3. Adults 16-65 years,010306088801803,1. RURAL,2379.866333030027,1. TIGRAY,03,06,8,88,018,03,23,0,
010306088801803023,4. People over 65 years old,010306088801803,1. RURAL,2379.866333030027,1. TIGRAY,03,06,8,88,018,03,23,0,
010306088801803068,1. Children 0-5 years,010306088801803,1. RURAL,2379.866333030027,1. TIGRAY,03,06,8,88,018,03,68,0,
010306088801803068,2. Children 6-15 years,010306088801803,1. RURAL,2379.866333030027,1. TIGRAY,03,06,8,88,018,03,68,0,
010306088801803068,3. Adults 16-65 years,010306088801803,1. RURAL,2379.866333030027,1. TIGRAY,03,06,8,88,018,03,68,1,1
010306088801803068,4. People over 65 years old,010306088801803,1. RURAL,2379.866333030027,1. TIGRAY,03,06,8,88,018,03,68,0,
