"household_id","ea_id","dist_road","dist_market","dist_border","dist_popcenter","dist_admhq","ssa_aez09","twi","sq1","sq2","sq3","sq4","sq5","sq6","sq7","af_bio_1","af_bio_8","af_bio_12","af_bio_13","af_bio_16","slopepct","srtm1k","popdensity","cropshare","h2018_tot","h2018_wetQstart","h2018_wetQ","h2019_tot","h2019_wetQstart","h2019_wetQ","anntot_avg","wetQ_avgstart","wetQ_avg","h2018_ndvi_avg","h2018_ndvi_max","h2019_ndvi_avg","h2019_ndvi_max","ndvi_avg","ndvi_max","lat_mod","lon_mod"
"010102088801010034","010102088801010",2.29999995231628,141.699996948242,164.800003051758,33.4000015258789,0.200000002980232,322,14,1,1,3,1,1,1,3,226,219,826,266,628,11,1741,240,42,1052,26,887,1169,28,786,899,26,723,0.128999993205071,0.29899999499321,0.090999998152256,0.199000000953674,0.195999994874001,0.35699999332428,14.3759126663208,38.1548881530762
"010102088801010035","010102088801010",2.29999995231628,141.699996948242,164.800003051758,33.4000015258789,0.200000002980232,322,14,1,1,3,1,1,1,3,226,219,826,266,628,11,1741,240,42,1052,26,887,1169,28,786,899,26,723,0.128999993205071,0.29899999499321,0.090999998152256,0.199000000953674,0.195999994874001,0.35699999332428,14.3759126663208,38.1548881530762
"010102088801010048","010102088801010",2.29999995231628,141.699996948242,164.800003051758,33.4000015258789,0.200000002980232,322,14,1,1,3,1,1,1,3,226,219,826,266,628,11,1741,240,42,1052,26,887,1169,28,786,899,26,723,0.128999993205071,0.29899999499321,0.090999998152256,0.199000000953674,0.195999994874001,0.35699999332428,14.3759126663208,38.1548881530762
"010102088801010068","010102088801010",2.29999995231628,141.699996948242,164.800003051758,33.4000015258789,0.200000002980232,322,14,1,1,3,1,1,1,3,226,219,826,266,628,11,1741,240,42,1052,26,887,1169,28,786,899,26,723,0.128999993205071,0.29899999499321,0.090999998152256,0.199000000953674,0.195999994874001,0.35699999332428,14.3759126663208,38.1548881530762
"010102088801010090","010102088801010",2.29999995231628,141.699996948242,164.800003051758,33.4000015258789,0.200000002980232,322,14,1,1,3,1,1,1,3,226,219,826,266,628,11,1741,240,42,1052,26,887,1169,28,786,899,26,723,0.128999993205071,0.29899999499321,0.090999998152256,0.199000000953674,0.195999994874001,0.35699999332428,14.3759126663208,38.1548881530762
"010102088801010104","010102088801010",2.29999995231628,141.699996948242,164.800003051758,33.4000015258789,0.200000002980232,322,14,1,1,3,1,1,1,3,226,219,826,266,628,11,1741,240,42,1052,26,887,1169,28,786,899,26,723,0.128999993205071,0.29899999499321,0.090999998152256,0.199000000953674,0.195999994874001,0.35699999332428,14.3759126663208,38.1548881530762
"010102088801010113","010102088801010",2.29999995231628,141.699996948242,164.800003051758,33.4000015258789,0.200000002980232,322,14,1,1,3,1,1,1,3,226,219,826,266,628,11,1741,240,42,1052,26,887,1169,28,786,899,26,723,0.128999993205071,0.29899999499321,0.090999998152256,0.199000000953674,0.195999994874001,0.35699999332428,14.3759126663208,38.1548881530762
"010102088801010136","010102088801010",2.29999995231628,141.699996948242,164.800003051758,33.4000015258789,0.200000002980232,322,14,1,1,3,1,1,1,3,226,219,826,266,628,11,1741,240,42,1052,26,887,1169,28,786,899,26,723,0.128999993205071,0.29899999499321,0.090999998152256,0.199000000953674,0.195999994874001,0.35699999332428,14.3759126663208,38.1548881530762
"010102088801010148","010102088801010",2.29999995231628,141.699996948242,164.800003051758,33.4000015258789,0.200000002980232,322,14,1,1,3,1,1,1,3,226,219,826,266,628,11,1741,240,42,1052,26,887,1169,28,786,899,26,723,0.128999993205071,0.29899999499321,0.090999998152256,0.199000000953674,0.195999994874001,0.35699999332428,14.3759126663208,38.1548881530762
"010102088801010161","010102088801010",2.29999995231628,141.699996948242,164.800003051758,33.4000015258789,0.200000002980232,322,14,1,1,3,1,1,1,3,226,219,826,266,628,11,1741,240,42,1052,26,887,1169,28,786,899,26,723,0.128999993205071,0.29899999499321,0.090999998152256,0.199000000953674,0.195999994874001,0.35699999332428,14.3759126663208,38.1548881530762
"010102088801010173","010102088801010",2.29999995231628,141.699996948242,164.800003051758,33.4000015258789,0.200000002980232,322,14,1,1,3,1,1,1,3,226,219,826,266,628,11,1741,240,42,1052,26,887,1169,28,786,899,26,723,0.128999993205071,0.29899999499321,0.090999998152256,0.199000000953674,0.195999994874001,0.35699999332428,14.3759126663208,38.1548881530762
"010103088800709008","010103088800709",1.89999997615814,113.599998474121,194.399993896484,15.6000003814697,0.100000001490116,322,10,1,1,4,1,1,1,4,192,185,804,269,614,17,2045,430,45,992,26,853,1126,25,724,904,26,742,0.140000000596046,0.232999995350838,0.0869999974966049,0.250999987125397,0.193000003695488,0.352999985218048,14.1100206375122,38.425235748291
"010103088800709016","010103088800709",1.89999997615814,113.599998474121,194.399993896484,15.6000003814697,0.100000001490116,322,10,1,1,4,1,1,1,4,192,185,804,269,614,17,2045,430,45,992,26,853,1126,25,724,904,26,742,0.140000000596046,0.232999995350838,0.0869999974966049,0.250999987125397,0.193000003695488,0.352999985218048,14.1100206375122,38.425235748291
"010103088800709024","010103088800709",1.89999997615814,113.599998474121,194.399993896484,15.6000003814697,0.100000001490116,322,10,1,1,4,1,1,1,4,192,185,804,269,614,17,2045,430,45,992,26,853,1126,25,724,904,26,742,0.140000000596046,0.232999995350838,0.0869999974966049,0.250999987125397,0.193000003695488,0.352999985218048,14.1100206375122,38.425235748291
"010103088800709032","010103088800709",1.89999997615814,113.599998474121,194.399993896484,15.6000003814697,0.100000001490116,322,10,1,1,4,1,1,1,4,192,185,804,269,614,17,2045,430,45,992,26,853,1126,25,724,904,26,742,0.140000000596046,0.232999995350838,0.0869999974966049,0.250999987125397,0.193000003695488,0.352999985218048,14.1100206375122,38.425235748291
"010103088800709040","010103088800709",1.89999997615814,113.599998474121,194.399993896484,15.6000003814697,0.100000001490116,322,10,1,1,4,1,1,1,4,192,185,804,269,614,17,2045,430,45,992,26,853,1126,25,724,904,26,742,0.140000000596046,0.232999995350838,0.0869999974966049,0.250999987125397,0.193000003695488,0.352999985218048,14.1100206375122,38.425235748291
"010103088800709048","010103088800709",1.89999997615814,113.599998474121,194.399993896484,15.6000003814697,0.100000001490116,322,10,1,1,4,1,1,1,4,192,185,804,269,614,17,2045,430,45,992,26,853,1126,25,724,904,26,742,0.140000000596046,0.232999995350838,0.0869999974966049,0.250999987125397,0.193000003695488,0.352999985218048,14.1100206375122,38.425235748291
"010103088800709056","010103088800709",1.89999997615814,113.599998474121,194.399993896484,15.6000003814697,0.100000001490116,322,10,1,1,4,1,1,1,4,192,185,804,269,614,17,2045,430,45,992,26,853,1126,25,724,904,26,742,0.140000000596046,0.232999995350838,0.0869999974966049,0.250999987125397,0.193000003695488,0.352999985218048,14.1100206375122,38.425235748291
"010103088800709064","010103088800709",1.89999997615814,113.599998474121,194.399993896484,15.6000003814697,0.100000001490116,322,10,1,1,4,1,1,1,4,192,185,804,269,614,17,2045,430,45,992,26,853,1126,25,724,904,26,742,0.140000000596046,0.232999995350838,0.0869999974966049,0.250999987125397,0.193000003695488,0.352999985218048,14.1100206375122,38.425235748291
"010103088800709072","010103088800709",1.89999997615814,113.599998474121,194.399993896484,15.6000003814697,0.100000001490116,322,10,1,1,4,1,1,1,4,192,185,804,269,614,17,2045,430,45,992,26,853,1126,25,724,904,26,742,0.140000000596046,0.232999995350838,0.0869999974966049,0.250999987125397,0.193000003695488,0.352999985218048,14.1100206375122,38.425235748291
"010103088800709080","010103088800709",1.89999997615814,113.599998474121,194.399993896484,15.6000003814697,0.100000001490116,322,10,1,1,4,1,1,1,4,192,185,804,269,614,17,2045,430,45,992,26,853,1126,25,724,904,26,742,0.140000000596046,0.232999995350838,0.0869999974966049,0.250999987125397,0.193000003695488,0.352999985218048,14.1100206375122,38.425235748291
"010104010100101012","010104010100101",8.80000019073486,119.900001525879,186.300003051758,13.3000001907349,0.100000001490116,322,13,1,1,3,1,1,1,3,200,192,840,279,641,4,1950,210,50,1043,26,920,1119,25,756,897,26,732,0.131999999284744,0.237000003457069,0.0790000036358833,0.202000007033348,0.190999999642372,0.361000001430511,14.1962261199951,38.3557815551758
"010104010100101028","010104010100101",8.80000019073486,119.900001525879,186.300003051758,13.3000001907349,0.100000001490116,322,13,1,1,3,1,1,1,3,200,192,840,279,641,4,1950,210,50,1043,26,920,1119,25,756,897,26,732,0.131999999284744,0.237000003457069,0.0790000036358833,0.202000007033348,0.190999999642372,0.361000001430511,14.1962261199951,38.3557815551758
"010104010100101044","010104010100101",8.80000019073486,119.900001525879,186.300003051758,13.3000001907349,0.100000001490116,322,13,1,1,3,1,1,1,3,200,192,840,279,641,4,1950,210,50,1043,26,920,1119,25,756,897,26,732,0.131999999284744,0.237000003457069,0.0790000036358833,0.202000007033348,0.190999999642372,0.361000001430511,14.1962261199951,38.3557815551758
"010104010100101060","010104010100101",8.80000019073486,119.900001525879,186.300003051758,13.3000001907349,0.100000001490116,322,13,1,1,3,1,1,1,3,200,192,840,279,641,4,1950,210,50,1043,26,920,1119,25,756,897,26,732,0.131999999284744,0.237000003457069,0.0790000036358833,0.202000007033348,0.190999999642372,0.361000001430511,14.1962261199951,38.3557815551758
"010104010100101076","010104010100101",8.80000019073486,119.900001525879,186.300003051758,13.3000001907349,0.100000001490116,322,13,1,1,3,1,1,1,3,200,192,840,279,641,4,1950,210,50,1043,26,920,1119,25,756,897,26,732,0.131999999284744,0.237000003457069,0.0790000036358833,0.202000007033348,0.190999999642372,0.361000001430511,14.1962261199951,38.3557815551758
"010104010100101092","010104010100101",8.80000019073486,119.900001525879,186.300003051758,13.3000001907349,0.100000001490116,322,13,1,1,3,1,1,1,3,200,192,840,279,641,4,1950,210,50,1043,26,920,1119,25,756,897,26,732,0.131999999284744,0.237000003457069,0.0790000036358833,0.202000007033348,0.190999999642372,0.361000001430511,14.1962261199951,38.3557815551758
"010104010100101108","010104010100101",8.80000019073486,119.900001525879,186.300003051758,13.3000001907349,0.100000001490116,322,13,1,1,3,1,1,1,3,200,192,840,279,641,4,1950,210,50,1043,26,920,1119,25,756,897,26,732,0.131999999284744,0.237000003457069,0.0790000036358833,0.202000007033348,0.190999999642372,0.361000001430511,14.1962261199951,38.3557815551758
"010104010100101124","010104010100101",8.80000019073486,119.900001525879,186.300003051758,13.3000001907349,0.100000001490116,322,13,1,1,3,1,1,1,3,200,192,840,279,641,4,1950,210,50,1043,26,920,1119,25,756,897,26,732,0.131999999284744,0.237000003457069,0.0790000036358833,0.202000007033348,0.190999999642372,0.361000001430511,14.1962261199951,38.3557815551758
"010104010100101140","010104010100101",8.80000019073486,119.900001525879,186.300003051758,13.3000001907349,0.100000001490116,322,13,1,1,3,1,1,1,3,200,192,840,279,641,4,1950,210,50,1043,26,920,1119,25,756,897,26,732,0.131999999284744,0.237000003457069,0.0790000036358833,0.202000007033348,0.190999999642372,0.361000001430511,14.1962261199951,38.3557815551758
"010104010100101156","010104010100101",8.80000019073486,119.900001525879,186.300003051758,13.3000001907349,0.100000001490116,322,13,1,1,3,1,1,1,3,200,192,840,279,641,4,1950,210,50,1043,26,920,1119,25,756,897,26,732,0.131999999284744,0.237000003457069,0.0790000036358833,0.202000007033348,0.190999999642372,0.361000001430511,14.1962261199951,38.3557815551758
"010104010100101172","010104010100101",8.80000019073486,119.900001525879,186.300003051758,13.3000001907349,0.100000001490116,322,13,1,1,3,1,1,1,3,200,192,840,279,641,4,1950,210,50,1043,26,920,1119,25,756,897,26,732,0.131999999284744,0.237000003457069,0.0790000036358833,0.202000007033348,0.190999999642372,0.361000001430511,14.1962261199951,38.3557815551758
"010104010100101188","010104010100101",8.80000019073486,119.900001525879,186.300003051758,13.3000001907349,0.100000001490116,322,13,1,1,3,1,1,1,3,200,192,840,279,641,4,1950,210,50,1043,26,920,1119,25,756,897,26,732,0.131999999284744,0.237000003457069,0.0790000036358833,0.202000007033348,0.190999999642372,0.361000001430511,14.1962261199951,38.3557815551758
"010104010100101204","010104010100101",8.80000019073486,119.900001525879,186.300003051758,13.3000001907349,0.100000001490116,322,13,1,1,3,1,1,1,3,200,192,840,279,641,4,1950,210,50,1043,26,920,1119,25,756,897,26,732,0.131999999284744,0.237000003457069,0.0790000036358833,0.202000007033348,0.190999999642372,0.361000001430511,14.1962261199951,38.3557815551758
"010104010100101220","010104010100101",8.80000019073486,119.900001525879,186.300003051758,13.3000001907349,0.100000001490116,322,13,1,1,3,1,1,1,3,200,192,840,279,641,4,1950,210,50,1043,26,920,1119,25,756,897,26,732,0.131999999284744,0.237000003457069,0.0790000036358833,0.202000007033348,0.190999999642372,0.361000001430511,14.1962261199951,38.3557815551758
"010104010100101236","010104010100101",8.80000019073486,119.900001525879,186.300003051758,13.3000001907349,0.100000001490116,322,13,1,1,3,1,1,1,3,200,192,840,279,641,4,1950,210,50,1043,26,920,1119,25,756,897,26,732,0.131999999284744,0.237000003457069,0.0790000036358833,0.202000007033348,0.190999999642372,0.361000001430511,14.1962261199951,38.3557815551758
"010104088800405010","010104088800405",1.29999995231628,130.600006103516,177.199996948242,2,0.100000001490116,322,13,1,1,2,1,1,1,2,206,196,896,294,684,8,1887,1200,45,1060,26,914,1269,25,839,995,26,812,0.149000003933907,0.256999999284744,0.103000000119209,0.268999993801117,0.200000002980232,0.35699999332428,14.1093130111694,38.2654190063477
"010104088800405019","010104088800405",1.29999995231628,130.600006103516,177.199996948242,2,0.100000001490116,322,13,1,1,2,1,1,1,2,206,196,896,294,684,8,1887,1200,45,1060,26,914,1269,25,839,995,26,812,0.149000003933907,0.256999999284744,0.103000000119209,0.268999993801117,0.200000002980232,0.35699999332428,14.1093130111694,38.2654190063477
"010104088800405028","010104088800405",1.29999995231628,130.600006103516,177.199996948242,2,0.100000001490116,322,13,1,1,2,1,1,1,2,206,196,896,294,684,8,1887,1200,45,1060,26,914,1269,25,839,995,26,812,0.149000003933907,0.256999999284744,0.103000000119209,0.268999993801117,0.200000002980232,0.35699999332428,14.1093130111694,38.2654190063477
"010104088800405030","010104088800405",1.29999995231628,130.600006103516,177.199996948242,2,0.100000001490116,322,13,1,1,2,1,1,1,2,206,196,896,294,684,8,1887,1200,45,1060,26,914,1269,25,839,995,26,812,0.149000003933907,0.256999999284744,0.103000000119209,0.268999993801117,0.200000002980232,0.35699999332428,14.1093130111694,38.2654190063477
"010104088800405043","010104088800405",1.29999995231628,130.600006103516,177.199996948242,2,0.100000001490116,322,13,1,1,2,1,1,1,2,206,196,896,294,684,8,1887,1200,45,1060,26,914,1269,25,839,995,26,812,0.149000003933907,0.256999999284744,0.103000000119209,0.268999993801117,0.200000002980232,0.35699999332428,14.1093130111694,38.2654190063477
"010104088800405056","010104088800405",1.29999995231628,130.600006103516,177.199996948242,2,0.100000001490116,322,13,1,1,2,1,1,1,2,206,196,896,294,684,8,1887,1200,45,1060,26,914,1269,25,839,995,26,812,0.149000003933907,0.256999999284744,0.103000000119209,0.268999993801117,0.200000002980232,0.35699999332428,14.1093130111694,38.2654190063477
"010104088800405069","010104088800405",1.29999995231628,130.600006103516,177.199996948242,2,0.100000001490116,322,13,1,1,2,1,1,1,2,206,196,896,294,684,8,1887,1200,45,1060,26,914,1269,25,839,995,26,812,0.149000003933907,0.256999999284744,0.103000000119209,0.268999993801117,0.200000002980232,0.35699999332428,14.1093130111694,38.2654190063477
"010104088800405080","010104088800405",1.29999995231628,130.600006103516,177.199996948242,2,0.100000001490116,322,13,1,1,2,1,1,1,2,206,196,896,294,684,8,1887,1200,45,1060,26,914,1269,25,839,995,26,812,0.149000003933907,0.256999999284744,0.103000000119209,0.268999993801117,0.200000002980232,0.35699999332428,14.1093130111694,38.2654190063477
"010104088800405091","010104088800405",1.29999995231628,130.600006103516,177.199996948242,2,0.100000001490116,322,13,1,1,2,1,1,1,2,206,196,896,294,684,8,1887,1200,45,1060,26,914,1269,25,839,995,26,812,0.149000003933907,0.256999999284744,0.103000000119209,0.268999993801117,0.200000002980232,0.35699999332428,14.1093130111694,38.2654190063477
"010104088800405098","010104088800405",1.29999995231628,130.600006103516,177.199996948242,2,0.100000001490116,322,13,1,1,2,1,1,1,2,206,196,896,294,684,8,1887,1200,45,1060,26,914,1269,25,839,995,26,812,0.149000003933907,0.256999999284744,0.103000000119209,0.268999993801117,0.200000002980232,0.35699999332428,14.1093130111694,38.2654190063477
"010104088800405106","010104088800405",1.29999995231628,130.600006103516,177.199996948242,2,0.100000001490116,322,13,1,1,2,1,1,1,2,206,196,896,294,684,8,1887,1200,45,1060,26,914,1269,25,839,995,26,812,0.149000003933907,0.256999999284744,0.103000000119209,0.268999993801117,0.200000002980232,0.35699999332428,14.1093130111694,38.2654190063477
"010104088800405133","010104088800405",1.29999995231628,130.600006103516,177.199996948242,2,0.100000001490116,322,13,1,1,2,1,1,1,2,206,196,896,294,684,8,1887,1200,45,1060,26,914,1269,25,839,995,26,812,0.149000003933907,0.256999999284744,0.103000000119209,0.268999993801117,0.200000002980232,0.35699999332428,14.1093130111694,38.2654190063477
"010105088800712018","010105088800712",1.79999995231628,146.399993896484,144.399993896484,34.7999992370605,0.200000002980232,312,14,1,1,4,1,1,1,4,261,254,728,226,544,10,1109,80,28,1205,26,1049,1397,25,922,1073,26,868,0.144999995827675,0.279000014066696,0.0949999988079071,0.20100000500679,0.215000003576279,0.384999990463257,14.1034708023071,37.9586296081543
"010105088800712045","010105088800712",1.79999995231628,146.399993896484,144.399993896484,34.7999992370605,0.200000002980232,312,14,1,1,4,1,1,1,4,261,254,728,226,544,10,1109,80,28,1205,26,1049,1397,25,922,1073,26,868,0.144999995827675,0.279000014066696,0.0949999988079071,0.20100000500679,0.215000003576279,0.384999990463257,14.1034708023071,37.9586296081543
"010105088800712049","010105088800712",1.79999995231628,146.399993896484,144.399993896484,34.7999992370605,0.200000002980232,312,14,1,1,4,1,1,1,4,261,254,728,226,544,10,1109,80,28,1205,26,1049,1397,25,922,1073,26,868,0.144999995827675,0.279000014066696,0.0949999988079071,0.20100000500679,0.215000003576279,0.384999990463257,14.1034708023071,37.9586296081543
"010105088800712050","010105088800712",1.79999995231628,146.399993896484,144.399993896484,34.7999992370605,0.200000002980232,312,14,1,1,4,1,1,1,4,261,254,728,226,544,10,1109,80,28,1205,26,1049,1397,25,922,1073,26,868,0.144999995827675,0.279000014066696,0.0949999988079071,0.20100000500679,0.215000003576279,0.384999990463257,14.1034708023071,37.9586296081543
"010105088800712054","010105088800712",1.79999995231628,146.399993896484,144.399993896484,34.7999992370605,0.200000002980232,312,14,1,1,4,1,1,1,4,261,254,728,226,544,10,1109,80,28,1205,26,1049,1397,25,922,1073,26,868,0.144999995827675,0.279000014066696,0.0949999988079071,0.20100000500679,0.215000003576279,0.384999990463257,14.1034708023071,37.9586296081543
"010105088800712061","010105088800712",1.79999995231628,146.399993896484,144.399993896484,34.7999992370605,0.200000002980232,312,14,1,1,4,1,1,1,4,261,254,728,226,544,10,1109,80,28,1205,26,1049,1397,25,922,1073,26,868,0.144999995827675,0.279000014066696,0.0949999988079071,0.20100000500679,0.215000003576279,0.384999990463257,14.1034708023071,37.9586296081543
"010105088800712072","010105088800712",1.79999995231628,146.399993896484,144.399993896484,34.7999992370605,0.200000002980232,312,14,1,1,4,1,1,1,4,261,254,728,226,544,10,1109,80,28,1205,26,1049,1397,25,922,1073,26,868,0.144999995827675,0.279000014066696,0.0949999988079071,0.20100000500679,0.215000003576279,0.384999990463257,14.1034708023071,37.9586296081543
"010105088800712074","010105088800712",1.79999995231628,146.399993896484,144.399993896484,34.7999992370605,0.200000002980232,312,14,1,1,4,1,1,1,4,261,254,728,226,544,10,1109,80,28,1205,26,1049,1397,25,922,1073,26,868,0.144999995827675,0.279000014066696,0.0949999988079071,0.20100000500679,0.215000003576279,0.384999990463257,14.1034708023071,37.9586296081543
"010105088800712079","010105088800712",1.79999995231628,146.399993896484,144.399993896484,34.7999992370605,0.200000002980232,312,14,1,1,4,1,1,1,4,261,254,728,226,544,10,1109,80,28,1205,26,1049,1397,25,922,1073,26,868,0.144999995827675,0.279000014066696,0.0949999988079071,0.20100000500679,0.215000003576279,0.384999990463257,14.1034708023071,37.9586296081543
"010105088800712096","010105088800712",1.79999995231628,146.399993896484,144.399993896484,34.7999992370605,0.200000002980232,312,14,1,1,4,1,1,1,4,261,254,728,226,544,10,1109,80,28,1205,26,1049,1397,25,922,1073,26,868,0.144999995827675,0.279000014066696,0.0949999988079071,0.20100000500679,0.215000003576279,0.384999990463257,14.1034708023071,37.9586296081543
"010105088800712112","010105088800712",1.79999995231628,146.399993896484,144.399993896484,34.7999992370605,0.200000002980232,312,14,1,1,4,1,1,1,4,261,254,728,226,544,10,1109,80,28,1205,26,1049,1397,25,922,1073,26,868,0.144999995827675,0.279000014066696,0.0949999988079071,0.20100000500679,0.215000003576279,0.384999990463257,14.1034708023071,37.9586296081543
"010105088800712121","010105088800712",1.79999995231628,146.399993896484,144.399993896484,34.7999992370605,0.200000002980232,312,14,1,1,4,1,1,1,4,261,254,728,226,544,10,1109,80,28,1205,26,1049,1397,25,922,1073,26,868,0.144999995827675,0.279000014066696,0.0949999988079071,0.20100000500679,0.215000003576279,0.384999990463257,14.1034708023071,37.9586296081543
"010105088802215009","010105088802215",0.899999976158142,143.600006103516,176.5,31.7000007629395,0.100000001490116,322,16,1,1,3,1,1,1,3,234,224,825,261,627,20,1522,180,37,1014,26,865,1306,24,893,1019,26,829,0.150000005960464,0.337000012397766,0.0829999968409538,0.231000006198883,0.245000004768372,0.467000007629395,13.8241729736328,38.2013854980469
"010105088802215025","010105088802215",0.899999976158142,143.600006103516,176.5,31.7000007629395,0.100000001490116,322,16,1,1,3,1,1,1,3,234,224,825,261,627,20,1522,180,37,1014,26,865,1306,24,893,1019,26,829,0.150000005960464,0.337000012397766,0.0829999968409538,0.231000006198883,0.245000004768372,0.467000007629395,13.8241729736328,38.2013854980469
"010105088802215040","010105088802215",0.899999976158142,143.600006103516,176.5,31.7000007629395,0.100000001490116,322,16,1,1,3,1,1,1,3,234,224,825,261,627,20,1522,180,37,1014,26,865,1306,24,893,1019,26,829,0.150000005960464,0.337000012397766,0.0829999968409538,0.231000006198883,0.245000004768372,0.467000007629395,13.8241729736328,38.2013854980469
"010105088802215055","010105088802215",0.899999976158142,143.600006103516,176.5,31.7000007629395,0.100000001490116,322,16,1,1,3,1,1,1,3,234,224,825,261,627,20,1522,180,37,1014,26,865,1306,24,893,1019,26,829,0.150000005960464,0.337000012397766,0.0829999968409538,0.231000006198883,0.245000004768372,0.467000007629395,13.8241729736328,38.2013854980469
