holder_id,household_id,s1q00,ea_id,saq14,pw_w4,saq01,saq02,saq03,saq04,saq05,saq06,saq07,saq08,saq09,saq15,s1q01,s1q02,s1q03,s1q04,s1q05
01010108880091002601,010101088800910026,2,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,26,1,2. livestock only ,**CONFIDENTIAL**,15,2. FEMALE,4. none ,
01010108880091002601,010101088800910026,3,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,26,1,2. livestock only ,**CONFIDENTIAL**,12,2. FEMALE,4. none ,
01010108880091002601,010101088800910026,4,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,26,1,2. livestock only ,**CONFIDENTIAL**,11,2. FEMALE,4. none ,
01010108880091002601,010101088800910026,5,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,26,1,2. livestock only ,**CONFIDENTIAL**,7,1. MALE,,
01010108880091002901,010101088800910029,1,010101088800910,1. RURAL,2892.689142857143,1. TIGRAY,01,01,8,88,009,10,29,1,4. none ,**CONFIDENTIAL**,20,2. FEMALE,4. none ,
01010108880091002901,010101088800910029,2,010101088800910,1. RURAL,2892.689142857143,1. TIGRAY,01,01,8,88,009,10,29,1,4. none ,**CONFIDENTIAL**,1,1. MALE,,
01010108880091003801,010101088800910038,1,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,38,1,3. Both livestock and crop production,**CONFIDENTIAL**,52,1. MALE,3. Both livestock and crop production,1. YES
01010108880091003801,010101088800910038,2,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,38,1,3. Both livestock and crop production,**CONFIDENTIAL**,48,2. FEMALE,4. none ,
01010108880091003801,010101088800910038,3,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,38,1,3. Both livestock and crop production,**CONFIDENTIAL**,24,1. MALE,4. none ,
01010108880091003801,010101088800910038,4,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,38,1,3. Both livestock and crop production,**CONFIDENTIAL**,32,2. FEMALE,4. none ,
01010108880091003801,010101088800910038,5,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,38,1,3. Both livestock and crop production,**CONFIDENTIAL**,27,2. FEMALE,4. none ,
01010108880091003801,010101088800910038,6,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,38,1,3. Both livestock and crop production,**CONFIDENTIAL**,25,2. FEMALE,4. none ,
01010108880091003801,010101088800910038,7,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,38,1,3. Both livestock and crop production,**CONFIDENTIAL**,20,2. FEMALE,4. none ,
01010108880091003801,010101088800910038,8,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,38,1,3. Both livestock and crop production,**CONFIDENTIAL**,19,2. FEMALE,4. none ,
01010108880091003801,010101088800910038,9,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,38,1,3. Both livestock and crop production,**CONFIDENTIAL**,15,2. FEMALE,4. none ,
01010108880091003801,010101088800910038,10,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,38,1,3. Both livestock and crop production,**CONFIDENTIAL**,5,2. FEMALE,,
01010108880091003801,010101088800910038,11,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,38,1,3. Both livestock and crop production,**CONFIDENTIAL**,3,2. FEMALE,,
01010108880091004601,010101088800910046,1,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,46,1,2. livestock only ,**CONFIDENTIAL**,34,2. FEMALE,2. livestock only ,1. YES
01010108880091004601,010101088800910046,2,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,46,1,2. livestock only ,**CONFIDENTIAL**,12,1. MALE,4. none ,
01010108880091004601,010101088800910046,3,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,46,1,2. livestock only ,**CONFIDENTIAL**,8,2. FEMALE,,
01010108880091004601,010101088800910046,4,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,46,1,2. livestock only ,**CONFIDENTIAL**,5,1. MALE,,
01010108880091004601,010101088800910046,5,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,46,1,2. livestock only ,**CONFIDENTIAL**,0,1. MALE,,
01010108880091005401,010101088800910054,1,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,54,1,3. Both livestock and crop production,**CONFIDENTIAL**,29,2. FEMALE,1. crop production only,1. YES
01010108880091005401,010101088800910054,2,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,54,1,3. Both livestock and crop production,**CONFIDENTIAL**,8,2. FEMALE,,
01010108880091005401,010101088800910054,3,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,54,1,3. Both livestock and crop production,**CONFIDENTIAL**,2,1. MALE,,
01010108880091006201,010101088800910062,1,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,62,1,3. Both livestock and crop production,**CONFIDENTIAL**,55,1. MALE,3. Both livestock and crop production,1. YES
01010108880091006201,010101088800910062,2,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,62,1,3. Both livestock and crop production,**CONFIDENTIAL**,42,2. FEMALE,4. none ,
01010108880091006201,010101088800910062,3,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,62,1,3. Both livestock and crop production,**CONFIDENTIAL**,18,1. MALE,4. none ,
01010108880091006201,010101088800910062,4,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,62,1,3. Both livestock and crop production,**CONFIDENTIAL**,17,2. FEMALE,4. none ,
01010108880091006201,010101088800910062,5,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,62,1,3. Both livestock and crop production,**CONFIDENTIAL**,9,1. MALE,,
01010108880091006201,010101088800910062,6,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,62,1,3. Both livestock and crop production,**CONFIDENTIAL**,21,1. MALE,4. none ,
01010108880091007001,010101088800910070,1,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,70,1,3. Both livestock and crop production,**CONFIDENTIAL**,70,2. FEMALE,3. Both livestock and crop production,1. YES
01010108880091007001,010101088800910070,2,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,70,1,3. Both livestock and crop production,**CONFIDENTIAL**,34,2. FEMALE,4. none ,
01010108880091007001,010101088800910070,3,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,70,1,3. Both livestock and crop production,**CONFIDENTIAL**,16,2. FEMALE,4. none ,
01010108880091007001,010101088800910070,4,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,70,1,3. Both livestock and crop production,**CONFIDENTIAL**,12,2. FEMALE,4. none ,
01010108880091008201,010101088800910082,1,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,82,1,3. Both livestock and crop production,**CONFIDENTIAL**,32,1. MALE,3. Both livestock and crop production,1. YES
01010108880091008201,010101088800910082,2,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,82,1,3. Both livestock and crop production,**CONFIDENTIAL**,26,2. FEMALE,4. none ,
01010108880091008201,010101088800910082,3,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,82,1,3. Both livestock and crop production,**CONFIDENTIAL**,6,2. FEMALE,,
01010108880091008201,010101088800910082,4,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,82,1,3. Both livestock and crop production,**CONFIDENTIAL**,3,1. MALE,,
01010108880091008201,010101088800910082,5,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,82,1,3. Both livestock and crop production,**CONFIDENTIAL**,0,2. FEMALE,,
01010108880091008301,010101088800910083,1,010101088800910,1. RURAL,2892.689142857143,1. TIGRAY,01,01,8,88,009,10,83,1,4. none ,**CONFIDENTIAL**,26,2. FEMALE,4. none ,
01010108880091008301,010101088800910083,2,010101088800910,1. RURAL,2892.689142857143,1. TIGRAY,01,01,8,88,009,10,83,1,4. none ,**CONFIDENTIAL**,4,2. FEMALE,,
01010108880091009301,010101088800910093,1,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,93,1,3. Both livestock and crop production,**CONFIDENTIAL**,53,2. FEMALE,3. Both livestock and crop production,1. YES
01010108880091009301,010101088800910093,2,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,93,1,3. Both livestock and crop production,**CONFIDENTIAL**,18,2. FEMALE,4. none ,
01010108880091009301,010101088800910093,3,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,93,1,3. Both livestock and crop production,**CONFIDENTIAL**,22,2. FEMALE,4. none ,
01010108880091009301,010101088800910093,4,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,93,1,3. Both livestock and crop production,**CONFIDENTIAL**,20,1. MALE,4. none ,
01010108880091009301,010101088800910093,5,010101088800910,1. RURAL,1658.475108571429,1. TIGRAY,01,01,8,88,009,10,93,1,3. Both livestock and crop production,**CONFIDENTIAL**,10,2. FEMALE,4. none ,
01010208880101001201,010102088801010012,1,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,12,1,2. livestock only ,**CONFIDENTIAL**,40,2. FEMALE,2. livestock only ,1. YES
01010208880101001201,010102088801010012,2,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,12,1,2. livestock only ,**CONFIDENTIAL**,16,2. FEMALE,4. none ,
01010208880101003401,010102088801010034,1,010102088801010,1. RURAL,4968.359214830971,1. TIGRAY,01,02,8,88,010,10,34,1,4. none ,**CONFIDENTIAL**,35,2. FEMALE,4. none ,
01010208880101003401,010102088801010034,2,010102088801010,1. RURAL,4968.359214830971,1. TIGRAY,01,02,8,88,010,10,34,1,4. none ,**CONFIDENTIAL**,16,1. MALE,4. none ,
01010208880101003401,010102088801010034,3,010102088801010,1. RURAL,4968.359214830971,1. TIGRAY,01,02,8,88,010,10,34,1,4. none ,**CONFIDENTIAL**,8,1. MALE,,
01010208880101003501,010102088801010035,1,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,35,1,3. Both livestock and crop production,**CONFIDENTIAL**,26,2. FEMALE,3. Both livestock and crop production,1. YES
01010208880101003501,010102088801010035,2,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,35,1,3. Both livestock and crop production,**CONFIDENTIAL**,8,2. FEMALE,,
01010208880101004801,010102088801010048,1,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,48,1,1. crop production only,**CONFIDENTIAL**,35,2. FEMALE,1. crop production only,1. YES
01010208880101004801,010102088801010048,2,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,48,1,1. crop production only,**CONFIDENTIAL**,16,1. MALE,4. none ,
01010208880101004801,010102088801010048,3,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,48,1,1. crop production only,**CONFIDENTIAL**,9,1. MALE,,
01010208880101006801,010102088801010068,1,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,68,1,3. Both livestock and crop production,**CONFIDENTIAL**,48,1. MALE,3. Both livestock and crop production,1. YES
01010208880101006801,010102088801010068,2,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,68,1,3. Both livestock and crop production,**CONFIDENTIAL**,35,2. FEMALE,4. none ,
01010208880101006801,010102088801010068,3,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,68,1,3. Both livestock and crop production,**CONFIDENTIAL**,18,2. FEMALE,4. none ,
01010208880101006801,010102088801010068,4,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,68,1,3. Both livestock and crop production,**CONFIDENTIAL**,13,1. MALE,4. none ,
01010208880101006801,010102088801010068,5,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,68,1,3. Both livestock and crop production,**CONFIDENTIAL**,10,1. MALE,4. none ,
01010208880101006801,010102088801010068,6,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,68,1,3. Both livestock and crop production,**CONFIDENTIAL**,7,2. FEMALE,,
01010208880101006801,010102088801010068,7,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,68,1,3. Both livestock and crop production,**CONFIDENTIAL**,5,2. FEMALE,,
01010208880101006801,010102088801010068,8,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,68,1,3. Both livestock and crop production,**CONFIDENTIAL**,2,1. MALE,,
01010208880101009001,010102088801010090,1,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,90,1,1. crop production only,**CONFIDENTIAL**,20,2. FEMALE,1. crop production only,1. YES
01010208880101010401,010102088801010104,1,010102088801010,1. RURAL,4968.359214830971,1. TIGRAY,01,02,8,88,010,10,104,1,4. none ,**CONFIDENTIAL**,28,2. FEMALE,4. none ,
01010208880101010401,010102088801010104,2,010102088801010,1. RURAL,4968.359214830971,1. TIGRAY,01,02,8,88,010,10,104,1,4. none ,**CONFIDENTIAL**,1,1. MALE,,
01010208880101011301,010102088801010113,1,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,113,1,2. livestock only ,**CONFIDENTIAL**,37,2. FEMALE,2. livestock only ,1. YES
01010208880101011301,010102088801010113,2,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,113,1,2. livestock only ,**CONFIDENTIAL**,15,1. MALE,4. none ,
01010208880101011301,010102088801010113,3,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,113,1,2. livestock only ,**CONFIDENTIAL**,10,2. FEMALE,4. none ,
01010208880101013601,010102088801010136,1,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,136,1,3. Both livestock and crop production,**CONFIDENTIAL**,60,2. FEMALE,3. Both livestock and crop production,1. YES
01010208880101014801,010102088801010148,1,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,148,1,3. Both livestock and crop production,**CONFIDENTIAL**,50,1. MALE,3. Both livestock and crop production,1. YES
01010208880101014801,010102088801010148,2,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,148,1,3. Both livestock and crop production,**CONFIDENTIAL**,38,2. FEMALE,4. none ,
01010208880101014801,010102088801010148,3,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,148,1,3. Both livestock and crop production,**CONFIDENTIAL**,20,2. FEMALE,2. livestock only ,2. NO
01010208880101014801,010102088801010148,4,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,148,1,3. Both livestock and crop production,**CONFIDENTIAL**,19,2. FEMALE,4. none ,
01010208880101014801,010102088801010148,5,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,148,1,3. Both livestock and crop production,**CONFIDENTIAL**,17,1. MALE,4. none ,
01010208880101014801,010102088801010148,6,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,148,1,3. Both livestock and crop production,**CONFIDENTIAL**,16,1. MALE,4. none ,
01010208880101014801,010102088801010148,7,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,148,1,3. Both livestock and crop production,**CONFIDENTIAL**,14,1. MALE,4. none ,
01010208880101014801,010102088801010148,8,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,148,1,3. Both livestock and crop production,**CONFIDENTIAL**,11,2. FEMALE,4. none ,
01010208880101014801,010102088801010148,9,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,148,1,3. Both livestock and crop production,**CONFIDENTIAL**,4,1. MALE,,
01010208880101014801,010102088801010148,10,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,148,1,3. Both livestock and crop production,**CONFIDENTIAL**,8,2. FEMALE,,
01010208880101014802,010102088801010148,1,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,148,2,2. livestock only ,**CONFIDENTIAL**,50,1. MALE,3. Both livestock and crop production,2. NO
01010208880101014802,010102088801010148,2,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,148,2,2. livestock only ,**CONFIDENTIAL**,38,2. FEMALE,4. none ,
01010208880101014802,010102088801010148,3,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,148,2,2. livestock only ,**CONFIDENTIAL**,20,2. FEMALE,2. livestock only ,1. YES
01010208880101014802,010102088801010148,4,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,148,2,2. livestock only ,**CONFIDENTIAL**,19,2. FEMALE,4. none ,
01010208880101014802,010102088801010148,5,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,148,2,2. livestock only ,**CONFIDENTIAL**,17,1. MALE,4. none ,
01010208880101014802,010102088801010148,6,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,148,2,2. livestock only ,**CONFIDENTIAL**,16,1. MALE,4. none ,
01010208880101014802,010102088801010148,7,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,148,2,2. livestock only ,**CONFIDENTIAL**,14,1. MALE,4. none ,
01010208880101014802,010102088801010148,8,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,148,2,2. livestock only ,**CONFIDENTIAL**,11,2. FEMALE,4. none ,
01010208880101014802,010102088801010148,9,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,148,2,2. livestock only ,**CONFIDENTIAL**,8,2. FEMALE,,
01010208880101014802,010102088801010148,10,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,148,2,2. livestock only ,**CONFIDENTIAL**,4,1. MALE,,
01010208880101016101,010102088801010161,1,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,161,1,3. Both livestock and crop production,**CONFIDENTIAL**,32,1. MALE,3. Both livestock and crop production,1. YES
01010208880101016101,010102088801010161,2,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,161,1,3. Both livestock and crop production,**CONFIDENTIAL**,22,2. FEMALE,4. none ,
01010208880101016101,010102088801010161,3,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,161,1,3. Both livestock and crop production,**CONFIDENTIAL**,6,1. MALE,,
01010208880101016101,010102088801010161,4,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,161,1,3. Both livestock and crop production,**CONFIDENTIAL**,3,1. MALE,,
01010208880101016101,010102088801010161,5,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,161,1,3. Both livestock and crop production,**CONFIDENTIAL**,0,1. MALE,,
01010208880101017301,010102088801010173,1,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,173,1,3. Both livestock and crop production,**CONFIDENTIAL**,70,1. MALE,3. Both livestock and crop production,1. YES
01010208880101017301,010102088801010173,2,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,173,1,3. Both livestock and crop production,**CONFIDENTIAL**,21,1. MALE,4. none ,
01010208880101017301,010102088801010173,3,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,173,1,3. Both livestock and crop production,**CONFIDENTIAL**,19,2. FEMALE,4. none ,
01010208880101017301,010102088801010173,4,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,173,1,3. Both livestock and crop production,**CONFIDENTIAL**,17,2. FEMALE,4. none ,
01010208880101017301,010102088801010173,5,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,173,1,3. Both livestock and crop production,**CONFIDENTIAL**,13,2. FEMALE,4. none ,
01010208880101017301,010102088801010173,6,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,173,1,3. Both livestock and crop production,**CONFIDENTIAL**,5,1. MALE,,
01010308880070900801,010103088800709008,1,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,8,1,3. Both livestock and crop production,**CONFIDENTIAL**,40,1. MALE,1. crop production only,1. YES
01010308880070900801,010103088800709008,2,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,8,1,3. Both livestock and crop production,**CONFIDENTIAL**,30,2. FEMALE,4. none ,
01010308880070901601,010103088800709016,1,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,16,1,3. Both livestock and crop production,**CONFIDENTIAL**,36,1. MALE,3. Both livestock and crop production,1. YES
01010308880070901601,010103088800709016,2,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,16,1,3. Both livestock and crop production,**CONFIDENTIAL**,28,2. FEMALE,4. none ,
01010308880070901601,010103088800709016,3,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,16,1,3. Both livestock and crop production,**CONFIDENTIAL**,9,2. FEMALE,,
01010308880070901601,010103088800709016,4,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,16,1,3. Both livestock and crop production,**CONFIDENTIAL**,5,1. MALE,,
01010308880070901601,010103088800709016,5,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,16,1,3. Both livestock and crop production,**CONFIDENTIAL**,2,1. MALE,,
01010308880070901601,010103088800709016,6,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,16,1,3. Both livestock and crop production,**CONFIDENTIAL**,26,1. MALE,4. none ,
01010308880070902401,010103088800709024,1,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,24,1,3. Both livestock and crop production,**CONFIDENTIAL**,40,2. FEMALE,3. Both livestock and crop production,1. YES
01010308880070902401,010103088800709024,2,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,24,1,3. Both livestock and crop production,**CONFIDENTIAL**,18,1. MALE,4. none ,
01010308880070902401,010103088800709024,3,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,24,1,3. Both livestock and crop production,**CONFIDENTIAL**,14,2. FEMALE,4. none ,
01010308880070902401,010103088800709024,4,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,24,1,3. Both livestock and crop production,**CONFIDENTIAL**,6,2. FEMALE,,
01010308880070902401,010103088800709024,5,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,24,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,2. FEMALE,,
01010308880070903201,010103088800709032,1,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,32,1,3. Both livestock and crop production,**CONFIDENTIAL**,72,2. FEMALE,3. Both livestock and crop production,1. YES
01010308880070903201,010103088800709032,2,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,32,1,3. Both livestock and crop production,**CONFIDENTIAL**,28,2. FEMALE,1. crop production only,2. NO
01010308880070903201,010103088800709032,3,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,32,1,3. Both livestock and crop production,**CONFIDENTIAL**,6,1. MALE,,
01010308880070903202,010103088800709032,1,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,32,2,1. crop production only,**CONFIDENTIAL**,72,2. FEMALE,3. Both livestock and crop production,2. NO
01010308880070903202,010103088800709032,2,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,32,2,1. crop production only,**CONFIDENTIAL**,28,2. FEMALE,1. crop production only,1. YES
01010308880070903202,010103088800709032,3,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,32,2,1. crop production only,**CONFIDENTIAL**,6,1. MALE,,
