household_id,individual_id,bi2_hhm_new,bi3_hhm_stillm,bi4_hhm_gender,bi5_hhm_age,bi5_hhm_age_months,bi6_hhm_relhhh,bi6_hhm_relhhh_other,key,roster_key,submissiondate
010103088800709056,6,No,Yes,Male,7,,3. Son/Daughter,,uuid:60fa5372-8fac-4c9f-8fc8-3dc16ebefe6d,uuid:60fa5372-8fac-4c9f-8fc8-3dc16ebefe6d/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[6],2020-04-23T16:35:42Z
010103088800709056,7,No,Yes,Male,3,5,3. Son/Daughter,,uuid:60fa5372-8fac-4c9f-8fc8-3dc16ebefe6d,uuid:60fa5372-8fac-4c9f-8fc8-3dc16ebefe6d/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[7],2020-04-23T16:35:42Z
010103088800709056,8,No,Yes,Female,0,10,3. Son/Daughter,,uuid:60fa5372-8fac-4c9f-8fc8-3dc16ebefe6d,uuid:60fa5372-8fac-4c9f-8fc8-3dc16ebefe6d/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[8],2020-04-23T16:35:42Z
010103088800709056,9,No,No,Female,83,,5. Father/Mother,,uuid:60fa5372-8fac-4c9f-8fc8-3dc16ebefe6d,uuid:60fa5372-8fac-4c9f-8fc8-3dc16ebefe6d/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[9],2020-04-23T16:35:42Z
010103088800709072,1,No,Yes,Male,44,,1. Head,,uuid:aea3e262-03fa-4533-b48f-00a95b0268e5,uuid:aea3e262-03fa-4533-b48f-00a95b0268e5/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],2020-04-23T16:35:29Z
010103088800709072,2,No,Yes,Female,30,,2. Spouse,,uuid:aea3e262-03fa-4533-b48f-00a95b0268e5,uuid:aea3e262-03fa-4533-b48f-00a95b0268e5/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[2],2020-04-23T16:35:29Z
010103088800709072,3,No,Yes,Male,12,,3. Son/Daughter,,uuid:aea3e262-03fa-4533-b48f-00a95b0268e5,uuid:aea3e262-03fa-4533-b48f-00a95b0268e5/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[3],2020-04-23T16:35:29Z
010103088800709072,4,No,Yes,Male,10,,3. Son/Daughter,,uuid:aea3e262-03fa-4533-b48f-00a95b0268e5,uuid:aea3e262-03fa-4533-b48f-00a95b0268e5/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[4],2020-04-23T16:35:29Z
010103088800709072,5,No,Yes,Female,7,,3. Son/Daughter,,uuid:aea3e262-03fa-4533-b48f-00a95b0268e5,uuid:aea3e262-03fa-4533-b48f-00a95b0268e5/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[5],2020-04-23T16:35:29Z
010103088800709072,6,No,Yes,Male,4,5,3. Son/Daughter,,uuid:aea3e262-03fa-4533-b48f-00a95b0268e5,uuid:aea3e262-03fa-4533-b48f-00a95b0268e5/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[6],2020-04-23T16:35:29Z
010103088800709072,7,No,Yes,Female,1,3,3. Son/Daughter,,uuid:aea3e262-03fa-4533-b48f-00a95b0268e5,uuid:aea3e262-03fa-4533-b48f-00a95b0268e5/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[7],2020-04-23T16:35:29Z
010103088800709072,8,No,Yes,Female,70,,5. Father/Mother,,uuid:aea3e262-03fa-4533-b48f-00a95b0268e5,uuid:aea3e262-03fa-4533-b48f-00a95b0268e5/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[8],2020-04-23T16:35:29Z
010104010100101028,1,No,Yes,Female,50,,1. Head,,uuid:6369fa3d-f18c-4e7a-8017-3350d10807de,uuid:6369fa3d-f18c-4e7a-8017-3350d10807de/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],2020-05-01T16:05:46Z
010104010100101028,2,No,Yes,Male,60,,2. Spouse,,uuid:6369fa3d-f18c-4e7a-8017-3350d10807de,uuid:6369fa3d-f18c-4e7a-8017-3350d10807de/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[2],2020-05-01T16:05:46Z
010104010100101028,3,No,Yes,Female,25,,3. Son/Daughter,,uuid:6369fa3d-f18c-4e7a-8017-3350d10807de,uuid:6369fa3d-f18c-4e7a-8017-3350d10807de/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[3],2020-05-01T16:05:46Z
010104010100101028,4,No,Yes,Female,15,,3. Son/Daughter,,uuid:6369fa3d-f18c-4e7a-8017-3350d10807de,uuid:6369fa3d-f18c-4e7a-8017-3350d10807de/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[4],2020-05-01T16:05:46Z
010104010100101028,5,No,Yes,Male,10,,3. Son/Daughter,,uuid:6369fa3d-f18c-4e7a-8017-3350d10807de,uuid:6369fa3d-f18c-4e7a-8017-3350d10807de/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[5],2020-05-01T16:05:46Z
010104010100101028,6,No,Yes,Female,3,3,3. Son/Daughter,,uuid:6369fa3d-f18c-4e7a-8017-3350d10807de,uuid:6369fa3d-f18c-4e7a-8017-3350d10807de/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[6],2020-05-01T16:05:46Z
010104010100101044,1,No,Yes,Female,25,,1. Head,,uuid:3059e843-8ad1-486b-b1b4-c4372b03b11d,uuid:3059e843-8ad1-486b-b1b4-c4372b03b11d/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],2020-05-06T15:17:19Z
010104010100101060,1,No,Yes,Male,28,,1. Head,,uuid:8c1aec6f-25aa-40d3-9acd-49231844120f,uuid:8c1aec6f-25aa-40d3-9acd-49231844120f/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],2020-04-29T17:19:59Z
010104010100101060,2,No,Yes,Female,24,,2. Spouse,,uuid:8c1aec6f-25aa-40d3-9acd-49231844120f,uuid:8c1aec6f-25aa-40d3-9acd-49231844120f/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[2],2020-04-29T17:19:59Z
010104010100101076,1,No,Yes,Female,42,,1. Head,,uuid:2d8354ac-88f1-43e0-8c68-545825cde4c7,uuid:2d8354ac-88f1-43e0-8c68-545825cde4c7/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],2020-04-29T17:27:55Z
010104010100101076,2,No,Yes,Male,20,,3. Son/Daughter,,uuid:2d8354ac-88f1-43e0-8c68-545825cde4c7,uuid:2d8354ac-88f1-43e0-8c68-545825cde4c7/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[2],2020-04-29T17:27:55Z
010104010100101076,3,No,Yes,Male,16,,3. Son/Daughter,,uuid:2d8354ac-88f1-43e0-8c68-545825cde4c7,uuid:2d8354ac-88f1-43e0-8c68-545825cde4c7/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[3],2020-04-29T17:27:55Z
010104010100101108,1,No,Yes,Male,20,,1. Head,,uuid:ba766c9f-82f5-4551-beda-6b2985eec949,uuid:ba766c9f-82f5-4551-beda-6b2985eec949/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],2020-05-01T16:06:29Z
010104010100101108,2,No,Yes,Female,18,,2. Spouse,,uuid:ba766c9f-82f5-4551-beda-6b2985eec949,uuid:ba766c9f-82f5-4551-beda-6b2985eec949/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[2],2020-05-01T16:06:29Z
010104010100101140,1,No,Yes,Male,40,,1. Head,,uuid:09369f8b-5479-4e79-b522-8833f10bce4f,uuid:09369f8b-5479-4e79-b522-8833f10bce4f/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],2020-05-06T15:18:29Z
010104010100101140,2,No,Yes,Female,28,,2. Spouse,,uuid:09369f8b-5479-4e79-b522-8833f10bce4f,uuid:09369f8b-5479-4e79-b522-8833f10bce4f/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[2],2020-05-06T15:18:29Z
010104010100101140,3,No,Yes,Male,17,,3. Son/Daughter,,uuid:09369f8b-5479-4e79-b522-8833f10bce4f,uuid:09369f8b-5479-4e79-b522-8833f10bce4f/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[3],2020-05-06T15:18:29Z
010104010100101140,4,No,Yes,Female,16,,3. Son/Daughter,,uuid:09369f8b-5479-4e79-b522-8833f10bce4f,uuid:09369f8b-5479-4e79-b522-8833f10bce4f/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[4],2020-05-06T15:18:29Z
010104010100101140,5,No,Yes,Male,11,,3. Son/Daughter,,uuid:09369f8b-5479-4e79-b522-8833f10bce4f,uuid:09369f8b-5479-4e79-b522-8833f10bce4f/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[5],2020-05-06T15:18:29Z
010104010100101156,1,No,Yes,Male,57,,1. Head,,uuid:07ca77dd-3bac-44da-81fe-d7f99cd83eab,uuid:07ca77dd-3bac-44da-81fe-d7f99cd83eab/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],2020-04-29T17:22:57Z
010104010100101156,2,No,Yes,Female,37,,2. Spouse,,uuid:07ca77dd-3bac-44da-81fe-d7f99cd83eab,uuid:07ca77dd-3bac-44da-81fe-d7f99cd83eab/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[2],2020-04-29T17:22:57Z
010104010100101156,3,No,Yes,Female,20,,3. Son/Daughter,,uuid:07ca77dd-3bac-44da-81fe-d7f99cd83eab,uuid:07ca77dd-3bac-44da-81fe-d7f99cd83eab/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[3],2020-04-29T17:22:57Z
010104010100101156,4,No,Yes,Female,18,,3. Son/Daughter,,uuid:07ca77dd-3bac-44da-81fe-d7f99cd83eab,uuid:07ca77dd-3bac-44da-81fe-d7f99cd83eab/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[4],2020-04-29T17:22:57Z
010104010100101156,5,No,Yes,Male,14,,3. Son/Daughter,,uuid:07ca77dd-3bac-44da-81fe-d7f99cd83eab,uuid:07ca77dd-3bac-44da-81fe-d7f99cd83eab/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[5],2020-04-29T17:22:57Z
010104010100101156,6,No,Yes,Female,10,,3. Son/Daughter,,uuid:07ca77dd-3bac-44da-81fe-d7f99cd83eab,uuid:07ca77dd-3bac-44da-81fe-d7f99cd83eab/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[6],2020-04-29T17:22:57Z
010104010100101156,7,No,Yes,Female,6,,3. Son/Daughter,,uuid:07ca77dd-3bac-44da-81fe-d7f99cd83eab,uuid:07ca77dd-3bac-44da-81fe-d7f99cd83eab/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[7],2020-04-29T17:22:57Z
