household_id,ii4_resp_id,phw1,cs4_sector,cs5_eaid,cs6_hhid,cs7_hhh_id,cs1_region,cs2_zoneid,cs3_woredaid,cs3c_cityid,cs3c_subcityid,cs3b_kebeleid,ea_id,cs_startdate,cs_submissiondate,cs7a_hhh_gender,cs7a_hhh_age,cs12_round,ii1_attempt,bi_locchange,bi_same_hhh,kn1_heard,kn2_meas_handwash,kn2_meas_handshake,kn2_meas_maskglove,kn2_meas_travel,kn2_meas_stayhome,kn2_meas_gatherings,kn2_meas_distance,kn2_meas_facetouch,kn3_gov,kn3_gov_1,kn3_gov_2,kn3_gov_3,kn3_gov_4,kn3_gov_5,kn3_gov_6,kn3_gov_7,kn3_gov_8,kn3_gov_9,kn3_gov_10,kn3_gov_11,kn3_gov_12,kn3_gov_0,kn3_gov__98,kn3_gov__99,kn3_gov__96,kn3_gov_other,bh1_handwash,bh2_handshake,bh3_gatherings,ac1_atb_med,ac2_atb_med_why,ac2_atb_med_why_other,ac1_atb_teff,ac2_atb_teff_why,ac2_atb_teff_why_other,ac1_atb_wheat,ac2_atb_wheat_why,ac2_atb_wheat_why_other,ac1_atb_maize,ac2_atb_maize_why,ac2_atb_maize_why_other,ac1_atb_oil,ac2_atb_oil_why,ac2_atb_oil_why_other,ac3_sch_child,ac4_sch_girls,ac4_sch_boys,ac4_2_edu,ac5_edu_type,ac5_edu_type_1,ac5_edu_type_2,ac5_edu_type_3,ac5_edu_type_4,ac5_edu_type_5,ac5_edu_type__98,ac5_edu_type__99,ac5_edu_type__96,ac5_edu_type_other,ac6_med,ac7_med_access,ac8_med_access_reas,ac8_med_access_reas_other,ac9_bank,em1_work_cur,em6_work_cur_act,em6_work_cur_act_other,em7_work_cur_status,em7_work_cur_status_other,em8_work_cur_same,em9_work_change_why,em9_work_change_why_other,em2_work_pre,em3_work_no_why,em3_work_no_why_other,em4_work_pre_act,em4_work_pre_act_other,em5_work_pre_status,em5_work_pre_status_other,em12_work_cur_able,em13_work_cur_notable_paid,em14_work_cur_notable_why,em14_work_cur_notable_why_other,em15_bus,em16_bus_sector,em16_bus_sector_other,em17_bus_inc,em18_bus_inc_low_amt,em19_bus_inc_low_why,em19_bus_inc_low_why_1,em19_bus_inc_low_why_2,em19_bus_inc_low_why_3,em19_bus_inc_low_why_4,em19_bus_inc_low_why_5,em19_bus_inc_low_why_6,em19_bus_inc_low_why_7,em19_bus_inc_low_why__98,em19_bus_inc_low_why__99,em19_bus_inc_low_why__96,em19_bus_inc_low_why_other,em20_farm,em21_farm_norm,em22_farm_norm_why,em22_farm_norm_why_1,em22_farm_norm_why_2,em22_farm_norm_why_3,em22_farm_norm_why_4,em22_farm_norm_why_5,em22_farm_norm_why_6,em22_farm_norm_why_7,em22_farm_norm_why__98,em22_farm_norm_why__99,em22_farm_norm_why__96,em22_farm_norm_why_other,em23_we,em24_we_layoff,em25_we_layoff_covid,lc1_farm,lc2_farm_chg,lc1_bus,lc2_bus_chg,lc1_we,lc2_we_chg,lc1_rem_dom,lc2_rem_dom_chg,lc1_rem_for,lc2_rem_for_chg,lc1_isp,lc2_isp_chg,lc1_pen,lc2_pen_chg,lc1_gov,lc2_gov_chg,lc1_ngo,lc2_ngo_chg,lc1_other,lc1_other_source,lc2_other_chg,lc3_total_chg,lc4_total_chg_cope,lc4_total_chg_cope_1,lc4_total_chg_cope_2,lc4_total_chg_cope_3,lc4_total_chg_cope_4,lc4_total_chg_cope_5,lc4_total_chg_cope_6,lc4_total_chg_cope_7,lc4_total_chg_cope_8,lc4_total_chg_cope_9,lc4_total_chg_cope_10,lc4_total_chg_cope_11,lc4_total_chg_cope_12,lc4_total_chg_cope_13,lc4_total_chg_cope_14,lc4_total_chg_cope_15,lc4_total_chg_cope_0,lc4_total_chg_cope__98,lc4_total_chg_cope__99,lc4_total_chg_cope__96,lc4_total_chg_cope_other,fi7_outoffood,fi8_hungrynoteat,fi6_noteatfullday,as1_assist_type,as1_assist_type_1,as1_assist_type_2,as1_assist_type_3,as1_assist_type_0,as1_assist_type__98,as1_assist_type__99,as1_assist_type__96,as1_assist_type_other,as3_food_value,as2_food_psnp,as4_food_source,as4_food_source_other,as3_forwork_value_food,as3_forwork_value_cash,as2_forwork_psnp,as4_forwork_source,as4_forwork_source_other,as3_cash_value,as2_cash_psnp,as4_cash_source,as4_cash_source_other,as3_other_value,as2_other_psnp,as4_other_source,as4_other_source_other,ir1_endearly,ir1_whyendearly,ir1_whyendearly_other,ir_lang,ir_understand,ir_confident,key
020302088800306039,2,893.36260986328125,Rural,6,39,1,Afar,3,2,8,88,3,020302088800306,2020-04-25T14:20:48Z,2020-04-25T18:19:22Z,Male,90,Round 1 (Baseline),1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1 6,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,No,Decrease in regular income,,Yes,,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Yes,,,,,,,,,,,,,,,,,Yes,Yes,,,No,No,,,,,,,.,No,,,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,No,,Yes,Stayed the same,No,,No,,No,,Yes,Stayed the same,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:ccc25928-e5a0-4d3c-b6cc-804289b76989
020302088800306049,1,326.10784912109375,Rural,6,49,1,Afar,3,2,8,88,3,020302088800306,2020-04-25T13:13:50Z,2020-04-25T18:19:15Z,Male,49,Round 1 (Baseline),1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1 2 6,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,Not Applicable (did not need to buy medicine),,,Yes,,,Yes,,,Yes,,,Yes,,,Yes,1,2,Yes,1 2,Yes,Yes,No,No,No,No,No,No,,Yes,Yes,,,No,No,,,,,,,.,Yes,Temporarily absent,,Industry/manufacturing,,Employee (Government),,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,No,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:c50d57d3-e7df-448d-b731-aea91d72dc89
020302088800306064,1,326.10784912109375,Rural,6,64,1,Afar,3,2,8,88,3,020302088800306,2020-04-25T12:48:05Z,2020-04-25T18:19:06Z,Female,52,Round 1 (Baseline),1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1 6,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,No,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Yes,,,Not Applicable (did not need to buy maize),,,Not Applicable (did not need to buy edible oil),,,,,,,,,,,,,,,,,No,,,,No,No,,,,,,,.,No,,,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,Yes,Reduced,Yes,Reduced,No,,Yes,Reduced,Yes,Reduced,No,,No,,No,,No,,,Reduced,11,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,No,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:4aa75fce-2a04-4c6e-8e46-2667d57ec745
020302088800306075,1,4431.15087890625,Rural,6,75,1,Afar,3,2,8,88,3,020302088800306,2020-04-25T12:19:49Z,2020-04-25T18:18:59Z,Female,29,Round 1 (Baseline),1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1 2 6 10,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,,Yes,Yes,Yes,Not Applicable (did not need to buy medicine),,,Yes,,,Not Applicable (did not need to buy wheat in any form),,,Yes,,,Yes,,,,,,,,,,,,,,,,,No,,,,No,Yes,"Restaurants, hotels, bars, cafes",,Employee (Domestic),,Yes,,.,,,,,,,,No,No,Temporarily absent,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:f3a96c16-51ee-4fa1-8545-4089e178ff64
020302088800306088,2,387.0387878417969,Rural,6,88,1,Afar,3,2,8,88,3,020302088800306,2020-04-25T11:42:55Z,2020-04-25T18:18:51Z,Female,51,Round 1 (Baseline),1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1 4 6,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,Yes,,,Yes,,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Not Applicable (did not need to buy edible oil),,,,,,,,,,,,,,,,,No,,,,No,No,,,,,,,.,No,,,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Reduced,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,Yes,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:533a5498-d6b5-4e2b-babd-59c3a3546e16
020303088800501015,1,1635.4012451171875,Rural,1,15,1,Afar,3,3,8,88,5,020303088800501,2020-04-25T09:33:21Z,2020-04-25T18:18:35Z,Male,42,Round 1 (Baseline),1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1 6,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,Yes,No,Yes,Yes,,,Yes,,,Yes,,,Yes,,,Yes,,,,,,,,,,,,,,,,,No,,,,"Yes, and successfully received the service",Yes,Agriculture,,Employee (Private Sector),,Yes,,.,,,,,,,,Yes,,,,Yes,Agriculture,,The same as usual,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,No,,Yes,Stayed the same,Yes,Stayed the same,No,,No,,Yes,Stayed the same,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:cfff5a26-007f-4950-8ebc-4456c6e70d51
020303088800501098,1,5151.6162109375,Rural,1,98,1,Afar,3,3,8,88,5,020303088800501,2020-04-23T20:38:56Z,2020-04-23T21:11:39Z,Male,26,Round 1 (Baseline),1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,Yes,No,No,Not Applicable (did not need to buy medicine),,,Yes,,,No,Shops have run out of stock,,Yes,,,No,Increase in price,,,,,,,,,,,,,,,,Yes,No,Lack of money,,"Yes, and successfully received the service",No,,,,,,,.,Yes,Lost job/no business because of coronavirus,,Education and Health,,Employee (Government),,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,Yes,Yes,Unrelated to coronavirus,No,,No,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:dc4c9db7-8316-4fde-971a-101dcd532348
020303088800501100,1,5151.6162109375,Rural,1,100,1,Afar,3,3,8,88,5,020303088800501,2020-04-24T09:32:52Z,2020-04-24T16:43:55Z,Male,25,Round 1 (Baseline),1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2 5 6,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,Not Applicable (did not need to buy medicine),,,Yes,,,Yes,,,Not Applicable (did not need to buy maize),,,Yes,,,,,,,,,,,,,,,,,No,,,,"Yes, and successfully received the service",No,,,,,,,.,Yes,Lost job/no business because of coronavirus,,Agriculture,,Employee (Government),,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,No,,Yes,Stayed the same,No,,No,,Yes,Stayed the same,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:787defe2-0695-45c1-9656-7d880a1f90a5
020304088800703014,1,264.973876953125,Rural,3,14,1,Afar,3,4,8,88,7,020304088800703,2020-04-27T14:38:05Z,2020-04-27T18:03:03Z,Female,28,Round 1 (Baseline),1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1 6 10,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,,Yes,Yes,Yes,Not Applicable (did not need to buy medicine),,,Yes,,,Yes,,,Not Applicable (did not need to buy maize),,,Yes,,,,,,,,,,,,,,,,,No,,,,No,No,,,,,,,.,No,,,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,No,,Yes,Stayed the same,Yes,Total (100%) loss,No,,Yes,Reduced,No,,No,,No,,No,,,Reduced,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,No,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:9acabcb1-3c23-4ff8-89aa-970afd769a16
020305010100306020,1,518.07476806640625,Urban,6,20,1,Afar,3,5,1,1,3,020305010100306,2020-05-04T12:55:31Z,2020-05-04T18:22:19Z,Female,34,Round 1 (Baseline),2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10 12,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,,Yes,Yes,Yes,Not Applicable (did not need to buy medicine),,,Yes,,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Yes,,,Yes,,1,Yes,1 2,Yes,Yes,No,No,No,No,No,No,,No,,,,No,Yes,"Restaurants, hotels, bars, cafes",,Unpaid Family Worker,,Yes,,.,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,Yes,Reduced,No,,No,,No,,No,,No,,No,,No,,No,,,Reduced,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,No,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:3d5ee838-6401-49b1-b4f4-07f47e364a61
020305010100306048,1,518.07476806640625,Urban,6,48,1,Afar,3,5,1,1,3,020305010100306,2020-04-24T08:49:58Z,2020-04-24T16:43:27Z,Female,27,Round 1 (Baseline),1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4 5 10,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,,Yes,Yes,Yes,Yes,,,Not Applicable (did not need to buy teff or injera),,,No,Increase in price,,Not Applicable (did not need to buy maize),,,Yes,,,Yes,1,,Yes,1,Yes,No,No,No,No,No,No,No,,No,,,,"Yes, and successfully received the service",No,,,,,,,.,No,,,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,No,,Yes,Total (100%) loss,Yes,Reduced,No,,No,,No,,No,,No,,No,,,Total (100%) loss,3 4 6,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:e351ddc3-6ab5-49a7-9a1a-655d15b77949
020305010100306062,1,417.4035949707031,Urban,6,62,1,Afar,3,5,1,1,3,020305010100306,2020-04-28T09:34:18Z,2020-04-28T15:59:02Z,Female,29,Round 1 (Baseline),6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2 10,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,Yes,Yes,Yes,Not Applicable (did not need to buy medicine),,,Yes,,,Yes,,,Not Applicable (did not need to buy maize),,,Not Applicable (did not need to buy edible oil),,,Yes,1,,Yes,1 2,Yes,Yes,No,No,No,No,No,No,,No,,,,"Yes, and successfully received the service",No,,,,,,,.,No,,,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,Yes,Reduced,No,,No,,No,,No,,No,,No,,No,,No,,,Reduced,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,No,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:88ddf8db-f38d-4d3f-baac-d8c94d86b565
020305010100306090,2,417.4035949707031,Urban,6,90,1,Afar,3,5,1,1,3,020305010100306,2020-05-04T12:09:20Z,2020-05-04T18:20:21Z,Male,38,Round 1 (Baseline),2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1 10 11 12,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,,Yes,Yes,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Yes,,,,,,,,,,,,,,,,,No,,,,"Yes, and successfully received the service",Yes,Wholesale and retail trade,,Unpaid Family Worker,,Yes,,.,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,Yes,Reduced,No,,No,,No,,No,,No,,No,,No,,No,,,Reduced,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,No,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:eea5e49a-e64d-4c74-9ce3-4ac122496462
020305010100306118,1,417.4035949707031,Urban,6,118,1,Afar,3,5,1,1,3,020305010100306,2020-05-05T09:38:25Z,2020-05-05T17:35:40Z,Male,30,Round 1 (Baseline),2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1 10 12,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,,Yes,Yes,Yes,Yes,,,Yes,,,Yes,,,Not Applicable (did not need to buy maize),,,Not Applicable (did not need to buy edible oil),,,,,,,,,,,,,,,,,No,,,,No,Yes,Wholesale and retail trade,,Employee (Private Sector),,Yes,,.,,,,,,,,Yes,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,Yes,Total (100%) loss,Yes,Stayed the same,Yes,Stayed the same,No,,No,,No,,Yes,Stayed the same,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:3f5dcfaf-522b-4a66-a9bb-8258dbacf729
020305010100306132,1,456.61541748046875,Urban,6,132,1,Afar,3,5,1,1,3,020305010100306,2020-05-05T13:07:53Z,2020-05-05T17:37:05Z,Male,36,Round 1 (Baseline),6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,Yes,Yes,Yes,Not Applicable (did not need to buy medicine),,,Yes,,,Yes,,,Not Applicable (did not need to buy maize),,,Yes,,,Yes,,2,Yes,3,No,No,Yes,No,No,No,No,No,,No,,,,No,Yes,Public administration (government),,Employee (Government),,Yes,,.,,,,,,,,Yes,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,No,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:efb1fb59-adee-4f69-b28f-11d77839ed85
020305010100306146,1,518.07476806640625,Urban,6,146,1,Afar,3,5,1,1,3,020305010100306,2020-05-04T11:46:46Z,2020-05-04T18:20:10Z,Male,52,Round 1 (Baseline),3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1 2 10 12,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,,Yes,Yes,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Not Applicable (did not need to buy edible oil),,,Yes,1,1,No,,,,,,,,,,,No,,,,No,No,,,,,,,.,No,,,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Total (100%) loss,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,No,No,No,1,Yes,No,No,No,No,No,No,,270,No,Volunteers or Youth Volunteer Group,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:86717475-f843-4cd3-b197-16a5ea41ed04
020305010100306160,1,608.8084716796875,Urban,6,160,1,Afar,3,5,1,1,3,020305010100306,2020-05-05T12:45:03Z,2020-05-05T17:36:57Z,Female,58,Round 1 (Baseline),8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1 10 12,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,,Yes,Yes,Yes,Yes,,,Yes,,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Yes,,,,,,,,,,,,,,,,,No,,,,No,Yes,Wholesale and retail trade,,Unpaid Family Worker,,Yes,,.,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,Yes,Reduced,No,,No,,No,,No,,No,,No,,No,,No,,,Reduced,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,No,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Afar,Displayed no problems speaking or understanding the language,Very confident,uuid:f92a62cb-2a7b-495b-a416-96d41ad4de0b
020305010100306174,1,417.4035949707031,Urban,6,174,1,Afar,3,5,1,1,3,020305010100306,2020-05-04T11:19:05Z,2020-05-04T18:20:02Z,Male,50,Round 1 (Baseline),5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1 10 12,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,,Yes,Yes,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Not Applicable (did not need to buy edible oil),,,Yes,1,1,Yes,1 3,Yes,No,Yes,No,No,No,No,No,,No,,,,No,Yes,Wholesale and retail trade,,Unpaid Family Worker,,Yes,,.,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,Yes,Reduced,No,,No,,No,,No,,No,,No,,No,,No,,,Reduced,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,No,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:48310d43-63fc-464d-b558-1923c23333b7
020305010100306188,3,722.56005859375,Urban,6,188,1,Afar,3,5,1,1,3,020305010100306,2020-04-24T09:53:48Z,2020-04-24T16:41:44Z,Female,70,Round 1 (Baseline),1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,Yes,Yes,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Yes,,,Yes,,,Yes,,,No,,,,,,,,,,,,,,No,,,,No,No,,,,,,,.,Yes,Temporarily absent,,"Personal services (beauty salons, hairdressers, barbers, etc.)",,Casual Worker,,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,No,,Yes,Total (100%) loss,No,,No,,No,,No,,No,,No,,No,,,Total (100%) loss,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,Yes,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:16fe7616-6e33-4b3a-a9fd-72de52f831aa
020305010100306202,1,456.61541748046875,Urban,6,202,1,Afar,3,5,1,1,3,020305010100306,2020-05-04T10:56:28Z,2020-05-04T18:19:53Z,Male,42,Round 1 (Baseline),5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1 10 12,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,,Yes,Yes,Yes,Yes,,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Not Applicable (did not need to buy edible oil),,,Yes,,1,No,,,,,,,,,,,No,,,,"Yes, and successfully received the service",Yes,Agriculture,,Unpaid Family Worker,,Yes,,.,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,Yes,Stayed the same,No,,No,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:eac27564-5e11-4b9a-849e-4186b1277167
