key,household_id,ea_id,cs_startdate,cs_submissiondate,cs1_region,cs2_zoneid,cs3_woredaid,cs3c_cityid,cs3c_subcityid,cs3b_kebeleid,cs4_sector,cs5_eaid,cs6_hhid,cs7_hhh_id,cs7a_hhh_gender,cs7a_hhh_age,cs12_round,ii1_attempt,ii4_resp_same,ii4_resp_id,ii4_resp_gender,ii4_resp_age,ii4_resp_relhhh,bi_same_hhh,bh1_handwash_freq,bh2_mask_freq,bh3_cov_fear,bh4_cov_fin,ac1_atb_med,ac2_atb_med_why,ac2_atb_med_why_other,ac1_atb_teff,ac2_atb_teff_why,ac2_atb_teff_why_other,ac1_atb_wheat,ac2_atb_wheat_why,ac2_atb_wheat_why_other,ac1_atb_maize,ac2_atb_maize_why,ac2_atb_maize_why_other,ac1_atb_oil,ac2_atb_oil_why,ac2_atb_oil_why_other,ac3a_pri_sch_child,ac4a_pri_child,ac5a_pri_edu_type,ac5a_pri_edu_type_1,ac5a_pri_edu_type_2,ac5a_pri_edu_type_3,ac5a_pri_edu_type_4,ac5a_pri_edu_type_5,ac5a_pri_edu_type__96,ac5a_pri_edu_type__98,ac5a_pri_edu_type__99,ac5a_pri_edu_type_other,ac3b_sec_sch_child,ac4b_sec_child,ac5b_sec_edu_type,ac5b_sec_edu_type_1,ac5b_sec_edu_type_2,ac5b_sec_edu_type_3,ac5b_sec_edu_type_4,ac5b_sec_edu_type_5,ac5b_sec_edu_type__96,ac5b_sec_edu_type__98,ac5b_sec_edu_type__99,ac5b_sec_edu_type_other,ac6_med,ac7_med_access,ac8_med_access_reas,ac8_med_access_reas_other,ac9_bank,em1_work_cur,em6_work_cur_act,em6_work_cur_act_other,em7_work_cur_status,em7_work_cur_status_other,em8_work_cur_same,em9_work_change_why,em9_work_change_why_other,em2_work_pre,em3_work_no_why,em3_work_no_why_other,em4_work_pre_act,em4_work_pre_act_other,em5_work_pre_status,em5_work_pre_status_other,em12_work_cur_able,em13_work_cur_notable_paid,em14_work_cur_notable_why,em14_work_cur_notable_why_other,em15_bus,em15a_bus_prev,em15b_bus_prev_closed,em15b_bus_prev_closed_other,em15c_bus_new,em16_bus_sector,em16_bus_sector_other,em17_bus_inc,em18_bus_inc_low_amt,em19_bus_inc_low_why,em19_bus_inc_low_why_1,em19_bus_inc_low_why_2,em19_bus_inc_low_why_3,em19_bus_inc_low_why_4,em19_bus_inc_low_why_5,em19_bus_inc_low_why_6,em19_bus_inc_low_why_7,em19_bus_inc_low_why__98,em19_bus_inc_low_why__99,em19_bus_inc_low_why__96,em19_bus_inc_low_why_other,em20_farm,em21_farm_norm,em22_farm_norm_why,em22_farm_norm_why_1,em22_farm_norm_why_2,em22_farm_norm_why_3,em22_farm_norm_why_4,em22_farm_norm_why_5,em22_farm_norm_why_6,em22_farm_norm_why_7,em22_farm_norm_why__98,em22_farm_norm_why__99,em22_farm_norm_why__96,em22_farm_norm_why_other,em23_we,em24_we_layoff,em25_we_layoff_covid,lc1_farm,lc2_farm_chg,lc1_bus,lc2_bus_chg,lc1_we,lc2_we_chg,lc1_rem_dom,lc2_rem_dom_chg,lc1_rem_for,lc2_rem_for_chg,lc1_isp,lc2_isp_chg,lc1_pen,lc2_pen_chg,lc1_gov,lc2_gov_chg,lc1_ngo,lc2_ngo_chg,lc1_other,lc1_other_source,lc2_other_chg,lc3_total_chg,lc4_total_chg_cope,lc4_total_chg_cope_0,lc4_total_chg_cope_1,lc4_total_chg_cope_2,lc4_total_chg_cope_3,lc4_total_chg_cope_4,lc4_total_chg_cope_5,lc4_total_chg_cope_6,lc4_total_chg_cope_7,lc4_total_chg_cope_8,lc4_total_chg_cope_9,lc4_total_chg_cope_10,lc4_total_chg_cope_11,lc4_total_chg_cope_12,lc4_total_chg_cope_13,lc4_total_chg_cope_14,lc4_total_chg_cope_15,lc4_total_chg_cope__98,lc4_total_chg_cope__99,lc4_total_chg_cope__96,lc4_total_chg_cope_other,fi1_enough,fi2_healthy,fi3_fewkinds,fi4_skipmeal,fi5_ateless,fi6_noteatfullday,fi7_outoffood,fi8_hungrynoteat,as1_assist_type,as1_assist_type_0,as1_assist_type_1,as1_assist_type_2,as1_assist_type_3,as1_assist_type__98,as1_assist_type__99,as1_assist_type__96,as1_assist_type_other,as3_food_value,as2_food_psnp,as4_food_source,as4_food_source_other,as3_forwork_value_food,as3_forwork_value_cash,as2_forwork_psnp,as4_forwork_source,as4_forwork_source_other,as3_cash_value,as2_cash_psnp,as4_cash_source,as4_cash_source_other,as3_other_value,as2_other_psnp,as4_other_source,as4_other_source_other,as5_assist_fair,as6_assist_tension,ag1_crops,ag1a_crops_plan,ag2_crops_able,ag3_crops_reas,ag3_crops_reas_1,ag3_crops_reas_2,ag3_crops_reas_3,ag3_crops_reas_4,ag3_crops_reas_5,ag3_crops_reas_6,ag3_crops_reas_7,ag3_crops_reas_8,ag3_crops_reas_9,ag3_crops_reas__96,ag3_crops_reas__98,ag3_crops_reas__99,ag3_crops_reas_other,ag4_crops_reas_fert,ag4_crops_reas_fert_other,ag5_crops_reas_seeds,ag5_crops_reas_seeds_other,ag6_ext_need,ag7_ext_receive,ag8_travel_norm,ag9_travel_curr,ir1_endearly,ir1_whyendearly,ir1_whyendearly_other,ir_lang,ir_understand,ir_confident,phw3
uuid:cd7aef10-e29d-4881-9430-242706ace0ca,031002088801007027,031002088801007,2020-06-10T14:39:38Z,2020-06-10T13:59:54Z,Amhara,10,2,8,88,10,Rural,7,27,1,Male,45,Round 3,3,1,1,Male,45,Head,Yes,All of the time,None of the time,Very worried,A substantial threat,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Not Applicable (did not need to buy edible oil),,,Yes,No,,,,,,,,,,,Yes,No,,,,,,,,,,,No,,,,No,Yes,Agriculture,,Self-Employed,,Yes,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Reduced,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,No,No,No,No,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,Yes,,Yes,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,21371.982421875
uuid:a847a7ef-08ef-4640-b68d-c2d362ad0ab1,031002088801007037,031002088801007,2020-06-15T11:14:29Z,2020-06-15T10:38:07Z,Amhara,10,2,8,88,10,Rural,7,37,1,Male,36,Round 3,9,1,1,Male,36,Head,Yes,All of the time,None of the time,Very worried,A substantial threat,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Not Applicable (did not need to buy edible oil),,,Yes,No,,,,,,,,,,,No,,,,,,,,,,,,Yes,Yes,,,No,Yes,Agriculture,,Self-Employed,,Yes,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Reduced,8,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,Yes,Yes,No,No,No,No,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,Yes,,Yes,,,,,,,,,,,,,,,,,,,No,No,No,No,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,34406.546875
uuid:17a72185-7a84-4bc3-95b1-2d0d264dd4eb,031002088801007047,031002088801007,2020-06-07T10:47:32Z,2020-06-07T10:56:30Z,Amhara,10,2,8,88,10,Rural,7,47,1,Male,45,Round 3,4,1,1,Male,45,Head,Yes,I have not been in public places during the last 7 days,I have not been in public places during the last 7 days,Very worried,A substantial threat,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Not Applicable (did not need to buy edible oil),,,Yes,No,,,,,,,,,,,No,,,,,,,,,,,,No,,,,No,Yes,Agriculture,,Self-Employed,,Yes,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,Yes,,No,6,No,No,No,No,No,Yes,No,No,No,No,No,No,,,,,,No,No,No,Yes,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,25133.8828125
uuid:1df7e60c-a9ab-47ed-9218-67fc21c224de,031002088801007067,031002088801007,2020-06-07T11:08:34Z,2020-06-07T19:09:42Z,Amhara,10,2,8,88,10,Rural,7,67,1,Male,50,Round 3,4,1,1,Male,50,Head,Yes,Most of the time,None of the time,Very worried,A substantial threat,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Yes,,,Not Applicable (did not need to buy edible oil),,,Yes,No,,,,,,,,,,,No,,,,,,,,,,,,No,,,,No,Yes,Agriculture,,Self-Employed,,Yes,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Reduced,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,Yes,,Yes,,,,,,,,,,,,,,,,,,,No,Yes,Yes,No,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,44363.1796875
uuid:176997e1-408b-4776-af12-a3a9bfc46f74,031002088801007077,031002088801007,2020-06-08T19:53:34Z,2020-06-09T10:56:32Z,Amhara,10,2,8,88,10,Rural,7,77,1,Male,55,Round 3,3,1,1,Male,55,Head,Yes,All of the time,All of the time,Very worried,A substantial threat,Yes,,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Not Applicable (did not need to buy edible oil),,,Yes,No,,,,,,,,,,,No,,,,,,,,,,,,No,,,,No,Yes,Agriculture,,Self-Employed,,Yes,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Reduced,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,No,Yes,No,Yes,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,Yes,,Yes,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,No,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,29020.1953125
uuid:ac62789c-99fa-469e-83f7-725390f5e82d,031002088801007087,031002088801007,2020-06-08T13:58:26Z,2020-06-08T13:41:00Z,Amhara,10,2,8,88,10,Rural,7,87,1,Male,50,Round 3,1,1,1,Male,50,Head,Yes,All of the time,All of the time,Very worried,A substantial threat,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,No,Decrease in regular income,,Yes,No,,,,,,,,,,,No,,,,,,,,,,,,No,,,,No,Yes,Agriculture,,Self-Employed,,Yes,,,,,,,,,,,,,,Yes,Yes,,,,Wholesale and retail trade,,The same as usual,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,No,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,No,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,25133.8828125
uuid:f4c57b0f-2670-45ed-b2af-e1a680baf014,031002088801007097,031002088801007,2020-06-08T14:23:25Z,2020-06-08T13:41:04Z,Amhara,10,2,8,88,10,Rural,7,97,1,Male,50,Round 3,1,1,1,Male,50,Head,Yes,Most of the time,None of the time,Very worried,A substantial threat,Yes,,,Not Applicable (did not need to buy teff or injera),,,Yes,,,Not Applicable (did not need to buy maize),,,Not Applicable (did not need to buy edible oil),,,Yes,No,,,,,,,,,,,Yes,No,,,,,,,,,,,Yes,Yes,,,No,Yes,Agriculture,,Self-Employed,,Yes,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,No,Yes,No,Yes,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,No,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,34406.546875
uuid:85e2bdef-3271-415d-a5d2-cf74ab3a1c14,031004088801803013,031004088801803,2020-06-19T18:51:31Z,2020-06-19T19:09:17Z,Amhara,10,4,8,88,18,Rural,3,13,1,Female,40,Round 3,9,1,1,Female,40,Head,Yes,All of the time,All of the time,Very worried,A substantial threat,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Yes,,,Yes,No,,,,,,,,,,,No,,,,,,,,,,,,No,,,,No,Yes,Agriculture,,Self-Employed,,Yes,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,No,Yes,No,Yes,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,Yes,,Yes,,,,,,,,,,,,,,,,,,,No,No,No,Yes,No,,,Amharic,Displayed a little difficulty speaking or understanding the language,Very confident,44363.1796875
uuid:61d6bb8d-e27b-4fc2-b15a-1db112558ddf,031004088801803069,031004088801803,2020-06-09T11:08:21Z,2020-06-09T11:37:18Z,Amhara,10,4,8,88,18,Rural,3,69,1,Male,45,Round 3,1,1,1,Male,45,Head,Yes,Some of the time,None of the time,Somewhat worried,A moderate threat,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Yes,,,Yes,No,,,,,,,,,,,No,,,,,,,,,,,,No,,,,No,Yes,Agriculture,,Self-Employed,,Yes,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,No,Yes,No,No,No,No,No,,600,Yes,,,,,,,,,,,,,,,,Yes,No,Yes,,No,4 5,No,No,No,Yes,Yes,No,No,No,No,No,No,No,,Increase in price,,Increase in price,,No,No,No,No,No,,,Afan Oromo,Displayed no problems speaking or understanding the language,Very confident,44363.1796875
uuid:765a040c-a10b-4d0c-b7ba-869a0bc7a1bd,031004088801803097,031004088801803,2020-06-08T13:42:25Z,2020-06-08T13:03:59Z,Amhara,10,4,8,88,18,Rural,3,97,1,Female,25,Round 3,2,1,1,Female,25,Head,Yes,All of the time,All of the time,Somewhat worried,Not much of a threat,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Yes,,,No,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,No,Yes,Agriculture,,Self-Employed,,Yes,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,No,No,No,3,No,No,No,Yes,No,No,No,,,,,,,,,,,500,Yes,,,,,,,No,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,No,No,No,No,No,,,Afan Oromo,Displayed no problems speaking or understanding the language,Very confident,24038.0859375
uuid:4a01307c-c0ac-4624-b23c-bbc179c46c19,031004088801803112,031004088801803,2020-06-08T15:16:02Z,2020-06-08T14:57:44Z,Amhara,10,4,8,88,18,Rural,3,112,1,Male,45,Round 3,2,1,1,Male,45,Head,Yes,All of the time,None of the time,Not worried at all,Not a threat at all,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,No,Decrease in regular income,,Yes,No,,,,,,,,,,,No,,,,,,,,,,,,No,,,,No,Yes,Agriculture,,Self-Employed,,Yes,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,Yes,,Yes,,,,,,,,,,,,,,,,,,,No,No,No,No,No,,,Afan Oromo,Displayed no problems speaking or understanding the language,Very confident,32906.4765625
uuid:0c17b7b1-2eb3-4cde-a79c-2bf86eb7f092,031007010100107004,031007010100107,2020-06-17T01:03:17Z,2020-06-17T14:47:40Z,Amhara,10,7,1,1,1,Urban,7,4,1,Male,40,Round 3,1,1,2,Female,30,Spouse,Yes,All of the time,All of the time,Somewhat worried,A substantial threat,Not Applicable (did not need to buy medicine),,,Yes,,,Yes,,,Not Applicable (did not need to buy maize),,,Not Applicable (did not need to buy edible oil),,,Yes,No,,,,,,,,,,,No,,,,,,,,,,,,No,,,,No,Yes,Wholesale and retail trade,,Self-Employed,,Yes,,,,,,,,,,,,,,Yes,Yes,,,,Wholesale and retail trade,,Less than usual,Decreased by about half (50%) of the usual income,4 5 6,No,No,No,Yes,Yes,Yes,No,No,No,No,,No,,,,,,,,,,,,,,No,,,No,,Yes,Reduced,No,,No,,No,,No,,No,,No,,No,,No,,,Reduced,11,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,No,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,8052.43408203125
uuid:5290d95d-2d33-44e8-b906-dcff6a14dcbd,031007010100107022,031007010100107,2020-06-16T03:08:28Z,2020-06-16T15:59:21Z,Amhara,10,7,1,1,1,Urban,7,22,1,Female,43,Round 3,2,1,1,Female,43,Head,Yes,All of the time,Most of the time,Very worried,A substantial threat,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Yes,,,Not Applicable (did not need to buy maize),,,Not Applicable (did not need to buy edible oil),,,Yes,No,,,,,,,,,,,No,,,,,,,,,,,,Yes,Yes,,,"Yes, and successfully received the service",Yes,Industry/manufacturing,,Self-Employed,,Yes,,,,,,,,,,,,,,Yes,Yes,,,,Industry/manufacturing,,No income,,4 6,No,No,No,Yes,No,Yes,No,No,No,No,,No,,,,,,,,,,,,,,No,,,No,,Yes,Total (100%) loss,No,,Yes,Increased,No,,No,,No,,No,,No,,No,,,Reduced,3 11,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,No,No,1,No,Yes,No,No,No,No,No,,1000,No,Other (specify),Family Member or Relative,,,,,,,,,,,,,,Community does not receive assistance,,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,5447.95751953125
uuid:db69a574-c2c2-4bb2-ace0-b42f5fb40a93,031007010100107040,031007010100107,2020-06-24T01:08:05Z,2020-06-24T13:53:11Z,Amhara,10,7,1,1,1,Urban,7,40,1,Female,45,Round 3,4,1,2,Male,20,Son/Daughter,Yes,All of the time,All of the time,Not worried at all,Not a threat at all,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Yes,,,Yes,No,,,,,,,,,,,No,,,,,,,,,,,,No,,,,No,Yes,"Transport services (taxi, bus, bajaj, truck, etc.)",,Self-Employed,,Yes,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,Yes,No,,Yes,Stayed the same,No,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,"No, has a farm but did not work",No,,,,,,,,,,,,,,,,,,,,No,No,Yes,No,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,6862.486328125
uuid:0ab963ec-09d0-40f4-85cb-04eec4ee09fc,031007010100107049,031007010100107,2020-06-17T00:38:27Z,2020-06-17T14:42:36Z,Amhara,10,7,1,1,1,Urban,7,49,1,Male,40,Round 3,1,1,1,Male,40,Head,Yes,All of the time,All of the time,Not too worried,A substantial threat,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Yes,,,Not Applicable (did not need to buy maize),,,Yes,,,Yes,No,,,,,,,,,,,No,,,,,,,,,,,,No,,,,"Yes, and successfully received the service",Yes,Wholesale and retail trade,,Self-Employed,,Yes,,,,,,,,,,,,,,Yes,Yes,,,,Wholesale and retail trade,,Less than usual,Decreased by less than half of the usual income,4 5 6,No,No,No,Yes,Yes,Yes,No,No,No,No,,No,,,,,,,,,,,,,,No,,,No,,Yes,Reduced,No,,No,,No,,No,,No,,No,,No,,No,,,Reduced,3 11,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,,Yes,Yes,Yes,Yes,Yes,No,No,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,6862.486328125
uuid:eabc2dfb-5f18-4bbb-a279-b6e6891081be,031007010100107058,031007010100107,2020-06-17T01:21:34Z,2020-06-17T14:43:42Z,Amhara,10,7,1,1,1,Urban,7,58,1,Female,55,Round 3,1,1,1,Female,55,Head,Yes,All of the time,All of the time,Very worried,A substantial threat,Yes,,,Not Applicable (did not need to buy teff or injera),,,Yes,,,Not Applicable (did not need to buy maize),,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,"Yes, and successfully received the service",Yes,Agriculture,,Self-Employed,,Yes,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,Yes,Stayed the same,No,,No,,Yes,Increased,No,,Yes,Stayed the same,No,,No,,No,,No,,,Increased,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,Yes,,Not Applicable (Too early in the agricultural season),,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,8052.43408203125
uuid:588172e3-0017-4f69-8d6e-c8ff3767c6aa,031007010100107067,031007010100107,2020-06-18T03:01:34Z,2020-06-19T03:21:12Z,Amhara,10,7,1,1,1,Urban,7,67,1,Female,38,Round 3,6,1,2,Female,18,Son/Daughter,Yes,All of the time,None of the time,Not worried at all,Not a threat at all,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Yes,,,Not Applicable (did not need to buy maize),,,Yes,,,Yes,No,,,,,,,,,,,Yes,No,,,,,,,,,,,No,,,,No,Yes,Wholesale and retail trade,,Self-Employed,,Yes,,,,,,,,,,,,,,Yes,Yes,,,,Wholesale and retail trade,,Less than usual,Decreased by less than half of the usual income,4 6,No,No,No,Yes,No,Yes,No,No,No,No,,No,,,,,,,,,,,,,,No,,,No,,Yes,Reduced,No,,No,,No,,No,,No,,No,,No,,No,,,Reduced,11,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,8052.43408203125
uuid:f1a3f010-7c43-44d6-a4e3-87fc4e4f36dd,031007010100107076,031007010100107,2020-06-17T01:45:48Z,2020-06-17T14:44:09Z,Amhara,10,7,1,1,1,Urban,7,76,1,Male,28,Round 3,1,1,1,Male,28,Head,Yes,All of the time,None of the time,Very worried,A substantial threat,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Yes,,,Not Applicable (did not need to buy maize),,,Yes,,,No,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,No,Yes,Construction,,Employee (Private Sector),,Yes,,,,,,,,,,Yes,,,,No,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,Yes,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Increased,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,6862.486328125
uuid:a6c9c5b1-dc96-4565-aa8a-6a3d3a7dc0a7,031007010100107085,031007010100107,2020-06-24T01:39:21Z,2020-06-24T13:53:25Z,Amhara,10,7,1,1,1,Urban,7,85,1,Male,70,Round 3,9,1,2,Female,65,Spouse,Yes,All of the time,All of the time,Very worried,A substantial threat,Not Applicable (did not need to buy medicine),,,Yes,,,Yes,,,Not Applicable (did not need to buy maize),,,Yes,,,Yes,No,,,,,,,,,,,Yes,No,,,,,,,,,,,No,,,,No,Yes,Wholesale and retail trade,,Self-Employed,,Yes,,,,,,,,,,,,,,Yes,Yes,,,,"Restaurants, hotels, bars, cafes",,Higher than usual,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,Yes,No,,Yes,Stayed the same,Yes,Increased,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,Yes,,Not Applicable (Too early in the agricultural season),,,,,,,,,,,,,,,,,,,No,No,No,No,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,9505.55078125
