household_id,individual_id,bi2_hhm_new,bi3_hhm_stillm,bi4_hhm_gender,bi5_hhm_age,bi5_hhm_age_months,bi6_hhm_relhhh,bi6_hhm_relhhh_other,bi7_hhm_reas,bi7_hhm_reas_other,bi8_hhm_where,key,roster_key,submissiondate
010104010100101140,1,No,Yes,Male,48,,Head,,,,,uuid:6ca64285-72cb-4238-8260-1c14c47625de,uuid:6ca64285-72cb-4238-8260-1c14c47625de/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],2020-10-10T17:34:00Z
010104010100101140,2,No,Yes,Female,36,,Spouse,,,,,uuid:6ca64285-72cb-4238-8260-1c14c47625de,uuid:6ca64285-72cb-4238-8260-1c14c47625de/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[2],2020-10-10T17:34:00Z
010104010100101140,3,No,Yes,Male,18,,Son/Daughter,,,,,uuid:6ca64285-72cb-4238-8260-1c14c47625de,uuid:6ca64285-72cb-4238-8260-1c14c47625de/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[3],2020-10-10T17:34:00Z
010104010100101140,4,No,Yes,Female,16,,Son/Daughter,,,,,uuid:6ca64285-72cb-4238-8260-1c14c47625de,uuid:6ca64285-72cb-4238-8260-1c14c47625de/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[4],2020-10-10T17:34:00Z
010104010100101140,5,No,Yes,Male,12,,Son/Daughter,,,,,uuid:6ca64285-72cb-4238-8260-1c14c47625de,uuid:6ca64285-72cb-4238-8260-1c14c47625de/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[5],2020-10-10T17:34:00Z
010104010100101156,1,No,Yes,Male,55,,Head,,,,,uuid:bf7b167b-d785-48d6-9f36-2a861b3c50b3,uuid:bf7b167b-d785-48d6-9f36-2a861b3c50b3/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],2020-09-24T11:06:00Z
010104010100101156,2,No,Yes,Female,37,,Spouse,,,,,uuid:bf7b167b-d785-48d6-9f36-2a861b3c50b3,uuid:bf7b167b-d785-48d6-9f36-2a861b3c50b3/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[2],2020-09-24T11:06:00Z
010104010100101156,3,No,Yes,Female,22,,Son/Daughter,,,,,uuid:bf7b167b-d785-48d6-9f36-2a861b3c50b3,uuid:bf7b167b-d785-48d6-9f36-2a861b3c50b3/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[3],2020-09-24T11:06:00Z
010104010100101156,4,No,Yes,Female,17,,Son/Daughter,,,,,uuid:bf7b167b-d785-48d6-9f36-2a861b3c50b3,uuid:bf7b167b-d785-48d6-9f36-2a861b3c50b3/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[4],2020-09-24T11:06:00Z
010104010100101156,5,No,Yes,Male,14,,Son/Daughter,,,,,uuid:bf7b167b-d785-48d6-9f36-2a861b3c50b3,uuid:bf7b167b-d785-48d6-9f36-2a861b3c50b3/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[5],2020-09-24T11:06:00Z
010104010100101156,6,No,Yes,Female,12,,Son/Daughter,,,,,uuid:bf7b167b-d785-48d6-9f36-2a861b3c50b3,uuid:bf7b167b-d785-48d6-9f36-2a861b3c50b3/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[6],2020-09-24T11:06:00Z
010104010100101156,7,No,Yes,Female,6,,Son/Daughter,,,,,uuid:bf7b167b-d785-48d6-9f36-2a861b3c50b3,uuid:bf7b167b-d785-48d6-9f36-2a861b3c50b3/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[7],2020-09-24T11:06:00Z
010104010100101188,1,No,Yes,Male,42,,Head,,,,,uuid:b6eff45c-7c4e-4eca-8465-b46449f3e1dc,uuid:b6eff45c-7c4e-4eca-8465-b46449f3e1dc/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],2020-10-05T21:14:00Z
010104010100101188,2,No,Yes,Female,19,,Son/Daughter,,,,,uuid:b6eff45c-7c4e-4eca-8465-b46449f3e1dc,uuid:b6eff45c-7c4e-4eca-8465-b46449f3e1dc/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[2],2020-10-05T21:14:00Z
010104010100101188,3,No,Yes,Male,13,,Son/Daughter,,,,,uuid:b6eff45c-7c4e-4eca-8465-b46449f3e1dc,uuid:b6eff45c-7c4e-4eca-8465-b46449f3e1dc/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[3],2020-10-05T21:14:00Z
010104010100101188,4,No,Yes,Female,11,,Son/Daughter,,,,,uuid:b6eff45c-7c4e-4eca-8465-b46449f3e1dc,uuid:b6eff45c-7c4e-4eca-8465-b46449f3e1dc/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[4],2020-10-05T21:14:00Z
010104010100101188,5,No,Yes,Female,3,7,Son/Daughter,,,,,uuid:b6eff45c-7c4e-4eca-8465-b46449f3e1dc,uuid:b6eff45c-7c4e-4eca-8465-b46449f3e1dc/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[5],2020-10-05T21:14:00Z
010104010100101220,1,No,Yes,Male,28,,Head,,,,,uuid:2744b0d0-36fa-491f-ae32-d446f24e41b8,uuid:2744b0d0-36fa-491f-ae32-d446f24e41b8/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],2020-10-04T10:54:00Z
010104010100101220,2,No,Yes,Female,25,,Spouse,,,,,uuid:2744b0d0-36fa-491f-ae32-d446f24e41b8,uuid:2744b0d0-36fa-491f-ae32-d446f24e41b8/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[2],2020-10-04T10:54:00Z
010104010100101220,3,No,Yes,Male,6,,Son/Daughter,,,,,uuid:2744b0d0-36fa-491f-ae32-d446f24e41b8,uuid:2744b0d0-36fa-491f-ae32-d446f24e41b8/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[3],2020-10-04T10:54:00Z
010104010100101220,4,No,Yes,Female,1,7,Son/Daughter,,,,,uuid:2744b0d0-36fa-491f-ae32-d446f24e41b8,uuid:2744b0d0-36fa-491f-ae32-d446f24e41b8/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[4],2020-10-04T10:54:00Z
010104010100101236,1,No,Yes,Male,37,,Head,,,,,uuid:13eb74c9-f2c1-45e1-a89c-ccdbd255b184,uuid:13eb74c9-f2c1-45e1-a89c-ccdbd255b184/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],2020-10-08T06:16:00Z
010104010100101236,2,No,Yes,Female,28,,Spouse,,,,,uuid:13eb74c9-f2c1-45e1-a89c-ccdbd255b184,uuid:13eb74c9-f2c1-45e1-a89c-ccdbd255b184/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[2],2020-10-08T06:16:00Z
010104010100101236,3,No,Yes,Male,6,,Son/Daughter,,,,,uuid:13eb74c9-f2c1-45e1-a89c-ccdbd255b184,uuid:13eb74c9-f2c1-45e1-a89c-ccdbd255b184/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[3],2020-10-08T06:16:00Z
010104088800405010,1,No,Yes,Male,33,,Head,,,,,uuid:5be3b1a3-d013-4771-b80f-0c178c868cb0,uuid:5be3b1a3-d013-4771-b80f-0c178c868cb0/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],2020-09-23T11:21:00Z
010104088800405010,2,No,Yes,Female,25,,Spouse,,,,,uuid:5be3b1a3-d013-4771-b80f-0c178c868cb0,uuid:5be3b1a3-d013-4771-b80f-0c178c868cb0/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[2],2020-09-23T11:21:00Z
010104088800405010,3,No,Yes,Male,5,,Son/Daughter,,,,,uuid:5be3b1a3-d013-4771-b80f-0c178c868cb0,uuid:5be3b1a3-d013-4771-b80f-0c178c868cb0/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[3],2020-09-23T11:21:00Z
010104088800405010,4,No,Yes,Male,1,3,Son/Daughter,,,,,uuid:5be3b1a3-d013-4771-b80f-0c178c868cb0,uuid:5be3b1a3-d013-4771-b80f-0c178c868cb0/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[4],2020-09-23T11:21:00Z
010105088800712018,1,No,Yes,Male,44,,Head,,,,,uuid:44f561b0-dc5f-4ec6-916d-247971c354ba,uuid:44f561b0-dc5f-4ec6-916d-247971c354ba/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],2020-09-27T10:50:00Z
010105088800712018,2,No,Yes,Female,28,,Spouse,,,,,uuid:44f561b0-dc5f-4ec6-916d-247971c354ba,uuid:44f561b0-dc5f-4ec6-916d-247971c354ba/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[2],2020-09-27T10:50:00Z
010105088800712018,3,No,Yes,Female,7,,Son/Daughter,,,,,uuid:44f561b0-dc5f-4ec6-916d-247971c354ba,uuid:44f561b0-dc5f-4ec6-916d-247971c354ba/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[3],2020-09-27T10:50:00Z
010105088800712018,4,No,Yes,Male,3,2,Son/Daughter,,,,,uuid:44f561b0-dc5f-4ec6-916d-247971c354ba,uuid:44f561b0-dc5f-4ec6-916d-247971c354ba/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[4],2020-09-27T10:50:00Z
010105088800712018,5,Yes,Yes,Female,0,1,Son/Daughter,,New Birth,,,uuid:44f561b0-dc5f-4ec6-916d-247971c354ba,uuid:44f561b0-dc5f-4ec6-916d-247971c354ba/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[5],2020-09-27T10:50:00Z
010105088800712045,1,No,Yes,Male,33,,Head,,,,,uuid:5e1b9d93-c239-416b-92cd-b432ee741779,uuid:5e1b9d93-c239-416b-92cd-b432ee741779/correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],2020-10-05T21:09:00Z
