household_id,phw6,key,ea_id,cs_startdate,cs_submissiondate,cs1_region,cs2_zoneid,cs3_woredaid,cs3c_cityid,cs3c_subcityid,cs3b_kebeleid,cs4_sector,cs5_eaid,cs6_hhid,cs7_hhh_id,cs7a_hhh_gender,cs7a_hhh_age,cs12_round,ii1_attempt,ii4_resp_same,ii4_resp_id,ii4_resp_gender,ii4_resp_age,ii4_resp_relhhh,bi_same_hhh,bh1_handwash,bh2_handwash_freq,bh3_handshake,bh4_gatherings,bh5_mask,bh6_cov_fear,bh7_cov_fin,bh8_cov_test,bh9_cov_vaccine,bh10_cov_vaccine_why,bh10_cov_vaccine_why_1,bh10_cov_vaccine_why_2,bh10_cov_vaccine_why_3,bh10_cov_vaccine_why_4,bh10_cov_vaccine_why_5,bh10_cov_vaccine_why__96,bh10_cov_vaccine_why_other,ac1_atb_med,ac2_atb_med_why,ac2_atb_med_why_other,ac1_atb_teff,ac2_atb_teff_why,ac2_atb_teff_why_other,ac1_atb_wheat,ac2_atb_wheat_why,ac2_atb_wheat_why_other,ac1_atb_maize,ac2_atb_maize_why,ac2_atb_maize_why_other,ac1_atb_oil,ac2_atb_oil_why,ac2_atb_oil_why_other,ac6_med,ac7_med_access,ac8_med_access_reas,ac8_med_access_reas_other,ac9_bank,em1_work_cur,em2_work_pre,em3_work_no_why,em3_work_no_why_other,em4_work_pre_act,em4_work_pre_act_other,em5_work_pre_status,em5_work_pre_status_other,em6_work_cur_act,em6_work_cur_act_other,em7_work_cur_status,em7_work_cur_status_other,em8_work_cur_same,em9_work_change_why,em9_work_change_why_other,em12_work_cur_able,em13_work_cur_notable_paid,em14_work_cur_notable_why,em14_work_cur_notable_why_other,em15_bus,em15a_bus_prev,em15b_bus_prev_closed,em15b_bus_prev_closed_other,em15c_bus_new,em16_bus_sector,em16_bus_sector_other,em17_bus_inc,em18_bus_inc_low_amt,em19_bus_inc_low_why,em19_bus_inc_low_why_1,em19_bus_inc_low_why_2,em19_bus_inc_low_why_3,em19_bus_inc_low_why_4,em19_bus_inc_low_why_5,em19_bus_inc_low_why_6,em19_bus_inc_low_why_7,em19_bus_inc_low_why__96,em19_bus_inc_low_why__98,em19_bus_inc_low_why__99,em19_bus_inc_low_why_other,em20_farm,em21_farm_norm,em22_farm_norm_why,em22_farm_norm_why_1,em22_farm_norm_why_2,em22_farm_norm_why_3,em22_farm_norm_why_4,em22_farm_norm_why_5,em22_farm_norm_why_6,em22_farm_norm_why_7,em22_farm_norm_why__96,em22_farm_norm_why__98,em22_farm_norm_why__99,em22_farm_norm_why_other,em23_we,em24_we_layoff,em25_we_layoff_covid,lc1_farm,lc2_farm_chg,lc1_bus,lc2_bus_chg,lc1_we,lc2_we_chg,lc1_rem_for,lc2_rem_for_chg,lc1_rem_dom,lc2_rem_dom_chg,lc1_isp,lc2_isp_chg,lc1_pen,lc2_pen_chg,lc1_gov,lc2_gov_chg,lc1_ngo,lc2_ngo_chg,lc1_other,lc1_other_source,lc2_other_chg,lc3_total_chg,lc4_total_chg_cope,lc4_total_chg_cope_1,lc4_total_chg_cope_2,lc4_total_chg_cope_3,lc4_total_chg_cope_4,lc4_total_chg_cope_5,lc4_total_chg_cope_6,lc4_total_chg_cope_7,lc4_total_chg_cope_8,lc4_total_chg_cope_9,lc4_total_chg_cope_10,lc4_total_chg_cope_11,lc4_total_chg_cope_12,lc4_total_chg_cope_13,lc4_total_chg_cope_14,lc4_total_chg_cope_15,lc4_total_chg_cope__96,lc4_total_chg_cope_0,lc4_total_chg_cope__98,lc4_total_chg_cope__99,lc4_total_chg_cope_other,fi1_enough,fi2_healthy,fi3_fewkinds,fi4_skipmeal,fi5_ateless,fi6_noteatfullday,fi7_outoffood,fi8_hungrynoteat,as1_assist_type,as1_assist_type_1,as1_assist_type_2,as1_assist_type_3,as1_assist_type__96,as1_assist_type_0,as1_assist_type__98,as1_assist_type__99,as1_assist_type_other,as3_food_value,as2_food_psnp,as4_food_source,as4_food_source_other,as3_forwork_value_food,as3_forwork_value_cash,as2_forwork_psnp,as4_forwork_source,as4_forwork_source_other,as3_cash_value,as2_cash_psnp,as4_cash_source,as4_cash_source_other,as3_other_value,as2_other_psnp,as4_other_source,as4_other_source_other,as5_assist_fair,as6_assist_tension,ag1_crops,ag2_crops_able,ag3_crops_reas,ag3_crops_reas_1,ag3_crops_reas_2,ag3_crops_reas_3,ag3_crops_reas_4,ag3_crops_reas_5,ag3_crops_reas_6,ag3_crops_reas_7,ag3_crops_reas_8,ag3_crops_reas_9,ag3_crops_reas__96,ag3_crops_reas__98,ag3_crops_reas__99,ag3_crops_reas_other,ag4_crops_reas_fert,ag4_crops_reas_fert_other,ag5_crops_reas_seeds,ag5_crops_reas_seeds_other,ag6_ext_need,ag7_ext_receive,lo1_keb,lo2_farm,lo3_impact,lo3_impact_1,lo3_impact_2,lo3_impact_3,lo3_impact_4,lo3_impact__99,lo4_destr,lo5_sprayed,ir1_endearly,ir1_whyendearly,ir1_whyendearly_other,ir_lang,ir_understand,ir_confident,roster_key,roster_count
030616010100207103,6059.67333984375,uuid:02b7c425-f37a-43d7-a61b-2c696126e07e,30616010100207,2020-09-26T10:52:23Z,2020-09-26T15:23:00Z,Amhara,6,16,1,1,2,Urban,7,103,1,Male,49,Round 6,1,1,1,1,49,1,Yes,Yes,Most of the time,No,No,Most of the time,Very worried,Not much of a threat,I will definitely get tested,Yes,,,,,,,,,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Not Applicable (did not need to buy edible oil),,,No,,,,"Yes, and successfully received the service",Yes,Yes,,,Public administration (government),,Employee (Government),,Public administration (government),,Employee (Government),,Yes,,,Yes,,,,No,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,Yes,No,,No,,No,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,0,No,No,No,No,Yes,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:02b7c425-f37a-43d7-a61b-2c696126e07ecorrect_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],
030616010100207115,15232.6748046875,uuid:0d9eac84-05ff-443c-816c-09f55a6d4651,30616010100207,2020-09-29T16:03:15Z,2020-09-29T16:35:00Z,Amhara,6,16,1,1,2,Urban,7,115,1,Female,60,Round 6,3,1,1,2,60,1,Yes,Yes,Most of the time,No,No,Most of the time,Not too worried,Not much of a threat,I will definitely get tested,Yes,,,,,,,,,Not Applicable (did not need to buy medicine),,,Yes,,,Yes,,,Not Applicable (did not need to buy maize),,,Not Applicable (did not need to buy edible oil),,,No,,,,No,Yes,Yes,,,Construction,,Employee (Domestic),,Construction,,Employee (Domestic),,Yes,,,Yes,,,,No,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,Yes,No,,No,,No,,Yes,Reduced,No,,No,,No,,No,,No,,No,,No,,,Reduced,9 10 11,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,No,No,No,No,Yes,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:0d9eac84-05ff-443c-816c-09f55a6d4651correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],
030616010100207127,15232.6748046875,uuid:9e226020-1a72-4ac4-b0da-b40418b1a398,30616010100207,2020-09-29T12:33:26Z,2020-09-29T16:35:00Z,Amhara,6,16,1,1,2,Urban,7,127,1,Male,23,Round 6,1,1,2,2,22,2,Yes,Yes,Most of the time,Yes,No,Most of the time,Not worried at all,Not a threat at all,I will definitely get tested,Yes,,,,,,,,,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Yes,,,Yes,,,No,,,,"Yes, and successfully received the service",No,Yes,Seasonal/casual worker,,"Personal services (beauty salons, hairdressers, barbers, etc.)",,Employee (Private Sector),,,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,Yes,No,,No,,No,,Yes,Reduced,No,,No,,No,,No,,No,,No,,No,,,Reduced,9 10 11,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,0,No,No,No,No,Yes,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:9e226020-1a72-4ac4-b0da-b40418b1a398correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[2],
030616010100207139,10432.0712890625,uuid:337aadd6-326f-4227-85d1-bd04fe2b2adf,30616010100207,2020-09-29T12:52:54Z,2020-09-29T16:35:00Z,Amhara,6,16,1,1,2,Urban,7,139,1,Male,38,Round 6,1,1,1,1,38,1,Yes,Yes,About half of the time,No,No,About half of the time,Not worried at all,A substantial threat,I will definitely get tested,Yes,,,,,,,,,Not Applicable (did not need to buy medicine),,,Yes,,,Yes,,,Yes,,,Yes,,,No,,,,No,Yes,Yes,,,Industry/manufacturing,,Self-Employed,,Industry/manufacturing,,Self-Employed,,Yes,,,,,,,Yes,Yes,,,,Industry/manufacturing,,Higher than usual,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,Yes,Increased,No,,No,,No,,No,,No,,No,,No,,No,,,Increased,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,0,No,No,No,No,Yes,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:337aadd6-326f-4227-85d1-bd04fe2b2adfcorrect_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],
030616010100207151,8664.52734375,uuid:5139d4c9-add6-4368-bac5-620455b016d3,30616010100207,2020-09-29T13:10:22Z,2020-09-29T16:35:00Z,Amhara,6,16,1,1,2,Urban,7,151,1,Male,26,Round 6,1,1,1,1,26,1,Yes,Yes,Most of the time,No,No,None of the time,Somewhat worried,Not a threat at all,I will definitely get tested,Yes,,,,,,,,,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Yes,,,No,,,,"Yes, and successfully received the service",Yes,Yes,,,Industry/manufacturing,,Self-Employed,,Industry/manufacturing,,Self-Employed,,Yes,,,,,,,Yes,Yes,,,,Industry/manufacturing,,Higher than usual,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,Yes,Increased,No,,No,,No,,No,,No,,No,,No,,No,,,Increased,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,0,No,No,No,No,Yes,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:5139d4c9-add6-4368-bac5-620455b016d3correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],
030616010100207163,12640.359375,uuid:eda364e3-5f1b-4c20-89f1-7d4fe515ea90,30616010100207,2020-10-07T09:25:09Z,2020-10-07T20:01:00Z,Amhara,6,16,1,1,2,Urban,7,163,1,Female,55,Round 6,8,1,1,2,55,1,Yes,Yes,Some of the time,No,No,Some of the time,Not worried at all,Not a threat at all,I will definitely get tested,Yes,,,,,,,,,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Not Applicable (did not need to buy edible oil),,,No,,,,No,Yes,Yes,,,Agriculture,,Self-Employed,,Agriculture,,Self-Employed,,Yes,,,,,,,No,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,0,No,No,No,No,Yes,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,Yes,Yes,,,,,,,,,,,,,,,,,,,No,No,No,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:eda364e3-5f1b-4c20-89f1-7d4fe515ea90correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],
030701088800919038,24422.814453125,uuid:18a62820-a2c3-44e7-bc06-b7189024c162,30701088800919,2020-09-28T16:09:52Z,2020-09-29T07:38:00Z,Amhara,7,1,8,88,9,Rural,19,38,1,Male,45,Round 6,2,1,1,1,45,1,Yes,Yes,Some of the time,No,No,Some of the time,Not worried at all,Not a threat at all,I will definitely get tested,Yes,,,,,,,,,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Not Applicable (did not need to buy edible oil),,,No,,,,No,Yes,Yes,,,Agriculture,,Self-Employed,,Agriculture,,Self-Employed,,Yes,,,,,,,No,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,0,No,No,No,No,Yes,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,Yes,Yes,,,,,,,,,,,,,,,,,,,No,No,No,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:18a62820-a2c3-44e7-bc06-b7189024c162correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],
030703088802911022,32774.01953125,uuid:c6e2876d-452f-4d71-aa83-85a80d74e3e0,30703088802911,2020-09-24T15:30:46Z,2020-09-24T16:44:00Z,Amhara,7,3,8,88,29,Rural,11,22,1,Female,65,Round 6,1,1,3,1,25,3,Yes,Yes,Most of the time,No,No,Some of the time,Very worried,A moderate threat,I will definitely get tested,Yes,,,,,,,,,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Not Applicable (did not need to buy edible oil),,,No,,,,"Yes, and successfully received the service",Yes,Yes,,,Agriculture,,Self-Employed,,Agriculture,,Self-Employed,,Yes,,,,,,,Yes,Yes,,,,Agriculture,,The same as usual,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,Yes,Increased,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,0,No,No,No,No,Yes,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,Yes,Yes,,,,,,,,,,,,,,,,,,,No,No,No,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:c6e2876d-452f-4d71-aa83-85a80d74e3e0correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[3],
030703088802911034,19033.38671875,uuid:1361cff6-55db-4773-b051-bfbbab1bb99d,30703088802911,2020-09-22T13:05:01Z,2020-09-22T17:36:00Z,Amhara,7,3,8,88,29,Rural,11,34,1,Male,45,Round 6,1,1,1,1,45,1,Yes,Yes,All of the time,Yes,No,Some of the time,Very worried,A substantial threat,I will definitely get tested,Yes,,,,,,,,,Yes,,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Not Applicable (did not need to buy edible oil),,,Yes,Yes,,,No,Yes,Yes,,,Agriculture,,Self-Employed,,Agriculture,,Self-Employed,,Yes,,,,,,,No,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,Yes,Increased,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Increased,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,0,No,No,No,No,Yes,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,Yes,Yes,,,,,,,,,,,,,,,,,,,No,No,No,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:1361cff6-55db-4773-b051-bfbbab1bb99dcorrect_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],
030703088802911040,16124.0576171875,uuid:60ccee52-e861-4fbe-b571-d57337e9af9b,30703088802911,2020-09-24T12:44:57Z,2020-09-24T16:42:00Z,Amhara,7,3,8,88,29,Rural,11,40,3,Male,26,Round 6,1,1,3,1,26,1,Yes,Yes,All of the time,No,No,Most of the time,Not too worried,Not a threat at all,I will definitely get tested,Yes,,,,,,,,,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Yes,,,No,,,,"Yes, and successfully received the service",Yes,Yes,,,Agriculture,,Self-Employed,,Agriculture,,Self-Employed,,Yes,,,,,,,Yes,Yes,,,,Wholesale and retail trade,,Less than usual,Decreased by less than half of the usual income,4 6,No,No,No,Yes,No,Yes,No,No,No,No,,Yes,Yes,,,,,,,,,,,,,No,,,Yes,Increased,Yes,Reduced,No,,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,0,No,No,No,No,Yes,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,Yes,Yes,,,,,,,,,,,,,,,,,,,No,No,No,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:60ccee52-e861-4fbe-b571-d57337e9af9bcorrect_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[3],
030703088802911052,19033.38671875,uuid:dfe1ab50-1a61-4bf7-9589-052c09fcaf53,30703088802911,2020-09-29T08:49:55Z,2020-09-29T16:31:00Z,Amhara,7,3,8,88,29,Rural,11,52,6,Male,46,Round 6,6,1,6,1,46,1,Yes,Yes,Most of the time,No,No,Most of the time,Not too worried,Not a threat at all,I will definitely get tested,Yes,,,,,,,,,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Yes,,,No,,,,No,Yes,Yes,,,Agriculture,,Self-Employed,,Agriculture,,Self-Employed,,Yes,,,,,,,No,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,Yes,Increased,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Increased,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,No,No,No,No,0,No,No,No,No,Yes,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,Yes,Yes,,,,,,,,,,,,,,,,,,,No,No,No,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:dfe1ab50-1a61-4bf7-9589-052c09fcaf53correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[6],
030703088802911082,26584.220703125,uuid:2bd0fe18-5785-4d33-b2ee-648ae3b46bc1,30703088802911,2020-09-23T17:17:07Z,2020-09-23T18:48:00Z,Amhara,7,3,8,88,29,Rural,11,82,1,Male,31,Round 6,1,1,1,1,31,1,Yes,Yes,Most of the time,Yes,Yes,All of the time,Not too worried,Not a threat at all,I will definitely get tested,Yes,,,,,,,,,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Yes,,,Not Applicable (did not need to buy maize),,,Not Applicable (did not need to buy edible oil),,,No,,,,"Yes, and successfully received the service",Yes,Yes,,,Public administration (government),,Employee (Government),,Public administration (government),,Employee (Government),,Yes,,,Yes,,,,No,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,Yes,No,,No,,No,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,0,No,No,No,No,Yes,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:2bd0fe18-5785-4d33-b2ee-648ae3b46bc1correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],
030703088802911102,26584.220703125,uuid:cabf0ae6-f0a9-41e9-a123-38417b112d3f,30703088802911,2020-09-26T11:21:12Z,2020-09-26T15:24:00Z,Amhara,7,3,8,88,29,Rural,11,102,1,Male,26,Round 6,1,1,1,1,26,1,Yes,Yes,All of the time,No,No,Some of the time,Not worried at all,Not a threat at all,I will definitely get tested,Yes,,,,,,,,,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Yes,,,No,,,,"Yes, and successfully received the service",Yes,Yes,,,"Personal services (beauty salons, hairdressers, barbers, etc.)",,Employee (Government),,"Personal services (beauty salons, hairdressers, barbers, etc.)",,Employee (Government),,Yes,,,Yes,,,,No,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,Yes,No,,No,,No,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,0,No,No,No,No,Yes,No,No,,,,,,,,,,,,,,,,,,,Yes,No,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:cabf0ae6-f0a9-41e9-a123-38417b112d3fcorrect_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],
030706010100103018,18425.779296875,uuid:1e2de8ad-39f7-4689-b5f3-78716953d62a,30706010100103,2020-10-05T16:04:03Z,2020-10-05T16:55:00Z,Amhara,7,6,1,1,1,Urban,3,18,1,Female,65,Round 6,1,1,1,2,65,1,Yes,No,Some of the time,No,No,Some of the time,Not worried at all,Not a threat at all,I will definitely get tested,Yes,,,,,,,,,Yes,,,Not Applicable (did not need to buy teff or injera),,,Yes,,,Not Applicable (did not need to buy maize),,,Yes,,,Yes,Yes,,,"Yes, and successfully received the service",Yes,Yes,,,Agriculture,,Self-Employed,,Agriculture,,Self-Employed,,Yes,,,,,,,Yes,Yes,,,,Wholesale and retail trade,,The same as usual,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,Yes,Increased,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No,No,0,No,No,No,No,Yes,No,No,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,No,No,No,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:1e2de8ad-39f7-4689-b5f3-78716953d62acorrect_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],
030706010100103052,18425.779296875,uuid:8628026d-b2f9-40f4-b22f-a0d4c24be09f,30706010100103,2020-10-02T17:32:26Z,2020-10-02T17:37:00Z,Amhara,7,6,1,1,1,Urban,3,52,1,Female,37,Round 6,6,1,1,2,37,1,Yes,Yes,All of the time,Yes,No,Most of the time,Not worried at all,A substantial threat,I will definitely get tested,Yes,,,,,,,,,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Yes,,,No,,,,No,Yes,Yes,,,"Restaurants, hotels, bars, cafes",,Self-Employed,,"Restaurants, hotels, bars, cafes",,Self-Employed,,Yes,,,,,,,No,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,0,No,No,No,No,Yes,No,No,,,,,,,,,,,,,,,,,,,No,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,No,No,No,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:8628026d-b2f9-40f4-b22f-a0d4c24be09fcorrect_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],
030706010100103085,15290.056640625,uuid:8dcc5ad1-c0f8-4bc2-bace-76afde44c3f5,30706010100103,2020-10-13T12:55:14Z,2020-10-13T15:14:00Z,Amhara,7,6,1,1,1,Urban,3,85,3,Male,67,Round 6,3,1,1,1,21,3,Yes,Yes,All of the time,No,No,All of the time,Very worried,A substantial threat,I will definitely get tested,Yes,,,,,,,,,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Yes,,,Yes,Yes,,,"Yes, and successfully received the service",Yes,Yes,,,Agriculture,,Self-Employed,,Agriculture,,Self-Employed,,Yes,,,,,,,No,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,Yes,Increased,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Increased,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,No,Yes,No,No,No,0,No,No,No,No,Yes,No,No,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,Yes,No,No,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:8dcc5ad1-c0f8-4bc2-bace-76afde44c3f5correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[1],
030706010100103124,21750.41796875,uuid:36df93cb-7f09-4c2e-8563-9478cd367523,30706010100103,2020-10-10T15:01:09Z,2020-10-11T08:48:00Z,Amhara,7,6,1,1,1,Urban,3,124,1,Female,47,Round 6,3,1,2,2,17,3,Yes,Yes,All of the time,No,No,None of the time,Very worried,A substantial threat,I will definitely get tested,Yes,,,,,,,,,Yes,,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Not Applicable (did not need to buy edible oil),,,Yes,Yes,,,No,Yes,No,,,,,,,Construction,,Employee (Private Sector),,,,,Yes,,,,No,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,Yes,No,,No,,No,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,0,No,No,No,No,Yes,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:36df93cb-7f09-4c2e-8563-9478cd367523correct_hh_grp-ii_grp-consented_grp-bi_grp-bi_hhr_rpt[2],
