holder_id,household_id,parcel_id,field_id,crop_id,ea_id,saq14,pw_w4,saq01,saq02,saq03,saq04,saq05,saq06,saq07,saq08,saq09,saq15,s4q01a,s4q01b,sccq01,sccq02a,sccq02b,sccq03,sccq04,sccq05
01010208880101013601,010102088801010136,1,2,1,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,136,1,3. Both livestock and crop production,á‰ á‰†áˆŽ,2. MAIZE,2. NO,,,,,
01010208880101013601,010102088801010136,1,3,1,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,136,1,3. Both livestock and crop production,á‰ á‰†áˆŽ,2. MAIZE,1. YES,10,2,4.46,3.8,00224
01010208880101014801,010102088801010148,1,2,1,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,148,1,3. Both livestock and crop production,á‰ á‰†áˆŽ,2. MAIZE,1. YES,7,2,5.86,4.74,00214
01010208880101014801,010102088801010148,1,3,1,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,148,1,3. Both livestock and crop production,á‰£á‰„áˆ‹,13. HORSE BEANS,2. NO,,,,,
01010208880101014801,010102088801010148,1,4,1,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,148,1,3. Both livestock and crop production,á‰ á‰†áˆŽ,2. MAIZE,1. YES,7,2,6.32,5.6,00219
01010208880101014801,010102088801010148,1,5,1,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,148,1,3. Both livestock and crop production,áˆŽáˆšáŠ•,44. LEMONS,,,,,,
01010208880101014801,010102088801010148,1,6,1,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,148,1,3. Both livestock and crop production,áŒ¤áˆ,7. TEFF,2. NO,,,,,
01010208880101014801,010102088801010148,1,7,1,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,148,1,3. Both livestock and crop production,áŒŒáˆ¾,75. GESHO,,,,,,
01010208880101014801,010102088801010148,2,1,1,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,148,1,3. Both livestock and crop production,á‹³áŒ‰áˆ³,3. MILLET,1. YES,13,3,1.37,1.32,
01010208880101014801,010102088801010148,3,1,1,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,148,1,3. Both livestock and crop production,áŠ‘áŒ,25. NUEG,1. YES,15,3,0.84,0.81,
01010208880101014801,010102088801010148,3,2,1,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,148,1,3. Both livestock and crop production,á‹°áŒ‰áˆ³,3. MILLET,1. YES,13,3,0,0,
01010208880101014801,010102088801010148,4,1,1,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,148,1,3. Both livestock and crop production,áŒ¤á,7. TEFF,2. NO,,,,,
01010208880101016101,010102088801010161,1,2,1,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,161,1,3. Both livestock and crop production,á‰ á‰†áˆŽ,2. MAIZE,2. NO,,,,,
01010208880101016101,010102088801010161,1,3,1,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,161,1,3. Both livestock and crop production,á‹³áŒ‰áˆ³,3. MILLET,2. NO,,,,,
01010208880101016101,010102088801010161,1,4,1,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,161,1,3. Both livestock and crop production,á‰ áˆ­á‰ áˆ¬,38. RED PEPPER,,,,,,
01010208880101016101,010102088801010161,2,1,1,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,161,1,3. Both livestock and crop production,áŒ¤á,7. TEFF,2. NO,,,,,
01010208880101017301,010102088801010173,1,2,1,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,173,1,3. Both livestock and crop production,á‰ á‰†áˆŽ,2. MAIZE,2. NO,,,,,
01010208880101017301,010102088801010173,1,3,1,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,173,1,3. Both livestock and crop production,á‰ áˆ­á‰ áˆ¬,38. RED PEPPER,,,,,,
01010208880101017301,010102088801010173,1,4,1,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,173,1,3. Both livestock and crop production,áŠáŒ­ áˆ½áŠ•áŒ‰áˆ¨á‰µ,55. GARLIC,,,,,,
01010208880101017301,010102088801010173,2,1,1,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,173,1,3. Both livestock and crop production,áŒ¤á,7. TEFF,2. NO,,,,,
01010208880101017301,010102088801010173,3,1,1,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,173,1,3. Both livestock and crop production,á‹³áŒ‰áˆ³,3. MILLET,2. NO,,,,,
01010208880101017301,010102088801010173,4,1,1,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,173,1,3. Both livestock and crop production,á‰ á‰†áˆŽ,2. MAIZE,1. YES,9,2,3.245,2.67,00208
01010208880101017301,010102088801010173,5,1,1,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,173,1,3. Both livestock and crop production,á‹³áŒ‰áˆ³,3. MILLET,2. NO,,,,,
01010208880101017301,010102088801010173,5,2,1,010102088801010,1. RURAL,2821.537331879317,1. TIGRAY,01,02,8,88,010,10,173,1,3. Both livestock and crop production,áŠáŒ­ áˆ¸áŒ‰áˆ­á‰µ,55. GARLIC,,,,,,
01010308880070900801,010103088800709008,1,2,1,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,8,1,3. Both livestock and crop production,bekolo,2. MAIZE,2. NO,,,,,
01010308880070900801,010103088800709008,1,3,1,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,8,1,3. Both livestock and crop production,tef,7. TEFF,1. YES,11,3,1.89,1.88,
01010308880070900801,010103088800709008,1,4,1,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,8,1,3. Both livestock and crop production,bakela,13. HORSE BEANS,1. YES,20,2,2.56,2.54,
01010308880070900801,010103088800709008,1,5,1,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,8,1,3. Both livestock and crop production,tef,7. TEFF,2. NO,,,,,
01010308880070900801,010103088800709008,2,1,1,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,8,1,3. Both livestock and crop production,tef,7. TEFF,2. NO,,,,,
01010308880070900801,010103088800709008,3,1,1,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,8,1,3. Both livestock and crop production,tef,7. TEFF,2. NO,,,,,
01010308880070900801,010103088800709008,4,1,1,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,8,1,3. Both livestock and crop production,bekolo,2. MAIZE,1. YES,22,2,4.15,4.11,00088
01010308880070901601,010103088800709016,1,2,1,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,16,1,3. Both livestock and crop production,bekolo,2. MAIZE,2. NO,,,,,
01010308880070901601,010103088800709016,1,3,1,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,16,1,3. Both livestock and crop production,gesho,75. GESHO,,,,,,
01010308880070901601,010103088800709016,2,1,1,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,16,1,3. Both livestock and crop production,tef,7. TEFF,2. NO,,,,,
01010308880070901601,010103088800709016,4,1,1,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,16,1,3. Both livestock and crop production,gesho,75. GESHO,,,,,,
01010308880070902401,010103088800709024,1,2,1,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,24,1,3. Both livestock and crop production,bekolo,2. MAIZE,2. NO,,,,,
01010308880070902401,010103088800709024,1,3,1,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,24,1,3. Both livestock and crop production,gesho,75. GESHO,,,,,,
01010308880070902401,010103088800709024,1,4,1,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,24,1,3. Both livestock and crop production,berbere,38. RED PEPPER,,,,,,
01010308880070902401,010103088800709024,1,5,1,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,24,1,3. Both livestock and crop production,gesho,75. GESHO,,,,,,
01010308880070902401,010103088800709024,2,1,1,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,24,1,3. Both livestock and crop production,tef,7. TEFF,2. NO,,,,,
01010308880070902401,010103088800709024,5,1,1,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,24,1,3. Both livestock and crop production,gesho,75. GESHO,,,,,,
01010308880070903201,010103088800709032,1,2,1,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,32,1,3. Both livestock and crop production,bekolo,2. MAIZE,2. NO,,,,,
01010308880070903201,010103088800709032,1,3,1,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,32,1,3. Both livestock and crop production,bakela,13. HORSE BEANS,1. YES,22,2,2.54,2.52,
01010308880070903201,010103088800709032,1,3,2,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,32,1,3. Both livestock and crop production,bekolo,2. MAIZE,2. NO,,,,,
01010308880070903201,010103088800709032,1,4,1,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,32,1,3. Both livestock and crop production,tef,7. TEFF,2. NO,,,,,
01010308880070903201,010103088800709032,1,5,1,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,32,1,3. Both livestock and crop production,berbere,38. RED PEPPER,,,,,,
01010308880070903201,010103088800709032,1,6,1,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,32,1,3. Both livestock and crop production,bekolo,2. MAIZE,1. YES,23,2,3.115,3.09,00086
01010308880070903202,010103088800709032,1,1,1,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,32,2,1. crop production only,tef,7. TEFF,2. NO,,,,,
01010308880070903202,010103088800709032,1,2,1,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,32,2,1. crop production only,dagusa,3. MILLET,1. YES,28,2,2.71,2.7,
01010308880070904001,010103088800709040,1,2,1,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,40,1,3. Both livestock and crop production,bekolo,2. MAIZE,2. NO,,,,,
01010308880070904001,010103088800709040,1,3,1,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,40,1,3. Both livestock and crop production,bakela,13. HORSE BEANS,1. YES,16,2,2.17,2.15,
01010308880070904001,010103088800709040,1,4,1,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,40,1,3. Both livestock and crop production,tef,7. TEFF,2. NO,,,,,
01010308880070904001,010103088800709040,1,5,1,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,40,1,3. Both livestock and crop production,tef,7. TEFF,2. NO,,,,,
01010308880070904001,010103088800709040,1,6,1,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,40,1,3. Both livestock and crop production,tef,7. TEFF,2. NO,,,,,
01010308880070904001,010103088800709040,2,1,1,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,40,1,3. Both livestock and crop production,tef,7. TEFF,1. YES,8,3,2.43,2.42,
01010308880070904001,010103088800709040,2,2,1,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,40,1,3. Both livestock and crop production,dagusa,3. MILLET,1. YES,30,2,3.8,3.78,
01010308880070904001,010103088800709040,3,1,1,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,40,1,3. Both livestock and crop production,tef,7. TEFF,2. NO,,,,,
01010308880070904001,010103088800709040,4,1,1,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,40,1,3. Both livestock and crop production,tef,7. TEFF,2. NO,,,,,
01010308880070904001,010103088800709040,5,1,1,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,40,1,3. Both livestock and crop production,tef,7. TEFF,1. YES,10,3,3.49,3.48,
01010308880070904001,010103088800709040,6,1,1,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,40,1,3. Both livestock and crop production,tef,7. TEFF,2. NO,,,,,
01010308880070904001,010103088800709040,6,2,1,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,40,1,3. Both livestock and crop production,guaya,16. VETCH,1. YES,26,4,2.05,2.02,
01010308880070904001,010103088800709040,8,1,1,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,40,1,3. Both livestock and crop production,gesho,75. GESHO,,,,,,
01010308880070904002,010103088800709040,1,1,1,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,40,2,1. crop production only,shimbra,11. CHICK PEAS,1. YES,22,4,1.96,1.935,
01010308880070904002,010103088800709040,1,2,1,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,40,2,1. crop production only,guaya,16. VETCH,1. YES,24,4,1.83,1.81,
01010308880070904801,010103088800709048,1,2,1,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,48,1,1. crop production only,bekolo,2. MAIZE,2. NO,,,,,
01010308880070904801,010103088800709048,1,3,1,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,48,1,1. crop production only,gesho,75. GESHO,,,,,,
01010308880070904801,010103088800709048,2,1,1,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,48,1,1. crop production only,gesho,75. GESHO,,,,,,
01010308880070905601,010103088800709056,1,2,1,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,56,1,3. Both livestock and crop production,bekolo,2. MAIZE,1. YES,18,2,2.9,2.88,00082
01010308880070905601,010103088800709056,1,3,1,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,56,1,3. Both livestock and crop production,bakela,13. HORSE BEANS,2. NO,,,,,
01010308880070905601,010103088800709056,1,3,2,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,56,1,3. Both livestock and crop production,gesho,75. GESHO,,,,,,
01010308880070905601,010103088800709056,1,4,1,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,56,1,3. Both livestock and crop production,dagusa,3. MILLET,1. YES,28,2,2.71,2.69,
01010308880070905601,010103088800709056,1,5,1,010103088800709,1. RURAL,1916.604145199063,1. TIGRAY,01,03,8,88,007,09,56,1,3. Both livestock and crop production,berbere,38. RED PEPPER,,,,,,
